Words,Reading,Meaning
簡単,かんたん,"simple, easy, uncomplicated​, brief"
明らか,あきらか,"clear, obvious, evident, plain, bright"
非常,ひじょう,"emergency​, extraordinary, unusual "
大切,たいせつ,"important, necessary, indispensable​"
同様,どうよう,"same, similar, (just) like, equal​"
完全,かんぜん,"perfect, complete​"
大丈夫,だいじょうぶ,"safe, secure, sound"
奇麗,きれい,"pretty, beautiful, clean, clear, tidy, neat "
特別,とくべつ,"special, particular, extraordinary"
大事,だいじ,"important, serious, crucial​, valuable"
有名,ゆうめい,famous​
新た,あらた,"new, fresh, novel​"
相当,そうとう,"appropriate, suitable, befitting"
静か,しずか,"quiet, silent, ​unhurried, calm"
如何,いかが,questionable​
豊か,ゆたか,"abundant, wealthy, plentiful, very, extremely"
明確,めいかく,"clear, precise, definite, distinct​"
有効,ゆうこう,"valid, effective​"
遥か,はるか,"far away, far off, far, distant, long ago"
単純,たんじゅん,"simple, plain, uncomplicated"
確実,かくじつ,"certain, sure, definite, reliable"
残念,ざんねん,"deplorable, regrettable, disappointing"
巨大,きょだい,"huge, gigantic, enormous​"
意外,いがい,"unexpected, surprising​"
立派,りっぱ,"splendid, fine, handsome, elegant"
特殊,とくしゅ,"special, particular, peculiar, unique"
見事,みごと,"splendid, magnificent, excellent, fine"
多様,たよう,"diverse, varied​"
高度,こうど,"high-degree, high-grade"
当たり前,あたりまえ,"natural, reasonable, obvious​, usual, common"
容易,ようい,"easy, simple, plain​"
懸命,けんめい,"eager, earnest, strenuous, fervent"
適切,てきせつ,"appropriate, suitable, fitting"
上手,じょうず,"skillful, skilled, proficient"
同一,どういつ,"identical, same, fair"
独自,どくじ,"original, unique, distinctive"
大好き,だいすき,"loveable, very likeable"
真面目,まじめ,"serious, honest, sober, grave"
必死,ひっし,"frantic, frenetic, desperate​"
素直,すなお,"obedient, meek, docile, unaffected​"
丁寧,ていねい,"polite, courteous, civil​, careful"
幼稚,ようち,"childish, infantile, immature"
主要,しゅよう,"chief, main, principal, major​"
盛ん,さかん,"prosperous, successful​, popular, active"
余計,よけい,"too many, too much, excessive"
直,ちょく,"direct, being straight, in person, frankness"
重大,じゅうだい,"serious, important, significant"
急速,きゅうそく,rapid (e.g. progress)​
曖昧,あいまい,"vague, ambiguous, unclear​"
正式,せいしき,"due form, official,  formal"
奇妙,きみょう,"strange, odd, peculiar"
知的,ちてき,intellectual​
微か,かすか,"faint, dim, weak"
真っ直ぐ,まっすぐ,"straight, direct, upright, straightforward, frank"
深刻,しんこく,"serious, severe"
貴重,きちょう,"precious, valuable"
微妙,びみょう,"subtle, delicate, fine, complex, doubtful"
有力,ゆうりょく,"influential, prominent, strong"
可哀想,かわいそう,"poor, pitiable, pathetic"
純粋,じゅんすい,"pure, true, genuine"
新規,しんき,"new, fresh"
穏やか,おだやか,"calm, quiet, gentle, moderate"
公的,こうてき,"public, official"
熱心,ねっしん,"enthusiastic, keen, eager"
素敵,すてき,"lovely, wonderful"
強力,きょうりょく,"powerful, strong"
法的,ほうてき,legal
密か,ひそか,"secret, private"
透明,とうめい,"transparent, clear"
独特,どくとく,"peculiarity, uniqueness, characteristic"
高等,こうとう,"high class, high grade"
不可欠,ふかけつ,"indispensable, essential"
身近,みぢか,"near oneself, familiar"
豊富,ほうふ,"abundant, plentiful"
有利,ゆうり,"advantageous, favourable, profitable"
優秀,ゆうしゅう,"superior, excellent"
稀,まれ,"rare, seldom"
活発,かっぱつ,"lively, active, animated"
夢中,むちゅう,"absorbed in, immersed in, crazy about"
頻繁,ひんぱん,"frequent, incessant"
不要,ふよう,"unnecessary, unneeded"
大幅,おおはば,"big, large, drastic"
滅多,めった,"thoughtless, reckless, seldom"
偉大,いだい,"great, grand"
強烈,きょうれつ,"intense, strong, severe"
増し,まし,"better, preferable"
真っ赤,まっか,deep red
鮮やか,あざやか,"vivid, bright, skillful"
新鮮,しんせん,fresh
不当,ふとう,"injustice, impropriety, unfair"
急激,きゅうげき,"abrupt, sudden"
私的,してき,"private, personal"
肝心,かんじん,"essential, important, crucial"
特有,とくゆう,"characteristic of, peculiar to"
グローバル,グローバル,global
単独,たんどく,"sole, single, solo"
無数,むすう,innumerable
適正,てきせい,"reasonable, suitable"
巧み,たくみ,"skillful, dexterous, clever"
バラバラ,バラバラ,"scattered, disperse, loose"
気の毒,きのどく,"pitiful, unfortunate"
早め,はやめ,"early, little earlier than usual"
広大,こうだい,"vast, extensive, immense"
順調,じゅんちょう,"favourable, all right"
最適,さいてき,most suitable
不法,ふほう,"unlawful, illegal"
厳密,げんみつ,"strict, close, precise"
大胆,だいたん,"bold, daring, audacious"
異様,いよう,"bizarre, strange, odd"
柔軟,じゅうなん,"flexible, soft, pliable"
性的,せいてき,relating to gender
健全,けんぜん,"healthy, sound"
強引,ごういん,"overbearing, coercive, pushy"
華やか,はなやか,"showy, brilliant, gorgeous"
別々,べつべつ,separate
顕著,けんちょ,"remarkable, striking"
的確,てきかく,"precise, accurate, appropriate"
スムーズ,スムーズ,smooth
丈夫,じょうぶ,"healthy, robust, solid"
密接,みっせつ,"close, intimate"
迅速,じんそく,"quick, fast, swift"
シンプル,シンプル,"simple, plain"
忠実,ちゅうじつ,"faithful, devoted, loyal"
大袈裟,おおげさ,"grandiose, exaggerated"
緩やか,ゆるやか,"loose, slack, gentle, slow, lenient"
無縁,むえん,"unrelated, unconnected, irrelevant"
率直,そっちょく,"frank, candid, straightforward"
賑やか,にぎやか,"bustling, busy, prosperous"
漠然,ばくぜん,"vague, obscure, indistinct"
明白,めいはく,"obvious, clear"
爽やか,さわやか,"fresh, refreshing, invigorating, clear, fluent"
温暖,おんだん,"warm, mild, temperate"
愚か,おろか,"foolish, stupid, silly"
人的,じんてき,"human, personal"
真っ白,まっしろ,pure white
対等,たいとう,"equal footing, equal terms"
前向き,まえむき,"facing forward, front-facing"
露わ,あらわ,"exposed, bare"
有害,ゆうがい,"harmful, hazardous"
惨め,みじめ,"miserable, wretched"
間近,まぢか,"proximity, nearness, soon, nearby"
過激,かげき,"extreme, radical"
器用,きよう,"skillful, dexterous, nimble"
速やか,すみやか,"quick, speedy, prompt"
気楽,きらく,"carefree, comfortable, easy-going"
ビッグ,ビッグ,big
無難,ぶなん,"safe, secure, acceptable, passable"
柔らか,やわらか,"soft, tender, supple, subdued"
安易,あんい,"easy, simple, easygoing, lighthearted"
陽気,ようき,"cheerful, merry"
著名,ちょめい,"well-known, noted, celebrated"
気軽,きがる,"carefree, buoyant, lighthearted"
猛烈,もうれつ,"fierce, intense, severe"
自在,じざい,doing at will​
簡易,かんい,"simplicity, convenience, easiness"
真っ暗,まっくら,"pitch dark, bleak future"
上品,じょうひん,"elegant, refined, polished, stylish, high-quality goods"
鮮明,せんめい,"vivid, clear, distinct"
同等,どうとう,"equality, equal, same rights"
明瞭,めいりょう,"clear, plain, distinct, obvious"
密,みつ,"dense, thick, crowded, intimate"
厳格,げんかく,"strict, severe, stern, rigid"
真っ黒,まっくろ,pitch black
端的,たんてき,"frank, direct, plain, straightforward"
粗末,そまつ,"crude, rough, plain, humble, shabby​"
執拗,しつよう,"persistent, tenacious"
ぼろぼろ,ぼろぼろ,"worn-out, ragged, tattered"
滑らか,なめらか,"smooth, glassy, velvety, fluent, fluid"
平ら,たいら,"flat, level, even, smooth, calm, tranquil"
未熟,みじゅく,"unripe, green"
切,せつ,"eager, earnest"
内的,ないてき,"inner, intrinsic, mental, inherited"
良好,りょうこう,"good, fine, excellent, favorable"
一様,いちよう,"uniform, equal, even, common"
細やか,ささやか,"small, little, tiny, insignificant"
安価,あんか,"low-priced, cheap, inexpensive"
尋常,じんじょう,"common, usual"
頑固,がんこ,"stubborn, obstinate"
厳重,げんじゅう,"strict, severe, stringent, rigorous"
過度,かど,"excessive, immoderate"
円滑,えんかつ,"smooth, undisturbed, uninterrupted"
壮大,そうだい,"magnificent, grand, majestic"
淡々,たんたん,"uninterested, unconcerned, indifferent"
格別,かくべつ,"particular, special, exceptional, especial"
外的,がいてき,"external, outside"
広範,こうはん,"wide, extensive, comprehensive"
ユニーク,ユニーク,unique
劇的,げきてき,"dramatic, exciting, touching"
適度,てきど,moderate
ドライ,どらい,dry
単一,たんいつ,"single, simple, sole, individual"
巧妙,こうみょう,"ingenious, skillful, clever"
手軽,てがる,"easy, simple, informal, offhand, cheap"
露骨,ろこつ,"frank, blunt, plain, explicit, broad, lewd"
抜群,ばつぐん,"distinction, extraordinariness, outstanding"
定か,さだか,"definite, sure"
控えめ,ひかえめ,"moderate, reserved, conservative"
明快,めいかい,"clear, clear-cut, lucid"
多彩,たさい,"variegated, multi-coloured, diverse"
希薄,きはく,"thin, diluted, lacking"
旺盛,おうせい,full of vim and vigor
巨額,きょがく,great sum
着実,ちゃくじつ,"steady, sound, trustworthy, solid"
細か,こまか,"small, fine, detailed, stingy"
多大,ただい,"heavy, much"
良質,りょうしつ,"good quality, fine quality, superior quality"
唐突,とうとつ,"abrupt, sudden"
質的,しつてき,qualitative
大まか,おおまか,"rough, broad, general, loose"
強硬,きょうこう,"firm, vigorous, unbending, unyielding, strong"
無残,むざん,"cruelty, atrocity, cold-bloodedness, tragedy"
裕福,ゆうふく,"affluence, prosperity"
濃厚,のうこう,"rich, thick, dense, strong"
強固,きょうこ,"firmness, stability, security, strength"
暢気,のんき,"carefree, optimistic, careless, reckless"
悪質,あくしつ,"bad quality, malignancy, vicious, malignant"
不可解,ふかかい,"mystery, baffling, inexplicable, incomprehensible"
窮屈,きゅうくつ,"narrow, tight, cramped"
緊密,きんみつ,"rigour, rigor, closeness, compactness"
無闇,むやみ,"thoughtless, reckless, rash, indiscriminate, unreasonable"
早急,さっきゅう,"immediate, prompt, quick, rapid, urgent, pressing"
冷ややか,ひややか,"cold, chilly, cool, indifferent, cold-hearted"
必要,ひつよう,"necessary, needed, essential"
入念,にゅうねん,"careful, elaborate, scrupulous"
怪訝,けげん,"dubious, puzzled, suspicious"
大雑把,おおざっぱ,"rough, not precise, broad, sketchy"
頑丈,がんじょう,"solid, firm, stout, burly, strong, sturdy"
切実,せつじつ,"compelling, serious, severe, acute, earnest"
勇敢,ゆうかん,"brave, heroic, gallant"
気掛かり,きがかり,"anxiety, concern, worry"
盛大,せいだい,"grand, magnificent, lavish; large scale, prosperous, powerfull"
長閑,のどか,"tranquil, calm, quiet, peaceful"
量的,りょうてき,quantitative
相手,あいて,"companion, partner, opponent"
気温,きおん,air temperature
世話,せわ,"looking after, help, aid, assistance"
何とか,なんとか,"somehow, one way or another"
卒業式,そつぎょうしき,graduation ceremony
自信,じしん,"confidence, self-assurance"
点,てん,"point, mark, spot"
大都市,だいとし,"big city, metropolis"
へそくり,へそくり,"secret savings, stash"
違い,ちがい,difference
文化,ぶんか,culture
節約,せつやく,"savings, economising"
ふりをする,ふりをする,"to act as, to pretend like"
落ち込む,おちこむ,to feel down
別れる,わかれる,"to be divided, to break up, to separate"
困る,こまる,"to be troubled, to be worried, to be bothered"
出てくる,でてくる,"to come out, to appear, to turn up, to emerge"
汗をかく,あせをかく,"to perspire, to sweat"
汗が出る,あせがでる,to sweat
起きる,おきる,"to get up, to wake up, to occur, to happen, to arise"
注意する,ちゅういする,"to caution, to warn, be careful"
降る,ふる,"to fall, to precipitate"
それとも,それとも,"or perhaps, or, or else"
そうしたら,そうしたら,and then
しかも,しかも,"moreover, nevertheless             "
それも,それも,in addition to that
さらに,さらに,"furthermore, moreover  "
そのうえ,そのうえ,in addition
それに,それに,"besides, in addition, moreover"
また,また,"besides, again, too, also, likewise"
それから,それから,"and then, after that"
そして　,そして　,"and, and then"
でも,でも,but
しかし,しかし,but
ところが,ところが,however
けれども,けれども,"but, however"
それでも,それでも,"but still, nevertheless"
または,または,"or, otherwise"
あるいは,あるいは,"or, either or"
それで,それで,"therefore, because of that"
すると,すると,"thereupon, hereupon"
だから,だから,"so, therefore"
そこで,そこで,"so, therefore, that’s why"
したがって,したがって,"therefore, consequently"
そのけっか,そのけっか,as a result of that
そのため,そのため,"hence, for that reason"
ところで,ところで,by the way
なぜなら,なぜなら,the reason is
たとえば,たとえば,for example
つまり,つまり,"that is to say, in other words"
ようするに,ようするに,"in short, in a word, to sum up"
ちなみに,ちなみに,"by the way, in connection, incidentally"
ペラペラ,ペラペラ,fluently
すらすら,すらすら,"smoothly, easily, readily"
どんどん,どんどん,"drumming, pounding, rapidly, continuously, in succession"
いやいや,いやいや,"unwillingly, reluctantly"
ビシビシ,ビシビシ,"stickily, relentlessly​"
ガヤガヤ,ガヤガヤ,"noisily, buzzingly"
だんだん,だんだん,"gradually, little by little, more and more"
コツコツ,コツコツ,"unflaggingly, steadily, untiringly, knocking, tapping"
でしょう,でしょう,"I think, probably"
とき,とき,"when, at the time of"
ながら,ながら,"while, during, as"
ほうがいい,ほうがいい,it’d be better to
なぜ,なぜ,why
だけ,だけ,"just, only, simply, merely"
だろう,だろう,probably
いちばん,いちばん,"the most, the best"
いつ,いつ,when
から,から,"because, since"
から,から,from
けれども,けれども,"but, although"
くらい,くらい,"about, approximately"
まだ,まだ,"still, not yet"
まえに,まえに,before
まえに,まえに,in front of 
ませんか,ませんか,"let’s, won’t you, why don’t we"
ましょう,ましょう,"let’s, shall we"
も,も,"also, too, as well"
もう,もう,"already, anymore"
なに,なに,what
なる,なる,to become
にいく,にいく,"to go in order to 
"
にする,にする,to decide on
のがじょうず,のがじょうず,to be good at
のがすき,のがすき,like doing
のがへた,のがへた,to be bad at
ので,ので,"because of, the reason is that"
すぎる,すぎる,too much
たい,たい,want to
たことがある,たことがある,have done before
誰と,だれと,with whom
てください ,てください ,please do
なんで,なんで,"by what, why"
てもいい,てもいい,"is okay, is alright to, can"
てから,てから,after doing
なんばん,なんばん,what number
てはいけない,てはいけない,"must not, may not"
つもりだ ,つもりだ ,"plan to, intend to"
どこ,どこ,where
より,より,than
より〜のほうが,より〜のほうが,is more ~ than
あまり〜ない,あまり〜ない,"not very, not much"
あとで,あとで,"after, later"
ば,ば,if... then
場合は,ばあいは,"in the event of, in case of"
だけで,だけで,just by
出す,出す,"to suddenly begin, to suddenly appear"
でも,でも,but
でも,でも,or something
でございます,でございます,to be
がる,がる,"to show signs of, to feel"
ごろ,ごろ,"around, about"
はじめる,はじめる,"to start, to begin to"
はずだ,はずだ,"it must be, it should be, expected to happen"
べきだ,べきだ,"should do, must do"
がする,がする,"smell, hear, taste, doing, happening"
はずがない ,はずがない ,cannot be
ひつよう,ひつよう,"need, necessary"
ひつようがある,ひつようがある,it is necessary to
ほしい ,ほしい ,"to want something, to be in need of"
いらっしゃる,いらっしゃる,"to be, to come, to go"
いらっしゃる,いらっしゃる,"to be, to come, to go"
いたす,いたす,to do
いたします,いたします,to do
じゃないか,じゃないか,isn't it
かい,かい,turns a sentence into a yes or no question
かどうか,かどうか,whether or not
かどうか,かどうか,whether or not
かもしれない,かもしれない,"might, maybe"
かな,かな,I wonder
かた,かた,"how to, way to do"
かしら,かしら,I wonder
こと,こと,verb nominalizer
ことができる,ことができる,"can, be able to"
までに,までに,"by, by the time"
みたい,みたい,"like, similar to, resembling"
みたいに,みたいに,"like, similar to"
みたいな,みたいな,"like, similar to"
など,など,"such as, things like"
ながら,ながら,"while, during, as"
ないで,ないで,"without doing, don’t"
なければいけない,なければいけない,"must do, have to do"
なければならない,なければならない,"must do, have to do"
なくてはいけない,なくてはいけない,"must do, have to do"
なくてはならない,なくてはならない,"must do, have to do"
なくてもいい,なくてもいい, don’t have to
なら,なら,"if, in case, as for"
なさい,なさい,do
なさる,なさる,to do
に気がつく,に気がつく,"to notice, to realize"
に気がつく,に気がつく,"to notice, to realize"
にくい,にくい,"difficult to, hard to"
にみえる,にみえる,"to look, to seem, to appear"
てみえる,てみえる,"to look, to seem, to appear"
くみえる,くみえる,"to look, to seem, to appear"
ように見える,ように見える,"to look, to seem, to appear"
のように見える,のように見える,"to look, to seem, to appear"
のなかで,のなかで,"in, among"
のに,のに,in order to
のに,のに,in order to
のに,のに,in order to
のに,のに,"although, in spite of, even though"
のように,のように,"like, similar to"
のような,のような,"like, similar to"
お〜ください,お〜ください,please do
お〜になる,お〜になる,to do something
おきに,おきに,"repeated at intervals, every"
おきに,おきに,"repeated at intervals, every"
おわる,おわる,"to finish, to end"
られる,られる,to be able to do something
られる,られる,passive voice
らしい,らしい,seems like
さ,さ,nominalizer for adjectives
さ,さ,nominalizer for adjectives
させる,させる,to make or let somebody do something
させる,させる,to make or let somebody do something
させられる,させられる,to be made to do something
さすが,さすが,as one would expect
し,し,list reasons for multiple states and actions
しか〜ない,しか〜ない,"only, nothing but"
そんなに,そんなに,"so, so much, like that"
それでも,それでも,"but still, and yet, nevertheless"
そうだ,そうだ,"look like, appear, seem"
そうだ,そうだ,"look like, appear, seem"
そうだ,そうだ,"I heard that, it is said that"
そうだ,そうだ,"I heard that, it is said that"
たばかり,たばかり,"just did, something just happened"
たがる,たがる,to want to
たら,たら,"if, after, when"
たらどう,たらどう,why don’t you
たり〜たり,たり〜たり,do such things like
たところ,たところ,"just finished doing, was just doing"
てあげる,てあげる,to do something for someone
てある,てある,something is or has been done
てある,てある,something is or has been done
てほしい ,てほしい ,I need you to
ていく,ていく,"to go on, to start, to continue "
ているところ,ているところ,in the process of doing
ていた,ていた,was doing something
ていただけませんか,ていただけませんか,could you please
てくれる,てくれる,to do something for me or somebody’s sake
てくる,てくる,"to come to, to become, to continue"
てみる,てみる,to try to
ても,ても,"even if, even though"
てもらう,てもらう,to get somebody to do something
ておく,ておく,to prepare something for future
てしまう,てしまう,"to do something by accident, to finish completely"
てすみません,てすみません,I’m sorry for
てよかった,てよかった,I’m glad that
と,と,"if, when, and"
と〜と、どちらが,と〜と、どちらが,which one
ということ,ということ,changes a sentence or phrase into a Noun
といってもいい,といってもいい,"you could say, you might say"
といわれている,といわれている,it is said that
とか〜とか,とか〜とか,"among other things, such as"
とき,とき,"when, at the time"
ときいた,ときいた,I heard that
ところ,ところ,"about to, on the verge of"
とみえる,とみえる,it seems that
とおもう,とおもう,"I think, you think"
つづける,つづける,to continue
やすい,やすい,"easy to, likely to"
より,より,than
よていだ ,よていだ ,"plan to, intend to"
ようだ,ようだ,"it seems that, it appears that, it looks like"
ように,ように,"as, like, just like"
ような,ような,"as, like, just like"
ようになる,ようになる,to reach the point that
ようにする ,ようにする ,"to try to, to make sure that"
ようとおもう,ようとおもう,I think I will
ぜんぜん,ぜんぜん,not at all
おう,おう,volitional verb form
聞こえる,きこえる,to be able to hear
聞く,きく,to listen
見える,みえる,"is visible,to be able to see"
見られる,みられる,to be able to watch
遅れる,おくれる,to be late
遅刻する,じこくする,to be late
もらう,もらう,to receive
もらう,もらう,to have someone do something
あげる,あげる,to give
くれる,くれる,to give
召し上がる,めしあがる,"to eat, to drink"
拝見する,はいけんする,"to see, to look"
伺う,うかがう,"to ask, to inquire, to call"
頂く,いただく,"to receive, to accept, to take"
存じる,ぞんじる,"to think, to feel"
せられる,せられる,to be made to do something (causative-passive)
られる,られる,verb potential form
あいだ,あいだ,"while, during, all the time in that period"
あいだに,あいだに,"while, during, in that period"
から〜まで,から〜まで,from~until
まま,まま,"as it is, unchanged condition"
ために,ために,in order to
あまり,あまり,"too much, due to a condition or state being in excess, a result occurs"
あまりに ,あまりに ,"so much... that, too much, excessively"
ば〜ほど,ば〜ほど,the more... the more...
ばいい,ばいい,"should, can, it’d be good if"
ばかり,ばかり,"only, nothing but"
ばかりだ,ばかりだ,just continue to
ばかりでなく,ばかりでなく,"not only... but also, as well as"
ばかりか,ばかりか,"not only... but also, as well as"
ばかりに,ばかりに,"because, on account of"
ばよかった,ばよかった,should have
べきだ,べきだ,"must do, should do"
べきではない,べきではない,"must not do, should not do"
べつに〜ない,べつに〜ない,not particularly
中,なか,"during, throughout"
だけ,だけ,"only, as much as"
だらけ,だらけ,full of
どころか,どころか,far from
どんなに〜ても,どんなに〜ても,no matter how
ふりをする,ふりをする,"to pretend, to act as if"
がち,がち,"apt to do, tend to do"
がたい,がたい,"hard to, difficult to"
気味,ぎみ,"a touch of-, a little-,-like,-looking,be apt to-"
ほど,ほど,"to the extent that, so much... that, the more"
ほど〜ない,ほど〜ない,is not as... as
いくら〜ても,いくら〜ても,no matter how
 一方だ,いっぽうだ,"more and more, continue to"
一方で,いっぽうで,"but also ~at the same time, while"
かけ,かけ,"half-, not yet finished, in the middle of"
から言うと,からいうと,"in terms of, from the point of view of"
代わりに,代わりに,"instead of, in exchange for"
っけ,っけ,what is... again?
決して〜ない,けっして〜ない,"never, by no means, not in the least, in no way"
切る,きる,to do something completely to the end
切れない,きれない,not be able to finish doing something or sone completely
きり,きり,"only, just, since, after"
こそ,こそ,"for sure, precisely, definitely 
"
こと,こと,must do
ことだ,ことだ,should do
ことがある,ことがある,there are times when
ことか,ことか,"how!, what!"
ことから,ことから,from the fact that
ことに ,ことに ,"unusually, especially"
ことになる,ことになる,it has been decided that
ことにする,ことにする,"to decide on, to decide to"
ことはない,ことはない,"there is no need to, never happens"
くらい,くらい,"to the extent that, so much... that, about"
くせに,くせに,"even though, and yet, in spite of, despite"
まま,まま,"as it is, unchanged"
まるで,まるで,"as if, as though, just like"
めったに〜ない,めったに〜ない,"hardly, rarely, seldom"
もの,もの,"because, indicates reason or excuse, indicates dissatisfaction"
ものだ,ものだ,"used to do something, should do something"
もしかしたら,もしかしたら,"perhaps, maybe"
向き,むき,suitable for
向け,むけ,"intended for, aimed at"
ながらも,ながらも,"but, although, despite"
ないことはない,ないことはない,"can, is not impossible"
なんか,なんか,"such as, things like"
なんて,なんて,"such as, things like"
なぜなら ,なぜなら ,"because, the reason is"
んだって,んだって,I heard that
に違いない,にちがいない,"I’m sure, no doubt that, without a doubt"
にかけて,にかけて,"over (a period), through, concerning"
に関する,にかんする,"related to, in relation to, about"
に関して,にかんして,"related to, in relation to, about"
にかわって,にかわって," instead of, on behalf of"
にかわり,にかわり," instead of, on behalf of"
に比べて,に比べて,"compared to, in comparison to"
において,において,"in, on, at (place), as for, regarding"
における,における,"in, on, at (place), as for, regarding"
にしては ,にしては ,considering it’s (something or someone)
にしても,にしても,"even, even if"
に対して,にたいして,"in contrast to, while, in regard to"
に対する,にたいする,"in contrast to, while, in regard to"
にとって,にとって,"to, for, concerning, as far as ... is concerned"
について ,について ,"concerning, regarding, about"
につれて,につれて,as... then
によると,によると,according to
によれば,によれば,according to
によって,によって,"by means of, due to, owing to, because of"
による,による,"by means of, due to, owing to, because of"
の間に,のあいだに,"while, during"
をはじめ,をはじめ,"for example, starting with"
をはじめとする,をはじめとする,"for example, starting with"
おかげで,おかげで,"thanks to, because of"
っぱなし,っぱなし,leaving (something) on or in use
っぽい ,っぽい ,"-ish, -like"
さえ,さえ,"even, only, just"
さえ ~ ば,さえ ~ ば," if only ~ then, as long as, the only thing ~ need is"
最中に,さいちゅうに,in the middle of
せいで,せいで,because of
その結果,そのけっか,as a result
次第,しだい,"as soon as, dependent upon"
しかない,しかない,have no choice but
そうもない,そうもない,very unlikely to
たびに,たびに,"each time, everytime, whenever"
ために,ために,"for, for the sake of, in order to, for the benefit of"
ために,ために,"because of, as a result of"
たらいい,たらいい,"it would be nice if, I hope, should"
といい,といい,"it would be nice if, I hope, should"
たとえ〜ても,たとえ〜ても,even if... is the case
てごらん ,てごらん ,"please try to, please look"
たとたん,たとたん,"just now, at the moment, as soon as"
てはじめて,てはじめて,"not until, only after... did I"
てもかまわない ,てもかまわない ,it doesn’t matter if
といっても ,といっても ,"although I say, although one might say"
という,という,"called, named, as much as"
ということだ,ということだ,"I’ve heard that, rumour has it that"
というのは,というのは,"means, is, because, that is to say"
というと,というと,"speaking of, if it were the case that"
といえば,といえば,"speaking of, if it were the case that"
といったら,といったら,"speaking of, if it were the case that"
というより,というより,rather than
ところで,ところで,by the way
ところが ,ところが ,"even so, however, even though"
とおり,とおり,"in the way, the same as"
としたら,としたら,"if it were the case that, if we assume"
とすれば,とすれば,"if it were the case that, if we assume"
として ,として ,as in the role of
