Script,Translation
海外旅行のときに入る保険は、自分と行き先に合わせたバラ掛けで。海外旅行に行くとき、ふつう、海外旅行傷害保険に入る。この保険は、旅行代理店などで、いろいろセットになったものをすすめられることが多いが、セット保険は、必要のないものも組み合わされていて、割高になりがちだ。そこで、旅行通は、必要なものだけ選んで入る「バラ掛け」で加入する。第三世界に行くなら、「傷害死亡」「傷害治療」「疾病治療」の三つに入るのが、いちばん安上がりで現実的。盗難の多い国に行くなら、これに「携行品保険」を加えるとよい。保険会社への請求は、医師の診断書や領収書、盗難なら、現地の警察の盗難証明書が必要となる。保険会社は、いざというとき、対応がスムーズにいくところを選ぶのも大切だ。,"When you travel abroad, you should buy insurance in bulk, tailored to you and your destination. When you travel abroad, you usually purchase travel insurance. Travel agents often recommend a set of insurance policies that includes a variety of items, but these policies tend to be relatively expensive because they include some items that are not necessary. Therefore, travelers tend to purchase insurance by selecting only the items they need. If you are going to a third world country, the cheapest and most realistic option is to purchase three policies: “accidental death,” “accidental death benefits,” and “sickness benefits. If you are going to a country where theft is common, you may want to add”personal belongings insurance” to the three. To file a claim with the insurance company, you will need a doctor’s note, receipts, or, in the case of theft, a theft certificate from the local police. It is also important to choose an insurance company that can respond smoothly in case of an emergency."
寿司にしょう油をつけるときはネタにつける握り寿司を食べるとき、シャリのほうにしょう油をつけていないだろうか。ごはんには、ふつう、しょう油をつけて食べないが、刺身にはしょう油をつけて食べる。だから、握り寿司も、シャリではなく、ネタのほうに少ししょう油をつけて食べるのが通といえる。しょう油のつけ方は、手や箸で持ってつけるのが一般的だが、ガリをハケのように使って、しょう油をネタにつけてもよい。とくに、軍艦巻きの寿司にしょう油をつけたいときは、このつけ方がやりやすい。食べるときは、一口で食べるのが通の食べ方。でもどうしても一口で食べきれなかったら、箸でシャリを二つに分け、先にシャリの半分だけ食べて、あとの半分のシャリをネタで包んで食べるとよい。,"When you put shoyu on sushi, you put it on the main dish. Normally, we do not eat rice with soy sauce, but we do eat sashimi with soy sauce. Therefore, it is customary to eat nigirizushi with a little shoyu on the neta (the fish), not on the rice. The usual way of dipping sushi is to dip it in shoyu with your hands or chopsticks, but you can also dip the neta in shoyu using a gari (a small piece of pickled ginger) like a brush. This is especially easy when you want to dip sushi wrapped in a gunkan-maki. When eating the sushi, it is customary to eat it in one bite. If you can’t finish the sushi in one bite, use chopsticks to divide the rice into two halves, eat only half of the rice first, and then wrap the other half around the neta and eat it."
桜島を望む絶景温泉！贅沢な夕食と朝食ビュッフェも魅力の「霧島観光ホテル」【宿泊レポ】 鹿児島空港から車で約30分。霧島錦江湾国立公園の雄大な自然の中にあるのが「霧島観光ホテル」です。最上階の展望大浴場からは、霧島の大自然と晴れた日には桜島の絶景を満喫できます。地元の食材と鹿児島産黒豚を使った夕食や、約35種の料理が並ぶ朝食ビュッフェも魅力。神話の大地でもある霧島を、思いきり満喫できる宿に滞在してきました。,"Spectacular hot spring with a view of Sakurajima! Kirishima Kanko Hotel” also offers a sumptuous dinner and breakfast buffet [Accommodation Report]. About 30 minutes by car from Kagoshima Airport. Kirishima Kanko Hotel is located in the magnificent nature of Kirishima Kinko Bay National Park. From the large bath on the top floor, you can enjoy the magnificent view of Kirishima’s nature and Sakurajima on a clear day. Dinner featuring local ingredients and Kagoshima Kurobuta pork, and a breakfast buffet with about 35 different dishes are also attractive. We have stayed at an inn where you can enjoy Kirishima, the land of myths, to the fullest."
ビールをおいしく飲むなら、泡はグラスの二～三割が目安ビールをおいしく飲むヒケツは、注ぐときに、泡をうまく作ることにある。泡は、ビールに含まれる炭酸ガスが外に逃げるのを防ぐ働きをするからだ。泡の量は、グラス全体の二～三割ぐらいの厚さになるのがいい。それぐらいの泡を作るには、グラスをまっすぐに立て、はじめはゆっくり、しだいに勢いよく注ぐ。泡が立ちはじめたら、その泡を下から持ち上げるように静かに注ぐ。グラスが泡だらけになりそうなら、ビールを半分ぐらい注いだところでいったん止め、四～五秒おいてから注ぐとよい。泡が消えないうちに飲んでしまうのが、おいしいビールの飲み方だ。,"The key to good beer drinking lies in creating the right amount of foam when pouring. This is because foam prevents the carbon dioxide gas contained in the beer from escaping. The amount of foam should be about 20 to 30% of the thickness of the entire glass. To create that amount of foam, hold the glass upright and pour slowly at first, then more and more vigorously. When bubbles begin to form, pour gently, lifting the bubbles from below. If the glass seems full of bubbles, stop pouring when the beer is about half-full and let it sit for four or five seconds before pouring. Drink the beer before the bubbles disappear."
天ぷらに最適の油の温度を確かめるには、衣を油に落としてみる天ぷらやフライは、一般的に、油の温度が180℃ぐらいのとき、カラッとおいしく揚げることができる。この最適温度になっているかどうかを確かめるには、衣を少し油のなかに落としてみるとわかる。油の温度が低すぎると、衣は底に沈んで、なかなか浮き上がってこない。逆に、温度が高すぎると、はじめから浮いたままで、沈まない。衣が底に着くかつかないかというところで、浮き上がってくるのが、170～180℃。揚げ物に最適の温度だ。ただし、海苔やシソや三ツ葉などは厚みがないので、すぐになかまで火が通るから、少し低めの160℃ぐらいが最適。これは、衣が底に沈んでから、ゆっくり浮き上がってくる温度だ。,"To check the optimum oil temperature for tempura, drop the batter into the oil. To check if the temperature is at the optimum level, try dropping the batter into the oil a little. If the oil temperature is too low, the batter will sink to the bottom and not rise to the surface. On the other hand, if the temperature is too high, the batter will stay floating and not sink. The temperature at which the batter floats to the bottom is 170-180℃. This is the optimal temperature for deep frying. However, nori, shiso and mitsuba are not as thick, so they are cooked right through, so a slightly lower temperature of about 160°C is optimal. This is the temperature at which the batter sinks to the bottom and then slowly rises to the top."
包丁を選ぶときは、「ひずみ直し」と「ゆがみ」をチェック 切れ味のいい包丁で作った料理は、見た目が美しいばかりでなく、味だってよくなるものだ。こまめに研いで、スッと使える状態にしたいが、いくら研いでも切れ味の戻らないものが、たまにある。それがゆがんだ包丁。買う前に包丁を目の高さまで持ち上げて、縦・横にして見よう。とくに刃先から柄までがまっすぐかどうか、「ゆがみ」がないのを確認して買うようにしたい。ほかのチェックポイントは刃のもっとも先端の部分の「ひずみ直し」ができているかどうか。それを確認する。片刃の包丁の場合、裏を上にして手のひらに寝かせ、太陽や照明に向けて目の高さまで持ち上げて光を反射させてみる。スキの部分に刃先に沿うように山形の影が見えるようなら、その包丁はひずみ直しのできていない不良品である。,"When choosing a kitchen knife, check for “strain correction” and “distortion Food prepared with a sharp knife not only looks beautiful, but also tastes good. However, there are some knives that do not regain their sharpness no matter how often they are sharpened. That is a warped knife. Before buying a knife, lift it up to your eye level and look at it horizontally and vertically. In particular, you want to make sure that the blade is straight from the tip to the handle, and that there is no distortion. Another point to check is whether the tip of the blade has been”straightened” or not. Check it. In the case of single-edged knives, lay the back side up in the palm of your hand, point it toward the sun or a light and lift it up to eye level to see if it reflects the light. If you can see a shadow of a mountain along the edge of the knife, the knife is defective."
干物は、丸みを帯びた形のもの、自然なツヤのあるものを選ぶ 新鮮で脂が乗っていて肉の厚みのあるもの。これはどんな種類の魚にも共通するおいしい干物の見分け方だ。 色は魚の種類によって少し異なるが、ツヤのいいものを選びたい。 形では、開きにしたとき側面が丸みを持っているかどうかで、材料の魚のよしあしを見極める。 やせた魚を開くと腹が薄いため細長い印象になり、身が厚いものほど円形に近い形に見えるのだ。 色はアジやイワシのような青魚の場合、赤みがかったベッコウ色、カマスに代表される白身魚は白みがかったアメ色で、透明感のあるツヤを持つものがおいしい。 鮮度を見るには、においをかいでみるのがいちばんだが、脂焼けして黄色がかったり鉄サビのような色になっているものは、できてから時間がたったものと考えていい。,"Dried fish should be rounded in shape and have a natural luster. It should be fresh, fatty, and have thick meat. This is the same way to recognize good dried fish of any kind. The color varies slightly depending on the type of fish, but you want to choose the ones with a good luster. In terms of shape, you can tell if the fish is good or not by the roundness of the sides when it is opened. A skinny fish with a thin belly will give the impression of being long and thin, while a thicker fish will look more circular. Blue fish such as horse mackerels and sardines are reddish-bekko, while white fish such as barracuda are a white amber color with a translucent sheen. The best way to check freshness is to smell the fish. If the fish is yellowish or has a rusty iron color due to fat burning, you can assume that it has been fresh for some time."
コーヒーはよく売れている店で、一～二週間で飲みきれる量を買う コーヒーを量り売りで買うとき、おいしい店を選ぶには、まず、よく売れている店を選ぼう。店頭の豆を見て、炒りムラがなくて、粒がそろっていれば、いいコーヒーだと思っていいだろう。 豆は、自分の好みの銘柄があれば、それを買えばいいし、とくになければ、好みを伝えて選んでもらうとよい。 買う量は、豆の場合は一～二週間で飲みきれる量を買うこと。ひとり一回分の使用量の目安は八～一〇グラム。新しいうちに飲みきるのが、コーヒーをおいしく飲むヒケツだ。 とくに、豆を挽いてもらうときは、一週間～十日で飲みきる量にする。抽出器具によって挽き方も変わるから、どんな抽出器具を使うのか、ちゃんと伝えよう。,"Buy coffee in quantities that you can drink in a week or two at stores that sell well. When buying coffee by weight, the first step in choosing a good coffee shop is to choose one that sells well. If the beans are evenly roasted and the grain is uniform, it is safe to assume that the coffee is good. If there is a brand of beans that you prefer, buy it. If there is no particular brand, tell the shop what you like and ask them to choose for you. If there is no particular brand, you can let them know your preferences and ask them to select one for you. The standard amount for one serving for one person is 8 to 10 grams. The key to good coffee is to drink it while it is still fresh. In particular, when you have the beans ground, you should use up the amount within one week to ten days. The grinding method varies depending on the brewing equipment, so be sure to tell them what kind of brewing equipment you will be using."
海で泳ぐときは、浜辺と平行に泳ぐと安全 海水浴場では、波打ち際は混雑していて、ゆっくり泳げないが、沖に向かってどんどん泳いでいって、はっと気がついたら岸から離れすぎていた…なんていうのは危険だ。 そこで、波打ち際の混雑を抜けたところで、浜辺と平行に泳ぐといい。広々したところを長い距離泳げて、岸から離れすぎてしまう心配もない。「監視台からあの岩まで」など、区間を決めて泳ぐといいだろう。 オレンジ色や黄色などの目立つ色のキャップをかぶると、もっと安全だ。 もし、遠泳できる力をつけたいと思ったら、本当に遠くまで泳いでいかなくても、二十分とか三十分と、時間を決めてトレーニングすると効果がある。,"When swimming in the ocean, it is safer to swim parallel to the beach. At the beach, the surf is so crowded that it is difficult to swim slowly, but it is dangerous to swim out to sea and then realize that you are too far from the shore …. It is better to swim parallel to the beach after the surf, when you get out of the crowd. You can swim a long distance in a wide open area and not worry about being too far from the shore. It is best to swim in sections, such as “from the watchtower to that rock. Wearing a cap of a conspicuous color, such as orange or yellow, will make it safer. If you want to improve your ability to swim long distances, you don’t have to swim really far, but training for 20 or 30 minutes at a time can be effective."
わかりやすい略地図を書くコツは、進行方向を上にすること 地図は、ふつう、北を上に書くものだが、人に道順を教えるときに書く略地図は、その地図を見ながら歩く人のことを考え、進行方向を上にするとわかりやすい。 電車で来る場合は、最寄り駅から。また、バスターミナルのあるような大きな駅をスタート地点として書く場合は、出口がたくさんあり、目的の出口にたどり着くのもたいへんなので、地下鉄の出口番号とか、東口とか西口といった出口名を入れておくとよい。 駅近くや途中の道筋に、銀行、デパート、ファーストフード店など、すぐにわかるような目立つ建物があれば、それらも書き込み、歩く方向の矢印も入れ、それらを目標としながら歩けるようにすると、わかりやすい。,"The key to drawing an easy-to-understand abbreviated map is to put the direction of travel on top. Maps are usually drawn with the north side up, but when drawing an abbreviated map to give directions to others, it is easier to understand if the direction of travel is placed on top, considering the people who will be walking while looking at the map. If coming by train, start from the nearest station. If the starting point is a large station with a bus terminal, there are many exits and it is difficult to reach the desired exit, so it is better to include the exit number of the subway or the name of the exit, such as East Exit or West Exit. If there are any prominent buildings near the station or along the way, such as banks, department stores, fast food restaurants, etc., write them down and include an arrow pointing in the direction you will be walking so that you can walk while keeping them as your goal."
大学緊急事態宣言でオンラインと学校での授業に分かれる。新しいコロナウイルスの問題で、去年はオンラインで授業をしていた大学も、今年の４月から、学生が大学に来て受ける授業を増やす予定でした。しかし、３回目の緊急事態宣言が出て、オンラインの授業に戻る大学と、学校で授業を続ける大学に分かれています。東京の上智大学や法政大学は、多くの授業をオンラインにします。早稲田大学は、宣言が出たあとも、学生が大学で受ける授業を70％にしたいと考えています。多くの学生が大学に来て授業を受けたいと言っていることなどが理由です。文部科学省は「ウイルスが広がらないように気をつけながら教室で授業をすることもできると思います。オンライン授業にするかどうかは、学生のことを考えて決めてください」と言っています。,"University State of emergency declared, split between online and in-school teaching. Because of the new coronavirus problem, the university, which last year offered classes online, was planning to increase the number of classes that students could come to the university to take from April this year. However, a third emergency has been declared, dividing the universities into those that will return to online classes and those that will continue to offer classes in schools. In Tokyo, Sophia University and Hosei University will put many of their classes online. Waseda University wants to keep 70% of the classes students take at the university after the declaration is issued. This is due to a number of reasons, including the fact that many students have said they want to come to university to attend classes. The Ministry of Education, Culture, Sports, Science and Technology (MEXT) says: “We believe that classes can be held in classrooms, taking care not to spread the virus. The decision to have online classes should be made with the students in mind”."
「趣味が多いお年寄りは長く生きる」。東京医科歯科大学などの研究グループは、お年寄りの趣味と亡くなる危険の高さの関係を調べました。愛知県や千葉県などの4万8000人ぐらいを2010年から6年調べました。趣味がない人と比べて、趣味が2つの人は亡くなる危険が10％低く、5つの人は31％低くなりました。趣味が多くなると、長く生きる可能性が高くなることがわかりました。趣味が1つでも、囲碁や将棋やゲートボールなど、ほかの人と一緒に楽しむ趣味の場合は、趣味がない人より亡くなる危険が13％低くなりました。グループは「趣味が多いと、脳にいろいろな刺激があります。人と一緒に散歩するなど、簡単な趣味から始めてください」と話しています。,"“Older people with more hobbies live longer. A group of researchers from Tokyo Medical and Dental University and other institutions have studied the relationship between the hobbies of the elderly and their risk of dying. About 48,000 people in Aichi, Chiba and other prefectures were studied for six years from 2010. Compared to those with no hobbies, those with two hobbies had a 10% lower risk of dying, and those with five had a 31% lower risk. The more hobbies you have, the more likely you are to live longer, the study found. If you have one hobby, but it is a hobby that you enjoy with other people, such as playing Go, chess or gateball, your risk of dying is 13% lower than if you have no hobby. The group says:”The more hobbies you have, the more different stimulation there is for your brain. Start with simple hobbies, such as going for walks with other people”."
緊急事態宣言が出た大阪　小学校はオンラインと教室で授業。緊急事態宣言が出ている大阪市の浪速区にある小学校は、26日からオンライン授業を始めています。しかし、親が仕事を休むことができない家庭の生徒は、学校で授業を受けました。26日の朝は、70%以上の生徒が学校に来て、教室で授業を受けました。6年生のクラスは、オンラインで国語の授業を行いました。教室に来た生徒と家でオンライン授業を受けている生徒が一緒に漢字の書き方などを習っていました。この学校では、1時間目、2時間目と午後の授業をオンラインで行います。3時間目、4時間目の授業と給食の時間は、全員学校に来ます。校長は「家庭の都合で学校に来る生徒が多くなっています」と話していました。,"Osaka declares state of emergency Primary schools teach online and in classrooms. A primary school in Naniwa Ward, Osaka City, where a state of emergency has been declared, began offering online classes on the 26th. However, students from families whose parents could not take time off work attended classes at the school. On the morning of the 26th, over 70% of the students came to school and attended classes in the classroom. The 6th grade class had an online Japanese lesson. Students who came to the classroom and those who took the online class at home worked together to learn how to write kanji characters. In this school, the first and second hours and the afternoon classes are held online; all students come to school for the third and fourth hours of classes and for lunch.The headmaster said, “More and more students are coming to school for family reasons."
青森県の弘前公園　桜の花が咲いて満開になる。青森県弘前市には、桜が有名な弘前公園があります。弘前公園には、50種類ぐらいの桜の木が全部で2600本あります。19日、ソメイヨシノという種類の桜の花がたくさん咲いて満開になりました。公園ではたくさんの人たちが散歩をしたり、写真を撮ったりして、桜の花を楽しんでいました。千葉県から来た女性は「桜が咲いているときに初めて来ました。古い木にも、たくさん花が咲いていてすばらしいです」と話していました。弘前市によると、満開になったのは去年より8日早くて、3日ぐらい続きます。そのあとは、花びらが風で飛んで雪が降っているように見える様子や、お掘の水の上が桜でいっぱいになる様子などを楽しむことができます。,"Hirosaki Park, Aomori Prefecture: Cherry blossoms in bloom and full bloom. Hirosaki City in Aomori Prefecture is home to Hirosaki Park, famous for its cherry blossoms. Hirosaki City in Aomori Prefecture is home to Hirosaki Park, famous for its cherry blossoms. Many people were enjoying the cherry blossoms in the park, taking a walk and taking photos. A woman from Chiba Prefecture said: “This is the first time I have been here when the cherry trees are in bloom. It’s wonderful to see so many flowers on the old trees”. According to Hirosaki City, the cherry blossoms are in full bloom eight days earlier than last year and last about three days. After that, visitors can enjoy the sight of petals flying in the wind, making it look like it’s snowing, and the top of the water in the dugouts being filled with cherry blossoms."
時刻は5時6分を回っております。ここからはお天気情報をお知らせいたします。現在、島原半島三市には、警報・注意報は発表されておりません。続きまして島原地方今日これからのお天気は曇り、現在の気温は23度、北の風、風速4メートルです。続きまして明日、7月18日土曜日から24日金曜日までの週間お天気です。明日は晴れ時々曇り、予想最高気温29度、最低気温21度、降水確率10%。明日は日差しが届いて、夏を感じる暑さになりそうです。猛暑日になる可能性もあります。こまめに水分を摂って、熱中症対策を心がけてください。,"The time has turned to 5:06. Now, we will let you know the weather forecast. Currently, no warnings or advisories are issued for the three cities of Shimabara peninsula. Continuing on, Shimabara region’s weather from now is cloudy. Current temperature is 23°C with a northerly wind, and wind speed is 4 meters. Continuing on, the week’s weather from tomorrow, Saturday July 18th until Friday the 24th; Tomorrow will be mostly to partly-sunny, the expected high is 29°C, the expected low is 21°C with a 10% chance of precipitation. Tomorrow the sunlight will return and it’s likely we’ll experience summer heat. There is the possibility that it will become an extremely hot day. Please frequently drink liquids and take precautions against heatstroke."
