Kanji,NR,KR,Meaning,W1,R1,M1
大,"DAI, TAI",oo,"big, large",重大,じゅうだい,"serious, important, significant"
大,"DAI, TAI",oo,"big, large",巨大,きょだい,"huge, gigantic, enormous"
大,"DAI, TAI",oo,"big, large",拡大,かくだい,"expansion, extension, magnification"
年,NEN,toshi,year,去年,きょねん,last year
年,NEN,toshi,year,毎年,まいとし,every year
年,NEN,toshi,year,定年,ていねん,retirement age
年,NEN,toshi,year,中年,ちゅうねん,middle-age
年,NEN,toshi,year,年齢,ねんれい,"age, years"
年,NEN,toshi,year,年鑑,ねんかん,"yearbook, almanac, annual"
年,NEN,toshi,year,年度,ねんど,fiscal year
年,NEN,toshi,year,成年,せいねん,"adult age, majority"
年,NEN,toshi,year,年金,ねんきん,"annuity, pension"
年,NEN,toshi,year,忘年会,ぼうねんかい,year-end party
出,SHUTSU,"da, de","take out, go out",出版,しゅっぱん,publication
出,SHUTSU,"da, de","take out, go out",輸出,ゆしゅつ,export
出,SHUTSU,"da, de","take out, go out",出血,しゅっけつ,"bleeding, haemorrhage"
出,SHUTSU,"da, de","take out, go out",演出,えんしゅつ,"direction, production"
出,SHUTSU,"da, de","take out, go out",出席,しゅっせき,"attendance, presence"
出,SHUTSU,"da, de","take out, go out",提出,ていしゅつ,presentation
出,SHUTSU,"da, de","take out, go out",出身,しゅっしん,one's origin
出,SHUTSU,"da, de","take out, go out",支出,ししゅつ,"expenditure, expenses"
出,SHUTSU,"da, de","take out, go out",出張,しゅっちょう,business trip
出,SHUTSU,"da, de","take out, go out",出勤,しゅっきん,going to work
本,HON,moto,"book, main, origin, this",資本,しほん,"funds, capital"
本,HON,moto,"book, main, origin, this",本質,ほんしつ,"essence, true nature"
本,HON,moto,"book, main, origin, this",脚本,きゃくほん,"script, screenplay, scenario"
本,HON,moto,"book, main, origin, this",本物,ほんもの,genuine article
本,HON,moto,"book, main, origin, this",基本,きほん,"basics, fundamentals, basis"
本,HON,moto,"book, main, origin, this",本来,ほんらい,"originally, primarily, essentially, proper"
本,HON,moto,"book, main, origin, this",標本,ひょうほん,"example, specimen, sample"
本,HON,moto,"book, main, origin, this",見本,みほん,"sample, specimen, pattern, model"
本,HON,moto,"book, main, origin, this",本部,ほんぶ,headquarters
本,HON,moto,"book, main, origin, this",本気,ほんき,"seriousness, truth"
中,"CHUU, JUU",naka,"book, main, origin, this",夢中,むちゅう,"absorbed in, immersed in, crazy about;"
中,"CHUU, JUU",naka,"book, main, origin, this",熱中,ねっちゅう,being enthusiastic about
中,"CHUU, JUU",naka,"book, main, origin, this",最中,さいちゅう,in the middle of
中,"CHUU, JUU",naka,"book, main, origin, this",中身,なかみ,"contents, interior, filling"
中,"CHUU, JUU",naka,"book, main, origin, this",空中,くうちゅう,"sky, air, mid-air"
中,"CHUU, JUU",naka,"book, main, origin, this",中間,ちゅうかん,"middle, midway, halfway"
中,"CHUU, JUU",naka,"book, main, origin, this",中旬,ちゅうじゅん,middle of a month
中,"CHUU, JUU",naka,"book, main, origin, this",中途,ちゅうと,"halfway, midway"
中,"CHUU, JUU",naka,"book, main, origin, this",中性,ちゅうせい,neutrality
中,"CHUU, JUU",naka,"book, main, origin, this",中断,ちゅうだん,"interruption, suspension, break"
子,"SHI, SU",ko,"child, sign",帽子,ぼうし," hat, cap"
子,"SHI, SU",ko,"child, sign",椅子,いす,"chair, stool"
子,"SHI, SU",ko,"child, sign",息子,むすこ,son
子,"SHI, SU",ko,"child, sign",菓子,かし,"confectionery, sweets"
子,"SHI, SU",ko,"child, sign",電子,でんし,"electron, electronic"
子,"SHI, SU",ko,"child, sign",女の子,おんなのこ,"girl, daughter"
子,"SHI, SU",ko,"child, sign",梯子,はしご,ladder
子,"SHI, SU",ko,"child, sign",螺子,ねじ,screw
子,"SHI, SU",ko,"child, sign",原子,げんし,atom
子,"SHI, SU",ko,"child, sign",利子,りし,interest
見,KEN,mi,"see, show, visible",現在,げんざい,"the present, now"
見,KEN,mi,"see, show, visible",発見,はっけん,"discovery, detection, finding"
見,KEN,mi,"see, show, visible",見物,けんぶつ,"sightseeing, watching, viewing"
見,KEN,mi,"see, show, visible",見解,けんかい,"opinion, point of view"
見,KEN,mi,"see, show, visible",見える,みえる,"to be seen, be in sight"
見,KEN,mi,"see, show, visible",意見,いけん,"opinion, view, comment"
見,KEN,mi,"see, show, visible",偏見,へんけん,"prejudice, bias"
見,KEN,mi,"see, show, visible",見積もり,みつもり,"estimate, estimation, valuation"
見,KEN,mi,"see, show, visible",拝見,はいけん,"seeing, looking at"
見,KEN,mi,"see, show, visible",見事,みごと,"splendid, magnificent, excellent"
国,KOKU,kuni,country,国際,こくさい,international
国,KOKU,kuni,country,国境,こっきょう,border
国,KOKU,kuni,country,国家,こっか,"state, country, nation"
国,KOKU,kuni,country,国籍,こくせき,"nationality, citizenship"
国,KOKU,kuni,country,国立,こくりつ,national
国,KOKU,kuni,country,国産,こくさん,domestically produced
国,KOKU,kuni,country,国防,こくぼう,national defence
国,KOKU,kuni,country,島国,しまぐに,island country​
国,KOKU,kuni,country,国歌,こっか,national anthem
国,KOKU,kuni,country,国勢調査,こくせいちょうさ,national census
上,JOU,"ue, kami, a, nobo","top, upper, rise, raise",上着,うわぎ,"coat, jacket"
上,JOU,"ue, kami, a, nobo","top, upper, rise, raise",以上,いじょう,"not less than, and over"
上,JOU,"ue, kami, a, nobo","top, upper, rise, raise",申し上げる,もうしあげる,"to say, tell, state, express"
上,JOU,"ue, kami, a, nobo","top, upper, rise, raise",屋上,おくじょう,rooftop
上,JOU,"ue, kami, a, nobo","top, upper, rise, raise",召し上がる,めしあがる,"to eat, drink​"
上,JOU,"ue, kami, a, nobo","top, upper, rise, raise",差し上げる,さしあげる,"to give, offer"
上,JOU,"ue, kami, a, nobo","top, upper, rise, raise",頂上,ちょうじょう,"top, summit, peak"
上,JOU,"ue, kami, a, nobo","top, upper, rise, raise",上達,じょうたつ,"improvement, advance, progress"
上,JOU,"ue, kami, a, nobo","top, upper, rise, raise",上等,じょうとう,"superior, first-class, excellent, top quality"
上,JOU,"ue, kami, a, nobo","top, upper, rise, raise",上級,じょうきゅう,"upper level, upper grade"
分,"BUN, BU, FUN",wa,"portion, minute, divide, understand",分析,ぶんせき,analysis
分,"BUN, BU, FUN",wa,"portion, minute, divide, understand",分布,ぶんぷ,"distribution, allocation"
分,"BUN, BU, FUN",wa,"portion, minute, divide, understand",水分,すいぶん,"water, liquid, fluid"
分,"BUN, BU, FUN",wa,"portion, minute, divide, understand",分裂,ぶんれつ,"split, division, break up"
分,"BUN, BU, FUN",wa,"portion, minute, divide, understand",分野,ぶんや,"field, sphere, realm, division, branch"
分,"BUN, BU, FUN",wa,"portion, minute, divide, understand",随分,ずいぶん,"very, extremely, surprisingly"
分,"BUN, BU, FUN",wa,"portion, minute, divide, understand",余分,よぶん,"extra, excess, surplus"
分,"BUN, BU, FUN",wa,"portion, minute, divide, understand",大分,だいぶ,"considerably, greatly, a lot​"
分,"BUN, BU, FUN",wa,"portion, minute, divide, understand",身分,みぶん,"standing, status, position, rank"
分,"BUN, BU, FUN",wa,"portion, minute, divide, understand",分類,ぶんるい,"classification, categorization, sorting"
分,"BUN, BU, FUN",wa,"portion, minute, divide, understand",分解,ぶんかい,"disassembly, dismantling, breaking up, parsing"
分,"BUN, BU, FUN",wa,"portion, minute, divide, understand",成分,せいぶん,"ingredient, component, composition"
生,"SEI, SHOU","i, u, ha, o, nama, ki","life, live, birth, born, raw, pure",生活,せいかつ,"life, living"
生,"SEI, SHOU","i, u, ha, o, nama, ki","life, live, birth, born, raw, pure",生きる,いきる,"to live, to exist, make a living"
生,"SEI, SHOU","i, u, ha, o, nama, ki","life, live, birth, born, raw, pure",生産,せいさん,"production, manufacture"
生,"SEI, SHOU","i, u, ha, o, nama, ki","life, live, birth, born, raw, pure",生命,せいめい,"life, existence"
生,"SEI, SHOU","i, u, ha, o, nama, ki","life, live, birth, born, raw, pure",生物,せいぶつ,"living thing, organism, creature"
生,"SEI, SHOU","i, u, ha, o, nama, ki","life, live, birth, born, raw, pure",生徒,せいと,"pupil, student"
生,"SEI, SHOU","i, u, ha, o, nama, ki","life, live, birth, born, raw, pure",留学生,りゅうがくせい,"overseas student, exchange student"
生,"SEI, SHOU","i, u, ha, o, nama, ki","life, live, birth, born, raw, pure",生まれる,うまれる,to be born
生,"SEI, SHOU","i, u, ha, o, nama, ki","life, live, birth, born, raw, pure",一生懸命,いっしょうけんめい,"very hard, with utmost effort"
生,"SEI, SHOU","i, u, ha, o, nama, ki","life, live, birth, born, raw, pure",衛生,えいせい,"hygiene, sanitation, health"
行,"KOU, GYOU","i, yu, okona","go, perform, carry out",飛行機,ひこうき,airplane
行,"KOU, GYOU","i, yu, okona","go, perform, carry out",旅行,りょこう,"travel, trip, journey"
行,"KOU, GYOU","i, yu, okona","go, perform, carry out",行動,こうどう,"action, conduct, behaviour"
行,"KOU, GYOU","i, yu, okona","go, perform, carry out",行列,ぎょうれつ,"line, queue, procession, parade"
行,"KOU, GYOU","i, yu, okona","go, perform, carry out",行う,おこなう,"to perform, do, conduct, carry out"
行,"KOU, GYOU","i, yu, okona","go, perform, carry out",急行,きゅうこう,"hurrying, rushing, hastening"
行,"KOU, GYOU","i, yu, okona","go, perform, carry out",実行,じっこう,"execution, carrying out, practice"
行,"KOU, GYOU","i, yu, okona","go, perform, carry out",行政,ぎょうせい,"administration, governance, authorities"
行,"KOU, GYOU","i, yu, okona","go, perform, carry out",発行,はっこう,"publication, issue"
行,"KOU, GYOU","i, yu, okona","go, perform, carry out",通行,つうこう,"passage, passing"
二,NI,futa,two,二部,にぶ,"two parts, two copies"
二,NI,futa,two,二番,にばん,"second, number two"
二,NI,futa,two,二階,にかい,second floor
二,NI,futa,two,二枚,にまい,two sheets
二,NI,futa,two,二重,にじゅう,"double, two-fold, two layers"
二,NI,futa,two,二次,にじ,"second, secondary"
二,NI,futa,two,二世,にせい,second-generation
二,NI,futa,two,二の次,にのつぎ,"secondary, subordinate"
二,NI,futa,two,二輪車,にりんしゃ,two-wheeled vehicle
二,NI,futa,two,二流,にりゅう,"second-rate, inferior"
二,NI,futa,two,二割,にわり,twenty percent
間,"KAN, KEN","aida, ma","space, interval, between",人間,にんげん,human being
間,"KAN, KEN","aida, ma","space, interval, between",瞬間,しゅんかん,"moment, second, instant"
間,"KAN, KEN","aida, ma","space, interval, between",居間,いま,living room
間,"KAN, KEN","aida, ma","space, interval, between",時間割,じかんわり,timetable
間,"KAN, KEN","aida, ma","space, interval, between",間に合う,まにあう,to be in time
間,"KAN, KEN","aida, ma","space, interval, between",昼間,ひるま,"daytime, during the day"
間,"KAN, KEN","aida, ma","space, interval, between",間違える,まちがえる,to make a mistake
間,"KAN, KEN","aida, ma","space, interval, between",仲間,なかま,"companion, colleague"
間,"KAN, KEN","aida, ma","space, interval, between",期間,きかん,"period, term, interval"
間,"KAN, KEN","aida, ma","space, interval, between",手間,てま,"time, labour, abor"
間,"KAN, KEN","aida, ma","space, interval, between",隙間,すきま,"crevice, crack, gap"
間,"KAN, KEN","aida, ma","space, interval, between",間隔,かんかく,"space, interval"
間,"KAN, KEN","aida, ma","space, interval, between",民間,みんかん,"private, non-governmental"
間,"KAN, KEN","aida, ma","space, interval, between",夜間,やかん,"night, nighttime"
間,"KAN, KEN","aida, ma","space, interval, between",中間,ちゅうかん,"middle, midway, halfway, centre"
間,"KAN, KEN","aida, ma","space, interval, between",貸間,かしま,room for rent
時,JI,toki,"time, hour",時間割,じかんわり,timetable
時,JI,toki,"time, hour",時代,じだい,"period, epoch, era, age"
時,JI,toki,"time, hour",当時,とうじ,"at that time, in those days"
時,JI,toki,"time, hour",時刻表,じこくひょう,"timetable, schedule"
時,JI,toki,"time, hour",時期,じき,"time, season, period, phase"
時,JI,toki,"time, hour",時刻,じこく,"time, the hour"
時,JI,toki,"time, hour",同時,どうじ,"simultaneous, concurrent, same time"
時,JI,toki,"time, hour",何時でも,いつでも,"at any time, always, at all times"
時,JI,toki,"time, hour",時速,じそく,speed per hour
時,JI,toki,"time, hour",日時,にちじ,date and time
時,JI,toki,"time, hour",臨時,りんじ,"temporary, provisional, interim"
時,JI,toki,"time, hour",時折,ときおり,"sometimes, at intervals, occasionally"
時,JI,toki,"time, hour",時差,じさ,time difference​
時,JI,toki,"time, hour",腕時計,うでどけい,wristwatch
時,JI,toki,"time, hour",時流,じりゅう,fashion of the times
時,JI,toki,"time, hour",時代劇,じだいげき,"historical play, period drama"
時,JI,toki,"time, hour",時半,じはん,half past the hour
時,JI,toki,"time, hour",一時的,いちじてき,"temporary, transitory, short-lived"
時,JI,toki,"time, hour",時として,ときとして,"in some cases, sometimes"
時,JI,toki,"time, hour",短時間,たんじかん,short time
時,JI,toki,"time, hour",定時,ていじ,"regular time, stated period"
時,JI,toki,"time, hour",時点,じてん,"point in time, occasion"
時,JI,toki,"time, hour",時給,じきゅう,"hourly pay, hourly wage"
気,"KI, KE",.,"spirit, soul, mood",病気,びょうき,"illness, disease, sickness"
気,"KI, KE",.,"spirit, soul, mood",電気,でんき,electricity
気,"KI, KE",.,"spirit, soul, mood",気分,きぶん,"feeling, mood"
気,"KI, KE",.,"spirit, soul, mood",天気予報,てんきよほう,weather forecast
気,"KI, KE",.,"spirit, soul, mood",勇気,ゆうき,"courage, bravery"
気,"KI, KE",.,"spirit, soul, mood",気候,きこう,climate
気,"KI, KE",.,"spirit, soul, mood",元気,げんき,"lively, full of spirit"
気,"KI, KE",.,"spirit, soul, mood",蒸気,じょうき,"steam, vapour"
気,"KI, KE",.,"spirit, soul, mood",水蒸気,すいじょうき,water vapour
気,"KI, KE",.,"spirit, soul, mood",吐き気,はきけ,"nausea, feeling sick"
気,"KI, KE",.,"spirit, soul, mood",気圧,きあつ,atmospheric pressure
気,"KI, KE",.,"spirit, soul, mood",気体,きたい,"gas, vapour, vapor"
気,"KI, KE",.,"spirit, soul, mood",気持ち,きもち,"feeling, sensation, mood"
気,"KI, KE",.,"spirit, soul, mood",空気,くうき,"air, atmosphere​, mood, situation"
気,"KI, KE",.,"spirit, soul, mood",気質,きしつ,"disposition, temperament, nature, mentality"
気,"KI, KE",.,"spirit, soul, mood",気象,きしょう,"weather conditions, temperament, disposition"
気,"KI, KE",.,"spirit, soul, mood",人気,にんき,"popularity, public favor"
気,"KI, KE",.,"spirit, soul, mood",景気,けいき,"business conditions, the market"
気,"KI, KE",.,"spirit, soul, mood",陽気,ようき,"cheerful, jovial, merry, lively​"
気,"KI, KE",.,"spirit, soul, mood",気温,きおん,air temperature
気,"KI, KE",.,"spirit, soul, mood",雰囲気,ふんいき,"atmosphere, mood, ambience, aura"
気,"KI, KE",.,"spirit, soul, mood",活気,かっき,"energy, vigour, vigor, liveliness"
気,"KI, KE",.,"spirit, soul, mood",大気,たいき,"atmosphere, air, generosity"
気,"KI, KE",.,"spirit, soul, mood",気味,きみ,"sensation, feeling​, tendency"
気,"KI, KE",.,"spirit, soul, mood",湿気,しっけ,"moisture, humidity, dampness"
気,"KI, KE",.,"spirit, soul, mood",気づく,きづく,"to notice, recognize"
気,"KI, KE",.,"spirit, soul, mood",気に入る,きにいる,"to like, be pleased with, be delighted with"
気,"KI, KE",.,"spirit, soul, mood",気の毒,きのどく,"pitiful, unfortunate, poor, miserable"
気,"KI, KE",.,"spirit, soul, mood",寒気,さむけ,"chill, the shivers, shivering fit​, coldness"
気,"KI, KE",.,"spirit, soul, mood",気配,けはい,"indication, sign, hint, sensation"
気,"KI, KE",.,"spirit, soul, mood",強気,つよき,"confident, assured, self-assured, firm"
気,"KI, KE",.,"spirit, soul, mood",平気,へいき,"cool, calm, composed"
気,"KI, KE",.,"spirit, soul, mood",生意気,なまいき,"impertinent, saucy, cheeky, impudent"
気,"KI, KE",.,"spirit, soul, mood",呑気,のんき,"carefree, optimistic, careless, reckless"
気,"KI, KE",.,"spirit, soul, mood",湯気,ゆげ,"steam, vapour; vapor"
気,"KI, KE",.,"spirit, soul, mood",本気,ほんき,"seriousness, earnestness, truth"
気,"KI, KE",.,"spirit, soul, mood",気楽,きらく,"carefree, comfortable, at ease, easygoing"
気,"KI, KE",.,"spirit, soul, mood",浮気,うわき,"extramarital sex, affair, infidelity"
気,"KI, KE",.,"spirit, soul, mood",気軽,きがる,"carefree, buoyant, lighthearted"
気,"KI, KE",.,"spirit, soul, mood",根気,こんき,"patience, perseverance"
気,"KI, KE",.,"spirit, soul, mood",意気込む,いきごむ,"to be enthusiastic about, be eager"
気,"KI, KE",.,"spirit, soul, mood",磁気,じき,magnetism
気,"KI, KE",.,"spirit, soul, mood",無邪気,むじゃき,"innocent, simple-minded"
気,"KI, KE",.,"spirit, soul, mood",不景気,ふけいき,"economic slump, recession"
気,"KI, KE",.,"spirit, soul, mood",短気,たんき,"short temper, quick temper"
気,"KI, KE",.,"spirit, soul, mood",陰気,いんき,"gloomy, dismal, miserable"
気,"KI, KE",.,"spirit, soul, mood",狂気,きょうき,"madness, insanity"
十,"JUU, JI","too, to",ten,十分,じゅうぶん,"enough, sufficient, plenty"
十,"JUU, JI","too, to",ten,十字路,じゅうじろ,"crossroads, intersection"
十,"JUU, JI","too, to",ten,十日,とおか,"tenth day of the month, ten days"
十,"JUU, JI","too, to",ten,何十,なんじゅう,several tens
十,"JUU, JI","too, to",ten,十五,じゅうご,fifteen
十,"JUU, JI","too, to",ten,二十世紀,にじっせいき,twentieth century
十,"JUU, JI","too, to",ten,十七,じゅうしち,seventeen
十,"JUU, JI","too, to",ten,数十,すうじゅう,"dozens, decades"
十,"JUU, JI","too, to",ten,十進法,じっしんほう,decimal system
十,"JUU, JI","too, to",ten,十二分,じゅうにぶん,more than enough
女,"JO, NYO","onna, me","woman, feminine",女性,じょせい,"woman, female"
女,"JO, NYO","onna, me","woman, feminine",少女,しょうじょ,"girl, young lady"
女,"JO, NYO","onna, me","woman, feminine",女王,じょおう,queen
女,"JO, NYO","onna, me","woman, feminine",女の子,おんなのこ,girl
女,"JO, NYO","onna, me","woman, feminine",彼女,かのじょ,"she, her​"
女,"JO, NYO","onna, me","woman, feminine",女優,じょゆう,actress
女,"JO, NYO","onna, me","woman, feminine",女子,じょし,"woman, girl"
女,"JO, NYO","onna, me","woman, feminine",女房,にょうぼう,wife
女,"JO, NYO","onna, me","woman, feminine",王女,おうじょ,princess
女,"JO, NYO","onna, me","woman, feminine",男女,だんじょ,men and women
女,"JO, NYO","onna, me","woman, feminine",美女,びじょ,beautiful woman
女,"JO, NYO","onna, me","woman, feminine",女性的,じょせいてき,feminine
女,"JO, NYO","onna, me","woman, feminine",老女,ろうじょ,elderly woman
女,"JO, NYO","onna, me","woman, feminine",女らしい,おんならしい,"womanly, ladylike, feminine"
三,SAN,mi,three,再三,さいさん,"again and again, repeatedly"
三,SAN,mi,three,三日,みっか,"third day of the month, three days"
三,SAN,mi,three,三振,さんしん,strikeout
三,SAN,mi,three,第三者,だいさんしゃ,third party
三,SAN,mi,three,三枚,さんまい,three flat objects
三,SAN,mi,three,三塁打,さんるいだ,"three-base hit, triple​"
三,SAN,mi,three,三日月,みかづき,"new moon, crescent moon"
三,SAN,mi,three,三人,さんにん,three people
三,SAN,mi,three,三度,さんど,"three times, thrice"
三,SAN,mi,three,三種,さんしゅ,"three kinds, three varieties"
前,ZEN,mae,"before, in front of, earlier",午前,ごぜん,morning
前,ZEN,mae,"before, in front of, earlier",前提,ぜんてい,"condition, assumption, prerequisite"
前,ZEN,mae,"before, in front of, earlier",以前,いぜん,"ago, since, before, previous"
前,ZEN,mae,"before, in front of, earlier",前進,ぜんしん,"advance, moving forward, progress"
前,ZEN,mae,"before, in front of, earlier",前者,ぜんしゃ,the former​
前,ZEN,mae,"before, in front of, earlier",当たり前,あたりまえ,"natural, reasonable, obvious, usual"
前,ZEN,mae,"before, in front of, earlier",前後,ぜんご,front and rear
前,ZEN,mae,"before, in front of, earlier",直前,ちょくぜん,just before
前,ZEN,mae,"before, in front of, earlier",腕前,うでまえ,"ability, skill, facility"
前,ZEN,mae,"before, in front of, earlier",前途,ぜんと,"future, prospects, outlook"
前,ZEN,mae,"before, in front of, earlier",前例,ぜんれい,precedent
前,ZEN,mae,"before, in front of, earlier",事前,じぜん,"prior, beforehand, in advance"
前,ZEN,mae,"before, in front of, earlier",前売り,まえうり,"advance sale, booking"
前,ZEN,mae,"before, in front of, earlier",前もって,まえもって,"in advance, beforehand, previously"
前,ZEN,mae,"before, in front of, earlier",前置き,まえおき,"preface, introduction"
前,ZEN,mae,"before, in front of, earlier",駅前,えきまえ,in front of a station
前,ZEN,mae,"before, in front of, earlier",前日,ぜんじつ,previous day
前,ZEN,mae,"before, in front of, earlier",寸前,すんぜん,"just before, on the verge of, just ahead of"
前,ZEN,mae,"before, in front of, earlier",目の前,めのまえ,before one's eyes
前,ZEN,mae,"before, in front of, earlier",前兆,ぜんちょう,"omen, portent, sign"
前,ZEN,mae,"before, in front of, earlier",前回,ぜんかい,"previous time, last time"
前,ZEN,mae,"before, in front of, earlier",前払い,まえばらい,payment in advance
前,ZEN,mae,"before, in front of, earlier",目前,もくぜん,before one's very eyes
入,NYUU,"hai, i","put in, get in, enter",入学,にゅうがく,admission to a school
入,NYUU,"hai, i","put in, get in, enter",収入,しゅうにゅう,"income, receipts, revenue​"
入,NYUU,"hai, i","put in, get in, enter",輸入,ゆにゅう,"import, importation"
入,NYUU,"hai, i","put in, get in, enter",入院,にゅういん,hospitalization
入,NYUU,"hai, i","put in, get in, enter",入浴,にゅうよく,bathing
入,NYUU,"hai, i","put in, get in, enter",記入,きにゅう,"entry, filling in"
入,NYUU,"hai, i","put in, get in, enter",入場,にゅうじょう,"entrance, admission"
入,NYUU,"hai, i","put in, get in, enter",侵入,しんにゅう,"invasion, incursion, raid"
入,NYUU,"hai, i","put in, get in, enter",手入れ,ていれ,"care, looking after, repair"
入,NYUU,"hai, i","put in, get in, enter",入社,にゅうしゃ,joining a company
入,NYUU,"hai, i","put in, get in, enter",取り入れる,とりいれる,"to harvest, reap, take in"
入,NYUU,"hai, i","put in, get in, enter",日の入り,ひのいり,sunset
入,NYUU,"hai, i","put in, get in, enter",入れ物,いれもの,"container, case"
入,NYUU,"hai, i","put in, get in, enter",購入,こうにゅう,"purchase, buy"
入,NYUU,"hai, i","put in, get in, enter",入手,にゅうしゅ,"acquisition, obtaining, procurement"
入,NYUU,"hai, i","put in, get in, enter",導入,どうにゅう,"introduction, bringing in, installation, setting up"
入,NYUU,"hai, i","put in, get in, enter",介入,かいにゅう,intervention
入,NYUU,"hai, i","put in, get in, enter",加入,かにゅう,"joining, becoming a member"
入,NYUU,"hai, i","put in, get in, enter",入賞,にゅうしょう,winning a prize
入,NYUU,"hai, i","put in, get in, enter",投入,とうにゅう,"throwing in, inserting, depositing"
入,NYUU,"hai, i","put in, get in, enter",申し入れる,もうしいれる,"to propose, suggest"
入,NYUU,"hai, i","put in, get in, enter",仕入れる,しいれる,"to lay in stock, replenish stock, procure"
入,NYUU,"hai, i","put in, get in, enter",入口,いりぐち,entrance
入,NYUU,"hai, i","put in, get in, enter",潜入,せんにゅう,infiltration
入,NYUU,"hai, i","put in, get in, enter",入場券,にゅうじょうけん,admission ticket
入,NYUU,"hai, i","put in, get in, enter",歳入,さいにゅう,annual revenue
入,NYUU,"hai, i","put in, get in, enter",入力,にゅうりょく,"input, data entry"
入,NYUU,"hai, i","put in, get in, enter",新入,しんにゅう,newly arrived
入,NYUU,"hai, i","put in, get in, enter",入会,にゅうかい,"admission, joining"
入,NYUU,"hai, i","put in, get in, enter",押し入る,おしいる,"to push in, force into"
入,NYUU,"hai, i","put in, get in, enter",入試,にゅうし,entrance examination​
入,NYUU,"hai, i","put in, get in, enter",入念,にゅうねん,"careful, elaborate, scrupulous"
入,NYUU,"hai, i","put in, get in, enter",突入,とつにゅう,"rushing into, breaking into"
入,NYUU,"hai, i","put in, get in, enter",入り込む,はいりこむ,"to go into, come into, penetrate"
入,NYUU,"hai, i","put in, get in, enter",立ち入り,たちいり,"entering, going into"
入,NYUU,"hai, i","put in, get in, enter",入札,にゅうさつ,"bid, tender, bidding"
入,NYUU,"hai, i","put in, get in, enter",流入,りゅうにゅう,"afflux, influx"
入,NYUU,"hai, i","put in, get in, enter",入港,にゅうこう,entry into port
入,NYUU,"hai, i","put in, get in, enter",入選,にゅうせん,being selected
入,NYUU,"hai, i","put in, get in, enter",先入観,せんにゅうかん,preconceived notion
入,NYUU,"hai, i","put in, get in, enter",入荷,にゅうか,arrival of goods
入,NYUU,"hai, i","put in, get in, enter",注入,ちゅうにゅう,"pouring, injection"
入,NYUU,"hai, i","put in, get in, enter",進入,しんにゅう,"entry, approach, penetration"
入,NYUU,"hai, i","put in, get in, enter",入金,にゅうきん,receipt of money
入,NYUU,"hai, i","put in, get in, enter",入植,にゅうしょく,"settlement, immigration"
入,NYUU,"hai, i","put in, get in, enter",搬入,はんにゅう,"carrying in, bringing in"
