Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
そもそも “火星”は進路じゃないぞ,Mars isn't exactly a career choice.,,,,,,,,,,,,,,,,,,,,,,
そうですね 目的地ですよね,"You're right. It's a destination, isn't it?",,,,,,,,,,,,,,,,,,,,,,
そこじゃないだろ,That's not my point.,,,,,,,,,,,,,,,,,,,,,,
それに火星移住計画自体 今じゃ実現の可能性は…,"Besides, the Mars migration project isn't likely to happen at this point.",,,,,,,,,,,,,,,,,,,,,,
ん？ それは君のかい？,"Besides, the Mars migration project isn't likely to happen at this point. Wait, is that yours?",,,,,,,,,,,,,,,,,,,,,,
あ？ オッス！,Yo.,,,,,,,,,,,,,,,,,,,,,,
美夏 お母さん どっち行った？,"Mika, which way did my mom go?",,,,,,,,,,,,,,,,,,,,,,
え？ 上？ どったの？,Up? -What's wrong? -Mom forgot her phone.,,,,,,,,,,,,,,,,,,,,,,
お母さん スマホ忘れてった,What's wrong? -Mom forgot her phone.,,,,,,,,,,,,,,,,,,,,,,
うお カッケ～！ 国連仕様？ 超クール！,"Whoa, awesome. Is it for the U.N.? That's so cool.",,,,,,,,,,,,,,,,,,,,,,
お母さん！ これ！ お母さん！,"Mother, you forgot this! Mom!",,,,,,,,,,,,,,,,,,,,,,
由希奈 火星人なんていないから！,"Yukina, there aren't any Martians, okay?",,,,,,,,,,,,,,,,,,,,,,
もう ハァ… カッコいいわ～,She's so cool.,,,,,,,,,,,,,,,,,,,,,,
由希奈のお母さんって クールだよね,Your mom is so cool.,,,,,,,,,,,,,,,,,,,,,,
母親っぽいことなんて これっぽっちもないよ,There's nothing motherly about her.,,,,,,,,,,,,,,,,,,,,,,
うちのオカンなんて ただのオバチャンだよ？,My mom's just a plain old lady.,,,,,,,,,,,,,,,,,,,,,,
それに比べりゃさ 研究所の所長さんだもんね,"Compared to that, your mom's the head of the laboratory.",,,,,,,,,,,,,,,,,,,,,,
そんで どうだった？ 進路相談,"So, how did career counseling go?",,,,,,,,,,,,,,,,,,,,,,
何て書いたの？,What'd you write?,,,,,,,,,,,,,,,,,,,,,,
火星 は？ 暑いほうだっけ？,Mars. Is that the hot one?,,,,,,,,,,,,,,,,,,,,,,
寒いほう,The cold one.,,,,,,,,,,,,,,,,,,,,,,
でも まいっちゃった お母さん 反対しないんだもん,But I can't believe it. My mom didn't object at all.,,,,,,,,,,,,,,,,,,,,,,
人生もっと真面目に考えろよ,Take your future more seriously.,,,,,,,,,,,,,,,,,,,,,,
でも 何で火星なん？,But why Mars?,,,,,,,,,,,,,,,,,,,,,,
火星の運河とか 見てみたいな～って思って,Because I thought it'd be cool to see the canals on Mars.,,,,,,,,,,,,,,,,,,,,,,
え？ あれって本当にあるの？,Do they really exist?,,,,,,,,,,,,,,,,,,,,,,
ないの？,They don't?,,,,,,,,,,,,,,,,,,,,,,
ないってなったはずだよ？,I thought they said they didn't.,,,,,,,,,,,,,,,,,,,,,,
ウッソだ～！ 絶対 隠してるんだよ,No way. They're definitely hiding something.,,,,,,,,,,,,,,,,,,,,,,
あんた そういうの好きだよね,You really love crap like that.,,,,,,,,,,,,,,,,,,,,,,
火星の河岸段丘とか 見てみたいかも,"Seeing river terraces on Mars would be cool, too.",,,,,,,,,,,,,,,,,,,,,,
意味分かんね てかそれ お母さんのでしょ？,I don't know what that means. And isn't that your mom's?,,,,,,,,,,,,,,,,,,,,,,
あっ 忘れてた！,"Oh, I forgot.",,,,,,,,,,,,,,,,,,,,,,
そんな大事なもん忘れてくなんて さすが由希奈のお母さん,It's so like your mom to forget something that important.,,,,,,,,,,,,,,,,,,,,,,
でも 持ってくしかないよね,But now you've gotta take it to her.,,,,,,,,,,,,,,,,,,,,,,
え～ やだ～ 行きたくない,What? No way. I don't wanna go.,,,,,,,,,,,,,,,,,,,,,,
つべこべ抜かすな あとに続け！ レッツゴー！,Quit your whining. Follow me. Let's go.,,,,,,,,,,,,,,,,,,,,,,
行くぞ～ 早く～！,"Come on, hurry up.",,,,,,,,,,,,,,,,,,,,,,
あっ やっほ～ ソフィー,"Oh, hey there, Sophie.",,,,,,,,,,,,,,,,,,,,,,
ソフィーも三者面談？,"Did you have a guidance meeting, too?",,,,,,,,,,,,,,,,,,,,,,
こんにちは,Hello.,,,,,,,,,,,,,,,,,,,,,,
いいえ 私には必要ありませんから,"No, because I do not need one.",,,,,,,,,,,,,,,,,,,,,,
そっか ソフィー まだ若いもんね,"Oh, that's right. You're still young.",,,,,,,,,,,,,,,,,,,,,,
私は もう決めていますから 今 やってることを極めるだけです,"I have already chosen my career. I simply need to hone what I am doing now. What about you, Yukina?",,,,,,,,,,,,,,,,,,,,,,
由希奈さんは？,"I simply need to hone what I am doing now. What about you, Yukina?",,,,,,,,,,,,,,,,,,,,,,
私は… 火星だってさ,I... -She said Mars.,,,,,,,,,,,,,,,,,,,,,,
かせい？ マーズ？,Mars? The red planet?,,,,,,,,,,,,,,,,,,,,,,
そう 火星人のいるとこ,"That's right, where the Martians are.",,,,,,,,,,,,,,,,,,,,,,
バカは休み休みお言いになるほうが よろしいですよ,Perhaps you should be limiting your jokes to less essential matters.,,,,,,,,,,,,,,,,,,,,,,
すんません,I'm sorry.,,,,,,,,,,,,,,,,,,,,,,
 ソフィーは これから仕事？,"Are you off to work, Sophie?",,,,,,,,,,,,,,,,,,,,,,
ええ それでは ごきげんよう,"Yes. So, farewell.",,,,,,,,,,,,,,,,,,,,,,
ばいにゃあ～,Bye. -Bye.,,,,,,,,,,,,,,,,,,,,,,
あの子 すごいよね 飛び級だもんね,"She is so amazing. I mean, she even skipped a grade.",,,,,,,,,,,,,,,,,,,,,,
しかも国連の研究所で 仕事してるっていうね,And she works at the U.N. laboratory.,,,,,,,,,,,,,,,,,,,,,,
もう私らとはデキが違いますよ,She's nothing like us.,,,,,,,,,,,,,,,,,,,,,,
あっ そうだ これ 持ってってもらおう,"Oh, I know. I'll have her take this with her.",,,,,,,,,,,,,,,,,,,,,,
ソフィー！ これ 持ってって～！,"Sophie, take this with you!",,,,,,,,,,,,,,,,,,,,,,
お嬢様 お友達が追いかけてきますが,Miss. Your friend is running after us.,,,,,,,,,,,,,,,,,,,,,,
そのまま行ってちょうだい はい,"Please, don't slow down. -Yes, miss.",,,,,,,,,,,,,,,,,,,,,,
乗ります！ 乗ります！ 乗ります！,We're getting on!,,,,,,,,,,,,,,,,,,,,,,
増水して 川筋 変わっとる,Look how the water level's changed its flow.,,,,,,,,,,,,,,,,,,,,,,
いつも見てるけどさ 飽きないの？,Don't you ever get tired of looking at it?,,,,,,,,,,,,,,,,,,,,,,
飽きないよ,No way.,,,,,,,,,,,,,,,,,,,,,,
さよか,That right?,,,,,,,,,,,,,,,,,,,,,,
えい！ ああ ちょっと！,"Hey, hold on!",,,,,,,,,,,,,,,,,,,,,,
ダムだ～！,It's the dam!,,,,,,,,,,,,,,,,,,,,,,
相変わらず すげ～！,Why's it always so awesome?,,,,,,,,,,,,,,,,,,,,,,
はいはい,"Yeah, yeah.",,,,,,,,,,,,,,,,,,,,,,
帰りに いくらでも見ていいから,You can look at it as much as you want on our way home.,,,,,,,,,,,,,,,,,,,,,,
ん？ お～ でっけえ,"Whoa, they're huge.",,,,,,,,,,,,,,,,,,,,,,
あれって由希奈のお母さんが つくったんだっけ？,"I forgot, did your mom make those?",,,,,,,,,,,,,,,,,,,,,,
そうみたい,Seems like she did.,,,,,,,,,,,,,,,,,,,,,,
 何で ここ来るのイヤなん？,Why do you hate coming here?,,,,,,,,,,,,,,,,,,,,,,
あんまり好きじゃない,I don't like it that much.,,,,,,,,,,,,,,,,,,,,,,
ああいうの,Being treated like that.,,,,,,,,,,,,,,,,,,,,,,
ああ あんた 所長の娘だもんね,"You're the chief's daughter, after all.",,,,,,,,,,,,,,,,,,,,,,
無駄に緊張するんだよね 周りの目がねえ,It makes me so nervous. Everybody looking at me.,,,,,,,,,,,,,,,,,,,,,,
ねえ 美夏は進路 何て書いたの？,"Hey, Mika. What did you write for your career?",,,,,,,,,,,,,,,,,,,,,,
就職かなあ,Probably getting a job.,,,,,,,,,,,,,,,,,,,,,,
どこに？,Get a job where?,,,,,,,,,,,,,,,,,,,,,,
さあ 才能も根性も脳ミソもない,"Who knows? Anywhere that'd hire an idiot without talent, work ethic, or brains.",,,,,,,,,,,,,,,,,,,,,,
おバカを雇ってくれる所なら どこでもいいかな,"Anywhere that'd hire an idiot without talent, work ethic, or brains.",,,,,,,,,,,,,,,,,,,,,,
今の成績だと厳しいよねえ,It'd be pretty tough with your marks.,,,,,,,,,,,,,,,,,,,,,,
親戚のみんなは “美夏は大器晩成だね”って 言ってくれるんだよ？,My family always says that great talent matures later.,,,,,,,,,,,,,,,,,,,,,,
だから 雇ってくれれば 絶対 活躍するんだけどなあ （由希奈）うんうん,"So, if I get hired, I know I'd do a good job.",,,,,,,,,,,,,,,,,,,,,,
美夏を見てると 私も頑張ろうって思えるんだ,Watching you really makes me want to try harder.,,,,,,,,,,,,,,,,,,,,,,
なんか バカにされてるような 気がした,I feel like you're making fun of me.,,,,,,,,,,,,,,,,,,,,,,
気のせい,Not at all.,,,,,,,,,,,,,,,,,,,,,,
じゃ 私 お父さん 驚かせてくる,"Well, I'm going to go surprise my dad.",,,,,,,,,,,,,,,,,,,,,,
食堂だっけ？,"He works in the cafeteria, right? -Yeah, he's a chef.",,,,,,,,,,,,,,,,,,,,,,
そうそう 調理師 この時間は暇だろうし,"He works in the cafeteria, right? -Yeah, he's a chef. I'm sure he won't be busy right now.",,,,,,,,,,,,,,,,,,,,,,
４時でいい？,Meet back at four?,,,,,,,,,,,,,,,,,,,,,,
あいよ～ また あとでね,Sounds good. See you later.,,,,,,,,,,,,,,,,,,,,,,
にゃあ～,Bye.,,,,,,,,,,,,,,,,,,,,,,
まったく,Honestly.,,,,,,,,,,,,,,,,,,,,,,
どうして 学校で渡してくれなかったの？,Why didn't you just hand it to me at school?,,,,,,,,,,,,,,,,,,,,,,
いつもそう 周りの話なんか全然 聞いてない,You're always like this. You don't listen to anybody else.,,,,,,,,,,,,,,,,,,,,,,
はい,Here.,,,,,,,,,,,,,,,,,,,,,,
ありがと,Thanks.,,,,,,,,,,,,,,,,,,,,,,
とにかく火星に行くつもりなら もっと頑張らないとダメね,"Anyway, you'll need to work harder if you want to go to Mars.",,,,,,,,,,,,,,,,,,,,,,
頑張って どうにかなると思えない,I don't think working hard will be enough.,,,,,,,,,,,,,,,,,,,,,,
大丈夫 あなたは私の娘なんだから,"Don't worry, you're my daughter, after all.",,,,,,,,,,,,,,,,,,,,,,
やめてよ,Stop that.,,,,,,,,,,,,,,,,,,,,,,
あっ そうそう 行くんなら 小春(こはる)が大きくなってからにしてね,"Oh, but you'll have to wait until Koharu grows up before you leave for Mars.",,,,,,,,,,,,,,,,,,,,,,
お母さんも 少しは子育てしてよ,Would it kill you to raise her yourself?,,,,,,,,,,,,,,,,,,,,,,
あら 由希奈は育てたけど？,"Well, I raised you, didn't I?",,,,,,,,,,,,,,,,,,,,,,
私を育てたのは おじさんだよ！,Uncle's the one who raised me.,,,,,,,,,,,,,,,,,,,,,,
親の心 子知らずよね,Children never understand what their parents go through.,,,,,,,,,,,,,,,,,,,,,,
少しは頑張って あの担任 見返してやりなさい,How about you try a little harder and make your teacher eat his words?,,,,,,,,,,,,,,,,,,,,,,
気が向いた時だけ 親ヅラしてさ,You only act like a mother when it's convenient.,,,,,,,,,,,,,,,,,,,,,,
どうしよっかな…,What am I going to do?,,,,,,,,,,,,,,,,,,,,,,
弾道ミサイルじゃないんだな？,It's not a ballistic missile?,,,,,,,,,,,,,,,,,,,,,,
ミサイルの大きさではありません,It's not the size of a missile.,,,,,,,,,,,,,,,,,,,,,,
隕石かと思われます,We believe it's a meteorite.,,,,,,,,,,,,,,,,,,,,,,
軌道傾斜角98度,Trajectory's angle of inclination is 98 degrees.,,,,,,,,,,,,,,,,,,,,,,
対地速度 秒速２キロ,Groundspeed is two kilometers per second.,,,,,,,,,,,,,,,,,,,,,,
２キロ？ 隕石にしちゃ遅いな,Two kilometers? That seems slow for a meteorite.,,,,,,,,,,,,,,,,,,,,,,
オブジェクト１ エントリー,Object 1 has entered the atmosphere.,,,,,,,,,,,,,,,,,,,,,,
落着地点 出ました,We've calculated its point of impact.,,,,,,,,,,,,,,,,,,,,,,
あっ オブジェクト１が… 多数の破片を落としています,Several fragments are breaking off of Object 1.,,,,,,,,,,,,,,,,,,,,,,
分裂したのか？ 確認できません,-Did it break apart? -Unable to confirm.,,,,,,,,,,,,,,,,,,,,,,
オブジェクト１ 減速しています！,Object 1 is slowing down.,,,,,,,,,,,,,,,,,,,,,,
何だって!?,What?,,,,,,,,,,,,,,,,,,,,,,
 悪い鬼が またやってくるんだ,The bad ogres are going to come again.,,,,,,,,,,,,,,,,,,,,,,
また？,Again?,,,,,,,,,,,,,,,,,,,,,,
そう,That's right.,,,,,,,,,,,,,,,,,,,,,,
遠い遠い世界から,"From a world far, far away.",,,,,,,,,,,,,,,,,,,,,,
人を食いに戻ってくるんだよ,They're returning to eat the humans.,,,,,,,,,,,,,,,,,,,,,,
食べられる,They're gonna eat us.,,,,,,,,,,,,,,,,,,,,,,
ヤベっ！ 何だ まだこんな時間かあ,"Crap. Oh, it's still 3:30.",,,,,,,,,,,,,,,,,,,,,,
荒俣さん,Mr. Aramata.,,,,,,,,,,,,,,,,,,,,,,
あ？ ああ ゆきちゃん,"Oh, Yuki.",,,,,,,,,,,,,,,,,,,,,,
こんにちは 洋海君のところかい？,Hello! Here to see Hiromi?,,,,,,,,,,,,,,,,,,,,,,
ええ まあ,"Well, yes.",,,,,,,,,,,,,,,,,,,,,,
たまには家に帰るように 言ってるんだかな ハァ…,I keep telling her to go home once in a while.,,,,,,,,,,,,,,,,,,,,,,
誰なんです？ 洋海の娘 由希奈だよ 誰なんです？ 洋海の娘 由希奈だよ 小春ちゃんは 相変わらず,Who is that?,,,,,,,,,,,,,,,,,,,,,,
誰なんです？ （ポーラ）洋海の娘 由希奈だよ （ジロー）誰なんです？ （ポーラ）洋海の娘 由希奈だよ 時代劇ばっかり 見てるの？ （ジロー）誰なんです？ （ポーラ）洋海の娘 由希奈だよ （ジロー）誰なんです？ （ポーラ）洋海の娘 由希奈だよ （由希奈） そうなんですよ,That's Hiromi's daughter Yukina.,,,,,,,,,,,,,,,,,,,,,,
そうなんですよ なるほど あの子が なるほど あの子が なるほど あの子が いい趣味してるよね,"I see, so, that's her.",,,,,,,,,,,,,,,,,,,,,,
あれって… どこかで見たことある！,I think I've... seen that thing before.,,,,,,,,,,,,,,,,,,,,,,
ザ･キューブだよ,It's the Cube.,,,,,,,,,,,,,,,,,,,,,,
知ってます！,I know it.,,,,,,,,,,,,,,,,,,,,,,
60年前 トンネル工事中に 破砕帯から出てきたんですよね,It was found during the construction of a tunnel 60 years ago.,,,,,,,,,,,,,,,,,,,,,,
詳しいね,Very good.,,,,,,,,,,,,,,,,,,,,,,
でも 部外者が 見てもいいんですか？,But are you sure it's okay for me to see it?,,,,,,,,,,,,,,,,,,,,,,
問題ないよ,No problem at all.,,,,,,,,,,,,,,,,,,,,,,
公にされた “アーティファクト”だしね,It's an Artifact that's already been made public.,,,,,,,,,,,,,,,,,,,,,,
何も分かってないですが,Not that we've found anything out about it.,,,,,,,,,,,,,,,,,,,,,,
こいつに比べたら 下の巨人は まだマシかな,I guess the giant below is better compared to this.,,,,,,,,,,,,,,,,,,,,,,
巨人？,Giant?,,,,,,,,,,,,,,,,,,,,,,
あまり公にはされていない もう１つの“アーティファクト”だよ,It's another Artifact that hasn't really been made public.,,,,,,,,,,,,,,,,,,,,,,
ここに研究所がつくられた 理由でもある,It's also the reason this laboratory was built here.,,,,,,,,,,,,,,,,,,,,,,
理由… って何です？,What reason is that?,,,,,,,,,,,,,,,,,,,,,,
動かせないから,It's because we can't move it.,,,,,,,,,,,,,,,,,,,,,,
でも あれは 巨人というより“鬼”ですね,But I'd say it's more of an ogre than a giant.,,,,,,,,,,,,,,,,,,,,,,
鬼… ですか？,Ogre?,,,,,,,,,,,,,,,,,,,,,,
白羽岳人教授… 君のお父さんは,"Professor Takehito Shirahane. Your father was studying the local folklore around here, wasn't he?",,,,,,,,,,,,,,,,,,,,,,
この辺りの伝承を 調べていたんですよね？,"Your father was studying the local folklore around here, wasn't he?",,,,,,,,,,,,,,,,,,,,,,
はい…,Yes.,,,,,,,,,,,,,,,,,,,,,,
お父さんは 何も言ってませんでした？,Did your father not mention anything?,,,,,,,,,,,,,,,,,,,,,,
鬼のことを ああ…,About the ogres?,,,,,,,,,,,,,,,,,,,,,,
父は ８年前に失踪したきりで,My father hasn't been back since disappearing eight years ago.,,,,,,,,,,,,,,,,,,,,,,
ああ… そうでしたか,"Oh, I see.",,,,,,,,,,,,,,,,,,,,,,
バ～カ,Dumbass.,,,,,,,,,,,,,,,,,,,,,,
え？ なになに？,What's going on?,,,,,,,,,,,,,,,,,,,,,,
これは…,Is this...?,,,,,,,,,,,,,,,,,,,,,,
下がって うわっ！,Get back!,,,,,,,,,,,,,,,,,,,,,,
今のは… あっ！,What was that?,,,,,,,,,,,,,,,,,,,,,,
落着を確認！,Ground impact confirmed!,,,,,,,,,,,,,,,,,,,,,,
富山湾沖合３キロメートル,Three kilometers offshore Toyama Bay.,,,,,,,,,,,,,,,,,,,,,,
付近で演習中の 海自の潜水艦“みちしお”が,"Michishio, a nearby Maritime SDF submarine,",,,,,,,,,,,,,,,,,,,,,,
調査に向かっています,is heading to inspect it.,,,,,,,,,,,,,,,,,,,,,,
散らばった破片は？,What about the fragments?,,,,,,,,,,,,,,,,,,,,,,
長野から富山の一帯に 落ちたもよう,Crashed somewhere between Toyama and Nagano.,,,,,,,,,,,,,,,,,,,,,,
国連の施設にも落ちたようです,It's also crashed into a U.N. facility.,,,,,,,,,,,,,,,,,,,,,,
荒俣さん 大丈夫？,"Mr. Aramata, are you okay?",,,,,,,,,,,,,,,,,,,,,,
こりゃ たまげた,"Oh, my God.",,,,,,,,,,,,,,,,,,,,,,
メガネ メガネ… 隕石？,Was it a meteorite?,,,,,,,,,,,,,,,,,,,,,,
マジ隕石？,An actual meteorite?,,,,,,,,,,,,,,,,,,,,,,
急げ！,Hurry up!,,,,,,,,,,,,,,,,,,,,,,
ここは 国際連合の所轄する研究施設である,This is the United Nations Research Laboratory.,,,,,,,,,,,,,,,,,,,,,,
許可なき立ち入りは 攻撃の対象となる,You will be fired upon for trespassing.,,,,,,,,,,,,,,,,,,,,,,
ただちに退去せよ！,Vacate immediately.,,,,,,,,,,,,,,,,,,,,,,
何 あれ？,What are those?,,,,,,,,,,,,,,,,,,,,,,
外は危ない 地下に逃げるんだ！,It's dangerous. We need to run to the basement.,,,,,,,,,,,,,,,,,,,,,,
荒俣さんは？,What about you?,,,,,,,,,,,,,,,,,,,,,,
わしは洋海君のところに！,I'm going to find your mother.,,,,,,,,,,,,,,,,,,,,,,
私はラボに戻る あんたたち 早く地下に避難して！,I'm going back to the lab. You two need to evacuate to the basement.,,,,,,,,,,,,,,,,,,,,,,
消火を最優先でな とにかく施設の中には入れるな,Prioritize extinguishing the fire. Just keep them out of the facility.,,,,,,,,,,,,,,,,,,,,,,
デカいのは相手にしなくていい,You don't have to engage the large one.,,,,,,,,,,,,,,,,,,,,,,
今後の指揮権は 私に委譲してもらいます よろしいですね,I will take command from here. Do I have your permission?,,,,,,,,,,,,,,,,,,,,,,
もちろんです グラハム少佐 お任せします,"Of course, Major Graham. I leave this to you.",,,,,,,,,,,,,,,,,,,,,,
これより当研究所は 非常事態態勢に入る,This facility will be following emergency protocol.,,,,,,,,,,,,,,,,,,,,,,
全ての指示は守備隊司令部から 発令する,All orders will be sent from the Garrison HQ.,,,,,,,,,,,,,,,,,,,,,,
アルファ小隊 西入り口からの敵の侵入を阻止,"Alpha Squad, prevent enemy infiltration from the west gate.",,,,,,,,,,,,,,,,,,,,,,
現状維持 現状維持 ブラボー小隊から 補給要請,What's your current status?,,,,,,,,,,,,,,,,,,,,,,
ブラボー小隊から 補給要請 ブラボー小隊から 補給要請 認めたくないんですけど 認めたくないんですけど,I don't want to admit it.,,,,,,,,,,,,,,,,,,,,,,
チャーリー小隊と交代 あの人が 言っていたとおりってことですか？ あの人が 言っていたとおりってことですか？ あの人が 言っていたとおりってことですか？ デルタ小隊を裏庭の 掃除に行かせろ,But does that mean he was right?,,,,,,,,,,,,,,,,,,,,,,
デルタ小隊を裏庭の 掃除に行かせろ （荒俣）そうだねえ,It looks like it.,,,,,,,,,,,,,,,,,,,,,,
でも 僕が引退してからに してほしかったな…,But I wish they would've waited until after I retired.,,,,,,,,,,,,,,,,,,,,,,
少佐 ガウス１のボーデン大尉から,"Major, incoming from GAUS 1's Captain Borden.",,,,,,,,,,,,,,,,,,,,,,
少佐！,Major.,,,,,,,,,,,,,,,,,,,,,,
ここにあるのは そびえ立つクソですか？,What's all this crap we have?,,,,,,,,,,,,,,,,,,,,,,
クソを飾っても 臭えだけですよ！,Why keep it around if we're not gonna use it?,,,,,,,,,,,,,,,,,,,,,,
ハァ… 出せる状態ですか？,Can it be deployed?,,,,,,,,,,,,,,,,,,,,,,
万全ではありませんが 動作は保証します,"It's not in peak condition, but I guarantee it'll move.",,,,,,,,,,,,,,,,,,,,,,
現状での稼働限界は１時間,It has a one-hour operation limit.,,,,,,,,,,,,,,,,,,,,,,
ですが 実戦における消耗は未知数,But the consumption rate during real combat is unknown.,,,,,,,,,,,,,,,,,,,,,,
マスドライバー テストは終わってますな？,Have you finished testing the mass driver?,,,,,,,,,,,,,,,,,,,,,,
実機射出は まだですが…,We haven't actually fired it yet.,,,,,,,,,,,,,,,,,,,,,,
使います？,Do you want to use it?,,,,,,,,,,,,,,,,,,,,,,
ゲートは開けたくないので,I don't want to open the gate.,,,,,,,,,,,,,,,,,,,,,,
ガウス１ ２ 出撃準備,"GAUS 1, GAUS 2, prepare to deploy.",,,,,,,,,,,,,,,,,,,,,,
マスドライバーの出力最小で 射出,Launch the mass driver at minimum output.,,,,,,,,,,,,,,,,,,,,,,
このクズめが！,Those idiots.,,,,,,,,,,,,,,,,,,,,,,
早く おっ立てろ！,Hurry up and get us up there.,,,,,,,,,,,,,,,,,,,,,,
外に出る前に 戦争が終わっちまうぞ,The fight's gonna be over before we get there.,,,,,,,,,,,,,,,,,,,,,,
重力スタビライザー 出力全開,"Gravity stabilizer, max output.",,,,,,,,,,,,,,,,,,,,,,
イナーシャキャンセラー キャリブレート よし,"Inertia canceller calibration, check.",,,,,,,,,,,,,,,,,,,,,,
重力子収束 よし,"Graviton convergence, check.",,,,,,,,,,,,,,,,,,,,,,
そびえ立つクソを ひり出すぞ！,Time to take the trash out.,,,,,,,,,,,,,,,,,,,,,,
ここは… どこだ？ ハッ！,Where am I?,,,,,,,,,,,,,,,,,,,,,,
壊れてはおらぬのか？,Is it not broken?,,,,,,,,,,,,,,,,,,,,,,
姫！ え？,Princess.,,,,,,,,,,,,,,,,,,,,,,
ご無事でしたか はい？,You are safe. -What now?,,,,,,,,,,,,,,,,,,,,,,
拙者の思い違いでござった,I was... I was mistaken...,,,,,,,,,,,,,,,,,,,,,,
だ… 誰だ 君は！,Who are you?,,,,,,,,,,,,,,,,,,,,,,
青馬(おうま)剣之介時貞(ときさだ)！,Kennosuke Tokisada Oma.,,,,,,,,,,,,,,,,,,,,,,
うぬら 鬼の手先か！,Did the ogres send you?!,,,,,,,,,,,,,,,,,,,,,,
じっくり かわいがってやる,"I'll show you a good time, baby.",,,,,,,,,,,,,,,,,,,,,,
泣いたり笑ったり できなくしてやる！,You ain't gonna be able to walk straight.,,,,,,,,,,,,,,,,,,,,,,
ビッチみてえに ケツが軽いじゃねえか,You're one fast bitch.,,,,,,,,,,,,,,,,,,,,,,
この首なし野郎が！,You headless bastard!,,,,,,,,,,,,,,,,,,,,,,
殺す気か このクソ小娘が！,"You trying to kill us, you dumb wench?!",,,,,,,,,,,,,,,,,,,,,,
失礼,My apologies.,,,,,,,,,,,,,,,,,,,,,,
クソ！,Damn it.,,,,,,,,,,,,,,,,,,,,,,
ドタマかち割って クソ流し込んでやる！,I'll split your head open and take a dump in it.,,,,,,,,,,,,,,,,,,,,,,
うん ナイスショットです,Nice shot.,,,,,,,,,,,,,,,,,,,,,,
ケツに120ミリ食らって くたばりやがれ,Hope you like that 120 mm up your ass.,,,,,,,,,,,,,,,,,,,,,,
