Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
おいおい トクさん トクさん おい まずは乾杯じゃねえのかよ おい,"Hey, Toku. What about our toast?",うん！,Yes.,,,,,,,,,,,,,,,,,,,,
でもよ この分厚い大根が どうにもこうにも 食ってくれってよお,But this plump daikon radish is just begging me to eat it.,いい香りだね～,It smells good.,,,,,,,,,,,,,,,,,,,,
一口だけ お先,Let me have one bite.,うん ちょうどいい,It's just right.,,,,,,,,,,,,,,,,,,,,
ありがとうございました,Thank you very much.,はい お待たせ,Here you go.,,,,,,,,,,,,,,,,,,,,
飲みやがった この野郎 ウフフ…,This bastard took a sip.,ありがと～,Thank you.,,,,,,,,,,,,,,,,,,,,
人が せっかく待ってんのに,And here I was waiting for you!,ん～ おいしそう,Looks tasty. Thank you for the food!,,,,,,,,,,,,,,,,,,,,
アハッ すまねえ シンさん,"I'm sorry, Shin!",ウフッ いただきます はい,Looks tasty. Thank you for the food! Enjoy.,,,,,,,,,,,,,,,,,,,,
しょうがねえな このおやじ,This old man can't be helped.,あ～ フフッ 幸せ ぜいたくすぎるわ これ もう,I'm so happy. This is too luxurious.,,,,,,,,,,,,,,,,,,,,
この酒は…,This sake is…,ん～ うまい！,It's good.,,,,,,,,,,,,,,,,,,,,
分かりますか？,Do you know what it is?,おやすみ フフ…,Good night.,,,,,,,,,,,,,,,,,,,,
うん,Yes…,アキちゃん 今日 いつもより疲れてたみたいね,Aki seemed more tired than usual.,,,,,,,,,,,,,,,,,,,,
ちゃんと米の香りが残っているのに 重さがないね,It has a proper aroma of rice but the taste is light.,うん 仕事が忙しかったのかな…,Yeah. Maybe she had a busy day at work.,,,,,,,,,,,,,,,,,,,,
で この熟成のうまみと 後切れもさっぱり,And it has a mature flavor as well as a refreshing aftertaste.,やだ 風邪？ ん？　ううん 大丈夫,"Is that a cold? No, I'm fine.",,,,,,,,,,,,,,,,,,,,
うん…,Yeah.,今日は もういいから 休みなさい 季節の変わり目は気をつけないと,Go home and rest. You have to be careful around the change of seasons.,,,,,,,,,,,,,,,,,,,,
おっ またシンさんの勝ちかい？,Oh? Has Shin won again?,うん はーい,Okay.,,,,,,,,,,,,,,,,,,,,
まだ分かりませんってば,We don't know yet.,いらっしゃい,Welcome.,,,,,,,,,,,,,,,,,,,,
お姉ちゃん 諦めなよ シンゾウさんには かなわないって,"Let it go, Sis. You can't beat Shinzo.",もう閉めるとこかな？,Are you about to close?,,,,,,,,,,,,,,,,,,,,
俺はね 美音坊が生まれるずっと前から 酒 飲んでんだよ,I've been drinking sake since years before Mine-bo was born.,ああ びちょびちょ,You're soaking wet.,,,,,,,,,,,,,,,,,,,,
あれこれ知ってて当然ですよ,Of course I know a lot of things.,少し雨宿りをさせてほしいんだけど,Could I take shelter from the rain a bit?,,,,,,,,,,,,,,,,,,,,
そりゃあ そうでしょうけど…,"That may be true, but…",あ もちろんです コート お預かりしますね はい,"Of course, let me take your coat. Here.",,,,,,,,,,,,,,,,,,,,
まあ 年寄りに花持たしてやりなよ,Let the old man have his glory.,よければ カウンターどうぞ はい,Have a seat at the counter.,,,,,,,,,,,,,,,,,,,,
で シンさん 今日の酒は？,"So Shin, what is it?",タオル 使ってください,Please use this towel.,,,,,,,,,,,,,,,,,,,,
ずばり… “諏訪泉”,I've got to say it's Suwaizumi.,あ どうも はい,-Thanks. -Sure.,,,,,,,,,,,,,,,,,,,,
ねっ しかも この,"Right? Moreover, considering this mild flavor which enriches the taste of the dishes…",座ってください,Please sit down.,,,,,,,,,,,,,,,,,,,,
優しい口当たりで 料理を引き立てるところを見ると…,"Moreover, considering this mild flavor which enriches the taste of the dishes…",寒かったでしょ 雨の中 大変でしたね ハァ…,I'm sure you're cold. It must have been terrible in the rain.,,,,,,,,,,,,,,,,,,,,
“満天星”,I'd say it's Mantensei.,よければ お燗でもいかがですか？,Would you like some hot sake?,,,,,,,,,,,,,,,,,,,,
どうだ！,How did I do?,いや,No.,,,,,,,,,,,,,,,,,,,,
正解,You got it right.,体も冷えてると思いますし お燗のほうが温まりますよ,I'm sure you're cold. The hot sake will help you warm up.,,,,,,,,,,,,,,,,,,,,
ほら さすがですね,You're amazing.,じゃあ そうしてもらおうかな,I guess I'll have some then.,,,,,,,,,,,,,,,,,,,,
鳥取県にある 諏訪酒造のお酒です,It is from the Suwa sake brewer in Tottori Prefecture.,はい 少々お待ちください,"Yes, please wait just a bit.",,,,,,,,,,,,,,,,,,,,
これこれ これこれこれ 満天星 何で分かんの？,"Yes, this! Mantensei. -How did you know?",前から失礼します,Pardon my reach.,,,,,,,,,,,,,,,,,,,,
そのお酒 今日 初めて出すんだよ,Hm? -It's our first time serving it.,こちら お通しです,Here you are.,,,,,,,,,,,,,,,,,,,,
そうだよ まあ 大概 その… 色だよ,"I know, but you can generally tell by the color.",これは？,What is it?,,,,,,,,,,,,,,,,,,,,
ね？　味 香り この３つ そろえば 見当はつくんだよ,"Flavor, aroma and color are the three things to go by.",煮こごりです お酒と一緒に召し上がってください,"It's nikogori, please have it with your sake.",,,,,,,,,,,,,,,,,,,,
ね？　まずはね この…,"Flavor, aroma and color are the three things to go by. -First of all, look here. At this color. -It is different.",いただきます はい,I'll try some. -Yes.,,,,,,,,,,,,,,,,,,,,
これこれ ああ… この色だよ これ 変わってますよね,"First of all, look here. At this color. -It is different.",お酒もどうぞ,Have some sake.,,,,,,,,,,,,,,,,,,,,
色？ これ！,Color? -Look.,ハァ… うまい,It's good.,,,,,,,,,,,,,,,,,,,,
おお 黄色いな この酒,"Oh, it's yellow.",でしょ？,Right?,,,,,,,,,,,,,,,,,,,,
これが酒本来の色なんだよ,This is the true color of sake.,口の中で溶けてったよ,It melted in my mouth.,,,,,,,,,,,,,,,,,,,,
ほお～,Is that so?,はい 煮こごりと一緒に 少し熱めのお酒を飲むと,"Yes. When you have a sip of hot sake with nikogori, it melts in your mouth.",,,,,,,,,,,,,,,,,,,,
お酒の場合は やまぶき色って言うんですって,"In the case of sake, it's called yamabuki-iro.",すっと溶けるんですよ,"When you have a sip of hot sake with nikogori, it melts in your mouth.",,,,,,,,,,,,,,,,,,,,
へえ やまぶき色？,Really? Yamabuki-iro?,これ 何の煮こごり？,What is this nikogori made of?,,,,,,,,,,,,,,,,,,,,
やまぶき色って もっとすごく黄色くない？,Isn't that a stronger yellow tone?,鶏です 手羽先の煮込みを作ると―,It's chicken. You can make nikogori when you make stewed chicken wings.,,,,,,,,,,,,,,,,,,,,
うん 私もそう思って調べてみたの,Yeah. I thought the same thing so I looked it up.,煮こごりも一緒にできちゃうんです,You can make nikogori when you make stewed chicken wings.,,,,,,,,,,,,,,,,,,,,
一番近い色は 密陀僧って色だったんだけど,The closest color was called mitsudasou.,今日のおすすめが 手羽先の煮込みだったもので,And today's special was stewed chicken wings.,,,,,,,,,,,,,,,,,,,,
密陀僧？ そんな色 聞いたこともないわ,Mitsudasou? I've never heard of it.,で その手羽先の煮込みは？,And the stewed chicken wings are…?,,,,,,,,,,,,,,,,,,,,
だから 分かりやすく やまぶき色って 言われてるんだと思うわよ,"That's probably why by it's called by the recognized color, yamabuki-iro.",残念ながら完売です,"Unfortunately, they sold out.",,,,,,,,,,,,,,,,,,,,
わざわざ色見本 調べるところとか お姉ちゃんらしいというか めんどくさいというか…,It's just like you to do something as tedious as look up color charts--,ハァ なるほど,I see.,,,,,,,,,,,,,,,,,,,,
うるさいわね 気になったら調べるでしょ,Shut it. It's normal to look things up if you're interested in them.,この酒も うまいな,"This sake is good, too.",,,,,,,,,,,,,,,,,,,,
はいはい 私も勉強させていただいてます,"Yeah, sure. I learned something thanks to you.",“吉乃川”の厳選辛口です,It's Yoshinogawa's Gensen Karakuchi.,,,,,,,,,,,,,,,,,,,,
フフフ… なんてね,I was just kidding.,え？　それって…,What? Isn't that…,,,,,,,,,,,,,,,,,,,,
ラベルがちょこっと 見えちゃったんだよ,I got a glimpse of the label.,はい スーパーとかでよく見かける 庶民派のお酒です,"Yes, the commoner's sake often seen at supermarkets.",,,,,,,,,,,,,,,,,,,,
ずるい 反則じゃないですか,How sneaky of you. That's cheating.,あっ でも 燗にするなら ピカイチなんです,But it's a great sake to have hot.,,,,,,,,,,,,,,,,,,,,
脇が甘いんだよ 美音坊は,"Your defense is weak, Mine-bo.",一気に香りが 強く立ちのぼるでしょう？,"The aroma rises all at once, doesn't it?",,,,,,,,,,,,,,,,,,,,
引き分けってことだね,It's a draw then.,確かに 米というよりは 果実みたいな香り,It's true. The aroma is more fruity than rice-like.,,,,,,,,,,,,,,,,,,,,
それにしても このおでん うめえな,"Either way, this oden is delicious.",うん 余韻もいい,"Good aftertaste, too.",,,,,,,,,,,,,,,,,,,,
うん あれ？,Huh?,燗にするなら 同じ吉乃川の特別純米ですら,Even the same Yoshinogawa's premium pure rice wine,,,,,,,,,,,,,,,,,,,,
美音坊 もしかして… あれ あるんだろ？,Mine-bo. Do you have that thing?,これにはかなわないって 言われてるほどなんです,can't beat this when it's served hot.,,,,,,,,,,,,,,,,,,,,
あれって？,What thing?,ハァ… 燗上がりって こういうことを言うのか,So this is what heating sake does…,,,,,,,,,,,,,,,,,,,,
意地悪なこと言うなよ みそ漬けだよ みそ漬け,Don't be so mean. I'm talking about misozuke.,うん ものすごく納得した,I understand now.,,,,,,,,,,,,,,,,,,,,
フッ 目ざといなあ,You have a sharp eye.,よければ どうぞ,Please have some more.,,,,,,,,,,,,,,,,,,,,
明日のおすすめにしようと 思ってたのに,I was planning on making it tomorrow's special.,肴(さかな) 何かあつらえますか？,Would you like a dish with your sake?,,,,,,,,,,,,,,,,,,,,
明日か… でも明日は予定があって 来られねえんだよ,"Tomorrow, huh? But I have plans and can't come tomorrow.",そうだな 少し腹が減ってるから,"Yes. I'm a little hungry, so something substantial will be nice.",,,,,,,,,,,,,,,,,,,,
ん～ 今日のうち 食わせてくれよ な？ 元気をつけときたいからさ,Come on and let me have it today. I want to get some energy.,何か しっかりしたものがいいな,"I'm a little hungry, so something substantial will be nice.",,,,,,,,,,,,,,,,,,,,
いいじゃん 今日 トクさん 嫌なことあったみたいだし ねえ,"What's the big deal? It seems Toku had a rough day, right?",でしたら 揚げ物なんて いかがですか？,Then how about a deep-fried dish?,,,,,,,,,,,,,,,,,,,,
うん 出してあげれば？,Let him have it.,いや さすがに この時間に,Fried food at this hour--,,,,,,,,,,,,,,,,,,,,
まだ 食べ頃じゃないかもしれないけど,It might not be ready yet…,揚げ物は… 大丈夫です あっさりめの揚げ物ですから,It'll be just fine. I'll make a light deep-fried dish.,,,,,,,,,,,,,,,,,,,,
分かった 特別にお出しします,Fine. I'll treat you to it.,え？,What?,,,,,,,,,,,,,,,,,,,,
おお やった！,That's the spirit.,お待たせしました,Here you go.,,,,,,,,,,,,,,,,,,,,
お待ちください はい,Please wait. -I will.,おしょうゆ 好きなだけ かけてくださいね,Please use as much soy sauce as you'd like.,,,,,,,,,,,,,,,,,,,,
はい おっ はいはい はいはい,Here you go. -Oh! -This is it. -Egg yolk misozuke.,いただきます,Thank you.,,,,,,,,,,,,,,,,,,,,
卵黄のみそ漬けね,This is it. -Egg yolk misozuke.,はい,Yes.,,,,,,,,,,,,,,,,,,,,
う… うまそうだな,Th-That looks good.,よければ どうぞ,Would you like more?,,,,,,,,,,,,,,,,,,,,
何だよ 自分だって そのザマかい,"What? You can't resist it, either?",うん,Yeah.,,,,,,,,,,,,,,,,,,,,
はーい フライング お二人目！,And another one jumps the gun!,何というか… あれだ　フッ…,How do I say this… It's…,,,,,,,,,,,,,,,,,,,,
すまねえ,Sorry.,幸せ～って感じですか？,"Something like ""happiness""?",,,,,,,,,,,,,,,,,,,,
シンゾウさん 卵黄のみそ漬けね おわびついでに,One for Shinzo. -Thank you.,そうそう！ 生きててよかった… 的な感じだ,"Yes! ""I'm happy to be alive."" was on my mind.",,,,,,,,,,,,,,,,,,,,
酒 もう１杯頼むよ 美音坊,I'll order another drink as thanks. -Oh!,フフッ 褒めすぎですよ,You're too kind.,,,,,,,,,,,,,,,,,,,,
じゃあ 今度は 軽く燗にしましょうか,Shall we go for a hot sake next?,おかげで あったまったよ 勘定を…,I feel warm thanks to you.,,,,,,,,,,,,,,,,,,,,
いいねえ おでんには冷や,That will be nice. Chilled sake for oden and hot sake for this.,あっ ちょっと待ってください,Could I get the bill-- -Hold on.,,,,,,,,,,,,,,,,,,,,
これには燗 うん,Chilled sake for oden and hot sake for this.,炭水化物 まだ何もとってません,You haven't had any carbohydrates yet.,,,,,,,,,,,,,,,,,,,,
文句～ あるか,You gotta problem?,雑炊でもいかがですか？,How about some zosui?,,,,,,,,,,,,,,,,,,,,
はい,Thanks.,それも鶏？ あっ いえ,"Will that be chicken as well? -Oh, no.",,,,,,,,,,,,,,,,,,,,
ちょっと早いけど コクがあってうまい,"It may be a bit soon, but it's rich and delicious.",私の賄いも兼ねてますので きのこ雑炊です,"I'm also making some for myself, so it'll be mushroom zosui.",,,,,,,,,,,,,,,,,,,,
そういえば トクさん,By the way Toku…,まあ お客さんが 食べても食べなくても― 私は作りますけどね,I'm going to make some even if you choose not to have it.,,,,,,,,,,,,,,,,,,,,
うん？,Huh?,あっ 待って,Wait!,,,,,,,,,,,,,,,,,,,,
憂さ晴らしって 何があったの？,Why do you need to blow off steam?,俺にも,I'll have some.,,,,,,,,,,,,,,,,,,,,
ああ 今日の現場,Oh that… A lot happened at work today and we couldn't finish the job.,じゃあ ２人分ですね,"Then, two servings it is.",,,,,,,,,,,,,,,,,,,,
いろいろあって終わんなくてな,A lot happened at work today and we couldn't finish the job.,ごちそうさま,Thank you.,,,,,,,,,,,,,,,,,,,,
おやおや トクさんにしては 珍しいんじゃないの 何か どうしたんだい？,That's unusual for you. What happened?,お粗末さまです,You're welcome.,,,,,,,,,,,,,,,,,,,,
手子が来なかった,The teko didn't come.,さて おなかもあったまったし 冷めないうちに お帰りください,"Now that your stomach has warmed up, please be on your way before you get cold.",,,,,,,,,,,,,,,,,,,,
手子？,Oh? -Teko?,すまなかった 勘定を,My apologies. Could I have the bill?,,,,,,,,,,,,,,,,,,,,
下働きする助手のことだ,It's what we call an apprentice.,はい,Sure.,,,,,,,,,,,,,,,,,,,,
うん,Right.,こちらでお願いします,Here is your bill.,,,,,,,,,,,,,,,,,,,,
トクさんの現場だと,"At Toku's workplace,",え？　こんなに安くていいのか？,Is it really this cheap?,,,,,,,,,,,,,,,,,,,,
資材を運んだり 道具をそろえたりか？,"they do things like carry materials and gather tools, right?",初めてのご来店なので サービスです,"It's your first time, so I gave you a discount.",,,,,,,,,,,,,,,,,,,,
そうそう そうそう,"Yes, that's right.",次回からは しっかり ぼったくらせていただきます,"From next time, I'll make sure to rip you off.",,,,,,,,,,,,,,,,,,,,
新しく入った弟子が 無断で休みやがった,The new apprentice skipped work without permission.,また お越しくださいね,Please come again.,,,,,,,,,,,,,,,,,,,,
ほう,Oh. -Here's your beer.,ああ 必ず 次は おすすめが 売り切れないうちに,Definitely. Before your specials sell out next time.,,,,,,,,,,,,,,,,,,,,
具合が悪かったとか？,Was he sick?,はい お待ちしてます,"Yes, we'll be waiting for you.",,,,,,,,,,,,,,,,,,,,
だったら まだよかったんだがな,I wish that had been the case.,おはようございます,Good morning.,,,,,,,,,,,,,,,,,,,,
嫌んなったって言いやがるんだよ え？,He said he was fed up. -What?,おお 美音坊 おはよう おはよう,"Good morning. Mine-bo, good morning.",,,,,,,,,,,,,,,,,,,,
朝起きて 今日も一日中― 足場の柱や板 運んだりすんのが,"Said he woke up, and just felt fed up with carrying poles and wood all day long.",いいお天気ですね,Lovely weather.,,,,,,,,,,,,,,,,,,,,
もう 急に嫌になったってよ,It came out of nowhere.,今年の冬は 寒かったもんよ,It was cold this winter.,,,,,,,,,,,,,,,,,,,,
それで現場 空けたのかい,So he skipped work? -Yeah.,そうですね でもようやく あったまってきましたね,"It was, but it's finally getting warmer.",,,,,,,,,,,,,,,,,,,,
ありかよ そんなの,"Hey now, that's not acceptable.",これから 買い物？,Going shopping?,,,,,,,,,,,,,,,,,,,,
そんなやつには 見えなかったんだがなあ…,He didn't seem like that kind of kid…,そうです ヒロシさんとこ行ってきます,"Yes, I'm going to Hiroshi's.",,,,,,,,,,,,,,,,,,,,
じゃあ トクさん 今日 大変だったんじゃ？,"You must have had a hard day, Toku.",今日のおすすめは何？,What's today's special?,,,,,,,,,,,,,,,,,,,,
ああ 現場監督 カンカンだよ,Yeah. The site supervisor was furious.,うーん まだ考え中,Still deciding.,,,,,,,,,,,,,,,,,,,,
いつもの２倍は働いたね,I did double my usual workload.,はい キャベツ安いよ いいよ いいの入ってるよ キャベツ！,"We've got cheap and fresh cabbages. Would you like some, ma'am?",,,,,,,,,,,,,,,,,,,,
ああ だって 明日もよ― 朝イチから クレーム現場をやっつけて―,"And tomorrow, I have to deal with a complaint at a construction site,",どうですか いかがですか 奥さん ヒロシさん こんにちは,"We've got cheap and fresh cabbages. Would you like some, ma'am? Hello, Hiroshi.",,,,,,,,,,,,,,,,,,,,
そのあとに戸建ての解体もあるしよ,then take down a house site after that.,おう こんにちは どうした？　美音坊,"Hello, what's up Mine-bo? -Hmm?",,,,,,,,,,,,,,,,,,,,
ああ… じゃあ 明日も大変だ,So tomorrow will be tough too!,ん？ あれ そうだそうだ！,"Hello, what's up Mine-bo? -Hmm? Hey, we got the stuff you ordered.",,,,,,,,,,,,,,,,,,,,
大変なんだよ,It really will be.,あの 美音坊 頼んでたやつ 入ったよ,"Hey, we got the stuff you ordered.",,,,,,,,,,,,,,,,,,,,
ああ 馨ちゃん もう１本つけて,"Kaoru, give me another.",ホント？　ありがとう,Really? Thank you!,,,,,,,,,,,,,,,,,,,,
トクさん,Toku.,あれ 何の料理 作んの？,What are you making with it?,,,,,,,,,,,,,,,,,,,,
明日に響くから 今日はもう締めにしましょ,It'll affect you tomorrow so let's call it a day.,はい お待たせしました,Here you go.,,,,,,,,,,,,,,,,,,,,
おっ そうか 何だよ… 卵黄のみそ漬け以外にも おまけがあったか,"Oh, does that mean the egg yolk misozuke wasn't the only giveaway?",このにおい 懐かしい ありがとう,This smell brings back memories. Thank you!,,,,,,,,,,,,,,,,,,,,
大根には葉っぱが付き物ですから,"Daikon radish do come with leaves, after all.",いただきます,I'm digging in.,,,,,,,,,,,,,,,,,,,,
はい どうぞ,Here you go.,ん～ うれしい！ やっと食べられた,I'm so happy I can finally have this dish.,,,,,,,,,,,,,,,,,,,,
ああ 鮮やかだね この緑 うん,Such a brilliant green.,うまっ 何すか？　これ,It's good! What is this?,,,,,,,,,,,,,,,,,,,,
元気が湧いてきそうだ,This will give me energy.,ニンジンの葉っぱよ,They're carrot leaves.,,,,,,,,,,,,,,,,,,,,
外は まだ寒いけど― 春は すぐそこまでって感じよね,"It's still cold outside but this brings a spring feel, doesn't it?",ゴマの香りがいいでしょ？,"A nice sesame aroma, right?",,,,,,,,,,,,,,,,,,,,
冬の名残のおでんと 春の先駆けの菜めし,"Oden ends winter, and rice with greens brings spring.",ん～ めっちゃうまい！ 初めて食べた～,It's so delicious! I've never had this before.,,,,,,,,,,,,,,,,,,,,
こいつは なかなか粋な出会いだね,A rather refined matchmaking.,言っとくけど 私のおかげだからね,"By the way, this is all thanks to me.",,,,,,,,,,,,,,,,,,,,
うん 言うねえ,"Yeah, well said.",リョウ君 たまたま来れて ラッキーだったね うっす！ ,"Ryo, you're lucky to be here today.",,,,,,,,,,,,,,,,,,,,
じゃあ 卵黄のみそ漬けは さしずめ,Then this egg yolk misozuke…,それにしても さすが 美音ちゃんって感じの味付けだよね,"It's seasoned so well as one would expect from you, Mine.",,,,,,,,,,,,,,,,,,,,
出会いを取り持つ― 春満月ってとこだな,is our matchmaker for the full moon of spring.,大丈夫だった？,Was it alright?,,,,,,,,,,,,,,,,,,,,
