Word,Level,Freq.Rank
大,basic,179
時代,basic,180
彼女,basic,181
世界,basic,182
得る,basic,183
九十,basic,184
だれ,basic,185
いつ,basic,186
どこ,basic,187
女,basic,188
会社,basic,189
声,basic,190
仕事,basic,191
分,basic,192
車,basic,193
とも,basic,194
歳,basic,195
見える,basic,196
一人,basic,197
みな,basic,198
まだ,basic,199
下,basic,200
数,basic,201
体,basic,202
六十,basic,203
入れる,basic,204
以上,basic,205
生活,basic,206
会,basic,207
本,basic,208
二人,basic,209
八十,basic,210
ころ,basic,211
女性,basic,212
少し,basic,213
カネ,basic,214
受ける,basic,214
先,basic,216
法,basic,217
高い,basic,218
不,basic,219
おれ,basic,220
しか,basic,221
さらに,basic,222
すべて,basic,223
つく,basic,224
可能,basic,225
相手,basic,226
大きい,basic,227
本当,basic,228
あまり,basic,229
学校,basic,230
点,basic,231
違う,basic,232
始める,basic,233
呼ぶ,basic,234
母,basic,235
あげる,basic,236
０,basic,237
らしい,basic,238
七十,basic,239
アメリカ,basic,240
形,basic,241
ばかり,basic,242
すぎる,basic,243
方法,basic,244
悪い,basic,245
はず,basic,246
すぐ,basic,247
企業,basic,248
情報,basic,249
ただ,basic,250
研究,basic,251
わ,basic,252
こんな,basic,253
大きな,basic,254
感ずる,basic,255
頭,basic,256
続ける,basic,257
通り,basic,258
どの,basic,259
食べる,basic,260
％,basic,261
先生,basic,262
生,basic,263
存在,basic,264
強い,basic,265
名,basic,266
代,basic,267
やはり,basic,268
経済,basic,269
氏,basic,270
り,basic,271
大学,basic,272
父,basic,273
店,basic,274
別,basic,275
口,basic,276
町,basic,277
質問,basic,278
かかる,basic,279
なぜ,basic,280
現在,basic,281
まず,basic,282
変わる,basic,283
部,basic,284
市,basic,285
例えば,basic,286
読む,basic,287
中国,basic,288
語,basic,289
水,basic,290
買う,basic,291
つまり,basic,292
電話,basic,293
二千,basic,294
少ない,basic,294
生きる,basic,296
回,basic,297
気持ち,basic,298
全く,basic,299
結果,basic,300
主義,basic,301
側,basic,302
地,basic,303
書,basic,304
長い,basic,305
切る,basic,306
どんな,basic,307
今日,basic,308
ちょっと,basic,309
教育,basic,309
県,basic,311
立つ,basic,312
あの,basic,313
道,basic,314
トウキョウ,basic,315
いずれ,basic,316
二百,basic,317
好き,basic,318
ある,basic,319
ほとんど,basic,320
山,basic,321
なんて,basic,322
帰る,basic,323
話す,basic,324
風,basic,325
みたい,basic,326
もし,basic,327
場,basic,328
人々,basic,329
姿,basic,330
あるいは,basic,331
一緒,basic,332
状態,basic,333
自然,basic,334
特に,basic,335
飲む,basic,336
ページ,basic,337
部屋,basic,338
部分,basic,339
実,basic,340
示す,basic,341
学,basic,342
新しい,basic,343
多く,basic,344
関する,basic,345
活動,basic,346
与える,basic,347
事件,basic,348
もちろん,basic,349
すでに,basic,350
利用,basic,351
一般,basic,352
一番,basic,353
ちゃん,basic,354
最初,basic,355
実際,basic,356
確か,basic,357
地域,basic,358
用,basic,359
理由,basic,360
説明,basic,361
身,basic,362
政治,basic,363
いただく,basic,364
神,basic,365
場所,basic,366
権,basic,367
戻る,basic,368
早い,basic,369
評価,basic,370
普通,basic,371
開く,basic,372
音,basic,373
死ぬ,basic,374
従う,basic,375
図,basic,376
やめる,basic,377
願う,basic,378
及び,basic,379
長,basic,380
甘い,basic,381
小,basic,382
若い,basic,383
内容,common,384
こそ,common,385
条,common,385
歩く,common,387
待つ,common,388
欲しい,common,389
労働,common,390
自由,common,391
外,common,392
違い,common,392
求める,common,394
当時,common,395
初めて,common,396
自身,common,397
館,common,398
どちら,common,399
意識,common,400
事業,common,401
深い,common,402
重要,common,403
結婚,common,404
状況,common,405
文化,common,406
使用,common,407
やすい,common,408
機,common,409
夜,common,410
かなり,common,411
理解,common,412
戦争,common,413
制度,common,413
家族,common,415
認める,common,416
会う,common,417
最近,common,418
程度,common,419
いろいろ,common,420
無,common,421
カ月,common,422
続く,common,423
八百,common,424
社,common,425
型,common,426
なり,common,427
以外,common,428
個人,common,428
村,common,430
いや,common,431
例,common,432
親,common,433
歴史,common,434
向かう,common,435
中心,common,436
生まれる,common,437
最も,common,438
目的,common,439
元,common,440
お前,common,441
感,common,442
昭和,common,443
見せる,common,444
とても,common,445
環境,common,446
政府,common,447
君,common,448
技術,common,449
こちら,common,450
当たる,common,451
終わる,common,452
それぞれ,common,453
最後,common,454
あの,common,455
行動,common,456
号,common,457
色,common,458
一方,common,459
基本,common,460
写真,common,461
感じ,common,462
乗る,common,463
屋,common,464
残る,common,465
事実,common,466
名前,common,467
運動,common,468
足,common,469
述べる,common,470
昔,common,471
十分,common,472
君,common,473
もっと,common,474
変化,common,475
保険,common,476
地方,common,477
世紀,common,478
管理,common,479
線,common,480
員,common,481
新聞,common,482
客,common,482
国民,common,484
精神,common,485
娘,common,486
病院,common,487
全体,common,487
ござる,common,489
我々,common,490
調査,common,491
立てる,common,491
期,common,493
必ず,common,494
しかも,common,495
約,common,496
経験,common,497
論,common,498
効果,common,499
答える,common,500
新,common,501
働く,common,502
組織,common,503
のみ,common,504
経営,common,504
行為,common,506
メール,common,507
送る,common,508
始まる,common,509
五百,common,510
国家,common,511
責任,common,512
系,common,513
さえ,common,514
自己,common,515
奴,common,516
影響,common,517
軍,common,518
含む,common,519
ちゃう,common,520
起こる,common,521
海,common,522
かかわる,common,523
品,common,524
さまざま,common,525
忘れる,common,526
三百,common,527
では,common,528
商品,common,529
いや,common,530
すむ,common,531
笑う,common,532
機能,common,533
夫,common,534
ぞ,common,535
計画,common,536
なさる,common,537
式,common,538
生産,common,539
変える,common,540
花,common,541
同時,common,542
引く,common,543
対象,common,544
あたり,common,545
たくさん,common,546
船,common,547
男性,common,548
売る,common,549
進む,common,550
渡る,common,551
当然,common,552
選ぶ,common,553
寺,common,554
価値,common,555
思い,common,556
大変,common,557
表現,common,558
量,common,559
小さな,common,560
テレビ,common,561
確認,common,562
走る,common,563
妻,common,564
以前,common,565
銀行,common,566
わが,common,567
現れる,common,567
党,common,569
住む,common,570
文字,common,571
簡単,common,572
木,common,573
奥,common,574
現実,common,575
年間,common,576
判断,common,577
都市,common,578
近く,common,579
川,common,579
面,common,581
がたい,common,582
朝,common,583
ダメ,common,584
システム,common,585
時期,common,586
機関,common,587
表,common,588
あれ,common,588
光,common,590
条件,common,591
伝える,common,592
動く,common,593
役,common,594
率,common,595
決める,common,596
首,common,597
作品,common,598
すなわち,common,599
明治,common,600
際,common,601
友達,common,602
江戸,common,603
市場,common,604
勧める,common,605
なお,common,606
気づく,common,607
描く,common,608
明らか,common,609
いく,common,610
つもり,common,611
以下,common,612
決定,common,612
夢,common,614
室,common,615
なんか,common,616
覚える,common,617
官,common,618
酒,common,619
つつ,common,620
章,common,621
打つ,common,622
天皇,common,623
心配,common,624
近い,common,625
非常,common,625
国際,common,627
対応,common,628
土地,common,629
小さい,common,630
なす,common,631
原因,common,632
注意,common,633
毎日,common,634
警察,common,635
人生,common,636
逆,common,637
士,common,638
死,common,639
患者,common,639
裁判,common,641
開ける,common,642
自ら,common,642
期間,common,644
今度,common,645
大切,common,646
紹介,common,647
向ける,common,648
難しい,common,649
殺す,common,650
すごい,common,651
各,common,652
語る,common,653
信ずる,common,654
いくら,common,655
額,common,656
はっきり,common,657
絶対,common,658
ああ,common,659
ずっと,common,660
意見,common,661
合わせる,common,662
能力,common,663
家庭,common,664
一体,common,665
指導,common,666
自動,common,667
委員,common,668
用いる,common,669
連絡,common,670
はじめ,common,671
主人,common,672
連れる,common,673
島,common,674
とも,common,675
メートル,common,676
真,common,677
構造,common,678
政策,common,679
サービス,common,680
母親,common,681
フランス,common,682
異なる,common,683
治療,common,684
面白い,common,685
様子,common,686
限り,common,687
直接,common,688
料理,common,689
無理,common,690
院,common,690
胸,common,692
離れる,common,693
反対,common,694
枚,common,695
業,common,696
省,common,697
残す,common,698
探す,common,699
広い,common,700
至る,common,700
経つ,common,702
似る,common,703
参加,common,704
報告,common,705
薬,common,706
ただし,common,707
料,common,707
事務,common,709
回答,common,709
同様,common,711
守る,common,712
不安,common,713
困る,common,714
ドイツ,common,715
相談,common,716
加える,common,717
一部,common,718
取引,common,719
調べる,common,720
しばらく,common,721
外国,common,722
設定,common,723
耳,common,724
駅,common,725
種,common,726
七百,common,727
専門,common,728
出品,common,729
病気,common,730
まあ,common,731
生ずる,common,732
驚く,common,733
たり,common,734
契約,common,735
開発,common,736
規定,common,737
させる,common,738
失う,common,739
支配,common,740
合う,common,741
なくなる,common,742
増える,common,743
非,common,744
歌,common,745
発生,common,746
映画,common,747
六百,common,748
高,common,748
四百,common,750
派,common,751
上がる,common,751
なかなか,common,753
なし,common,754
美しい,common,755
食事,common,756
選択,common,757
障害,common,758
個,common,759
結局,common,759
代表,common,759
ぶり,common,762
起きる,common,763
座る,common,764
少年,common,765
聞こえる,common,765
友人,common,767
具体,common,768
局,common,769
右,common,770
完全,common,771
成長,common,772
人物,common,773
身体,common,773
息子,common,775
位置,common,776
白い,common,777
費,common,777
ホテル,common,779
立場,common,780
低い,common,781
主,common,782
互い,common,783
勉強,common,784
思い出す,common,785
許す,common,786
音楽,common,787
大阪,common,788
落ちる,common,789
大丈夫,common,790
王,common,791
表示,common,792
決して,common,793
繰り返す,common,794
利益,common,795
科学,common,796
期待,common,797
作業,common,797
やがて,common,799
兄,common,800
宗教,typical,801
回る,typical,802
起こす,typical,803
きれい,typical,804
常,typical,805
落札,typical,806
いかに,typical,807
石,typical,808
中央,typical,809
主張,typical,809
項,typical,809
むしろ,typical,812
階,typical,813
段階,typical,814
再,typical,815
犬,typical,816
番,typical,817
保護,typical,817
イギリス,typical,819
楽しい,typical,820
学生,typical,821
種類,typical,821
ちなみ,typical,823
台,typical,824
消費,typical,825
通ずる,typical,825
決まる,typical,827
寝る,typical,828
比べる,typical,828
周り,typical,830
特別,typical,831
限る,typical,831
データ,typical,833
せい,typical,834
比較,typical,835
高校,typical,836
降る,typical,837
うれしい,typical,838
ひどい,typical,839
危険,typical,840
知識,typical,840
資本,typical,842
生徒,typical,843
価格,typical,844
税,typical,845
古い,typical,846
現代,typical,846
表す,typical,848
億,typical,849
発展,typical,850
通す,typical,851
構成,typical,852
城,typical,853
方向,typical,854
まるで,typical,855
産業,typical,856
処理,typical,857
発見,typical,858
同,typical,859
行政,typical,860
やすい,typical,861
いたす,typical,862
いっぱい,typical,863
制,typical,864
基づく,typical,865
認識,typical,866
動き,typical,867
考え,typical,868
腰,typical,869
消える,typical,870
おそらく,typical,871
結構,typical,872
ゆえ,typical,873
かつて,typical,874
基準,typical,875
尋ねる,typical,876
表情,typical,876
街,typical,878
購入,typical,878
小説,typical,880
年金,typical,880
金融,typical,882
文,typical,883
権利,typical,883
解決,typical,885
紙,typical,886
施設,typical,887
区,typical,888
英語,typical,889
性格,typical,889
バカ,typical,891
半,typical,892
器,typical,893
見つける,typical,894
本人,typical,895
おいしい,typical,896
正しい,typical,897
参照,typical,897
触れる,typical,897
絵,typical,900
再び,typical,900
記憶,typical,902
はい,typical,903
動物,typical,903
父親,typical,905
役割,typical,906
自体,typical,907
隊,typical,908
思想,typical,909
払う,typical,911
遊ぶ,typical,912
急,typical,912
頼む,typical,914
イメージ,typical,914
過去,typical,916
殿,typical,917
詳しい,typical,918
頑張る,typical,919
ごと,typical,919
法律,typical,921
不思議,typical,921
科,typical,923
医療,typical,924
抱く,typical,924
略,typical,926
住宅,typical,927
改革,typical,928
横,typical,929
次第,typical,930
激しい,typical,931
楽しむ,typical,932
値,typical,933
ずつ,typical,934
投資,typical,935
成功,typical,936
健康,typical,936
他人,typical,938
大事,typical,939
実現,typical,940
努力,typical,941
記録,typical,942
腕,typical,943
大人,typical,944
計算,typical,944
流れる,typical,946
言語,typical,947
安全,typical,948
たぶん,typical,949
間違い,typical,950
教授,typical,951
全部,typical,952
気分,typical,953
史,typical,954
ヨーロッパ,typical,955
怖い,typical,956
捨てる,typical,957
旅行,typical,958
レベル,typical,959
着る,typical,960
馬,typical,961
興味,typical,962
批判,typical,962
末,typical,964
将来,typical,965
週間,typical,966
民族,typical,967
いわゆる,typical,968
夫婦,typical,968
いのち,typical,968
火,typical,971
夏,typical,972
わずか,typical,972
厳しい,typical,974
体験,typical,974
猫,typical,976
参考,typical,976
まさに,typical,978
迎える,typical,978
窓,typical,980
空,typical,981
販売,typical,982
相,typical,983
タイプ,typical,984
全国,typical,984
とれる,typical,986
曲,typical,987
血,typical,988
京都,typical,988
成立,typical,990
あっ,typical,991
とにかく,typical,992
がる,typical,993
予定,typical,993
最高,typical,995
展開,typical,996
席,typical,997
有名,typical,998
担当,typical,998
ドア,typical,1000
しっかり,typical,1000
特徴,typical,1002
想像,typical,1003
がん,typical,1004
辛い,typical,1005
手紙,typical,1006
敵,typical,1007
資金,typical,1007
壁,typical,1009
東,typical,1010
仲間,typical,1010
押す,typical,1012
態度,typical,1013
資料,typical,1013
グループ,typical,1015
超える,typical,1016
極めて,typical,1017
都,typical,1018
最大,typical,1019
被害,typical,1019
感情,typical,1021
やら,typical,1021
以来,typical,1023
事情,typical,1024
実施,typical,1024
歯,typical,1026
北,typical,1026
諸,typical,1028
師,typical,1029
きっと,typical,1030
パソコン,typical,1031
軽い,typical,1032
園,typical,1033
全,typical,1034
知恵,typical,1035
病,typical,1036
新た,typical,1037
建物,typical,1038
集団,typical,1039
肩,typical,1039
老人,typical,1041
物語,typical,1041
検討,typical,1043
並ぶ,typical,1044
ゆっくり,typical,1044
定める,typical,1046
学ぶ,typical,1047
明日,typical,1048
範囲,typical,1049
サイト,typical,1050
本来,typical,1051
要求,typical,1051
症,typical,1053
やさしい,typical,1054
検査,typical,1054
年齢,typical,1056
提供,typical,1056
我,typical,1056
ケース,typical,1059
感覚,typical,1060
関連,typical,1060
教,typical,1062
指,typical,1063
世,typical,1064
団体,typical,1064
左,typical,1066
近代,typical,1067
まい,typical,1068
愛,typical,1069
叔父,typical,1070
反応,typical,1071
韓国,typical,1072
代わり,typical,1073
うなずく,typical,1074
市民,typical,1075
分析,typical,1075
指摘,typical,1077
医師,typical,1078
通る,typical,1079
作成,typical,1079
罪,typical,1081
教師,typical,1082
運ぶ,typical,1083
目標,typical,1083
モデル,typical,1085
文学,typical,1086
伴う,typical,1087
広がる,typical,1088
金額,typical,1089
魚,typical,1090
もともと,typical,1090
共同,typical,1092
差,typical,1093
付き合う,typical,1093
泣く,typical,1095
ソフト,typical,1096
進める,typical,1097
資産,typical,1098
ヤフー,typical,1098
形成,typical,1101
袋,typical,1102
神経,typical,1102
アジア,typical,1104
ホーム,typical,1105
つながる,typical,1106
み,typical,1107
じゃ,typical,1108
以降,typical,1109
かわいい,typical,1110
字,typical,1111
社員,typical,1111
準備,typical,1113
安定,typical,1114
あげる,typical,1115
とらえる,typical,1116
生命,typical,1117
突然,typical,1118
見つめる,typical,1119
請求,typical,1120
公,typical,1121
運転,typical,1122
重い,typical,1123
規模,typical,1123
喜ぶ,typical,1125
社長,typical,1126
姉,typical,1127
避ける,typical,1128
学習,typical,1129
細胞,typical,1130
工場,typical,1131
途中,typical,1132
エネルギー,typical,1133
弁護,typical,1134
変,typical,1135
さて,typical,1136
協力,typical,1136
会議,typical,1138
負担,typical,1138
建設,typical,1138
おかしい,typical,1141
腹,typical,1142
距離,typical,1143
今後,typical,1143
茶,typical,1145
登場,typical,1146
体制,typical,1147
説,typical,1148
ちゃんと,typical,1149
応ずる,typical,1149
付き,typical,1151
変更,typical,1151
ごとし,typical,1153
届く,typical,1154
近づく,typical,1154
観,typical,1156
笑い,typical,1156
道路,typical,1158
平成,typical,1159
株式,typical,1160
春,typical,1161
巻,typical,1161
集まる,typical,1163
米,typical,1164
倍,typical,1165
いらっしゃる,typical,1166
よろしく,typical,1167
事故,typical,1168
後,typical,1169
雪,typical,1170
関心,typical,1171
ポイント,typical,1172
人口,typical,1173
仕方,typical,1174
携帯,typical,1174
かつ,typical,1176
つくり,typical,1177
戦後,typical,1177
理論,typical,1177
義務,typical,1177
憲法,typical,1177
希望,typical,1182
におい,typical,1183
丸,typical,1183
出かける,typical,1185
質,typical,1185
削除,typical,1187
機会,typical,1188
眺める,typical,1188
勝手,typical,1190
通常,typical,1191
選手,typical,1192
い,typical,1193
発表,typical,1194
出版,typical,1195
日常,typical,1196
製品,typical,1196
張る／貼る,typical,1198
文章,typical,1199
女の子,typical,1200
含める,typical,1201
組,typical,1202
総,typical,1203
ちょうど,typical,1204
独立,typical,1205
傾向,typical,1206
西,typical,1207
目指す,typical,1208
南,typical,1209
メーカー,typical,1209
元気,typical,1211
旅,typical,1212
ファイル,typical,1212
流れ,typical,1214
カード,typical,1214
状,typical,1216
否定,typical,1216
葉,typical,1218
愛する,typical,1219
攻撃,typical,1220
息,typical,1220
相当,typical,1222
隠す,typical,1222
集める,typical,1224
食う,typical,1224
放送,typical,1226
基礎,typical,1227
業務,typical,1227
半分,typical,1229
住民,typical,1229
飛ぶ,typical,1231
維持,typical,1232
昨日,typical,1233
うん,typical,1234
婆,typical,1235
件,typical,1236
特定,typical,1237
白,typical,1238
国内,typical,1239
原則,typical,1240
印象,typical,1241
監督,typical,1241
所有,typical,1243
明るい,typical,1244
ようやく,typical,1245
移動,typical,1246
交換,typical,1247
今回,typical,1248
若者,typical,1249
手続き,typical,1250
自治,typical,1251
もたらす,typical,1252
叫ぶ,typical,1253
痛い,typical,1254
重,typical,1254
逃げる,typical,1256
海外,typical,1257
抜く,typical,1258
対策,typical,1259
民,typical,1260
現場,typical,1261
ドル,typical,1261
向こう,typical,1263
雨,typical,1264
手段,typical,1264
空間,typical,1264
落とす,typical,1267
赤い,typical,1268
きちんと,typical,1269
界,typical,1270
剤,typical,1271
用意,typical,1272
バス,typical,1273
朝鮮,typical,1273
開始,typical,1275
雑誌,typical,1276
現象,typical,1276
となり,typical,1278
建築,typical,1278
暮らす,typical,1278
共通,typical,1281
降りる,typical,1282
たばこ,typical,1283
過程,typical,1284
果たす,typical,1285
安心,typical,1286
約束,typical,1287
地球,typical,1287
米国,typical,1287
登録,typical,1290
記す,typical,1291
類,typical,1292
生む,typical,1292
問う,typical,1294
静か,typical,1295
作用,typical,1295
短い,typical,1297
うそ,typical,1297
増加,typical,1297
キロ,typical,1300
戦,typical,1301
拡大,typical,1301
議論,typical,1303
両親,typical,1304
橋,typical,1304
像,typical,1306
天,typical,1307
止まる,typical,1308
つかむ,typical,1309
返す,typical,1310
営業,typical,1310
過ごす,typical,1312
解釈,typical,1313
秋,typical,1314
失敗,typical,1314
交通,typical,1314
追う,typical,1314
裏,typical,1318
費用,typical,1319
福祉,typical,1319
一定,typical,1321
扱う,typical,1321
午後,typical,1323
看護,typical,1323
改善,typical,1325
実行,typical,1326
眠る,typical,1327
周囲,typical,1328
及ぶ,typical,1329
三千,typical,1330
選挙,typical,1331
森,typical,1332
分野,typical,1333
手術,typical,1333
髪,typical,1335
内部,typical,1336
割,typical,1336
伝統,typical,1338
組合,typical,1339
案,typical,1339
ええ,typical,1341
府,typical,1341
怒る,typical,1343
課題,typical,1344
センター,typical,1345
芸術,typical,1345
年度,typical,1347
番号,typical,1348
医者,typical,1349
革命,typical,1349
要する,typical,1351
だんな,typical,1352
結ぶ,typical,1353
犯罪,typical,1354
五千,typical,1355
穴,typical,1355
保存,typical,1357
満足,typical,1358
涙,typical,1358
人気,typical,1360
法人,typical,1360
暗い,typical,1362
答え,typical,1363
支援,typical,1364
試験,typical,1365
権力,typical,1366
いかが,typical,1367
材料,typical,1368
所得,typical,1369
遅い,typical,1370
証明,typical,1370
ぽい,typical,1372
床,typical,1374
心理,typical,1375
大臣,typical,1376
図る,typical,1377
卒業,typical,1378
ついに,typical,1379
財産,typical,1379
困難,typical,1381
導入,typical,1381
服,typical,1383
採用,typical,1384
節,typical,1385
平均,typical,1386
脳,typical,1386
うたう,typical,1388
黒,typical,1388
姿勢,typical,1390
乗せる,typical,1391
記事,typical,1392
椅子,typical,1393
兵,typical,1393
幕府,typical,1393
戦略,typical,1393
債権,typical,1393
郡,typical,1398
申す,typical,1399
弱い,typical,1400
あらゆる,typical,1400
挨拶,typical,1402
かしら,typical,1402
支える,typical,1404
旧,typical,1405
ベッド,typical,1406
観察,typical,1406
疑問,typical,1408
黙る,typical,1408
大体,typical,1410
空気,typical,1411
最終,typical,1412
仕様,typical,1412
弟,typical,1414
庭,typical,1414
インターネット,typical,1417
要素,typical,1418
受け取る,typical,1419
保証,typical,1420
平和,typical,1421
抱える,typical,1421
豊か,typical,1423
注,typical,1424
庁,typical,1424
たたく,typical,1424
会話,typical,1427
土,typical,1427
物質,typical,1429
さあ,typical,1430
門,typical,1430
返事,typical,1430
渡す,typical,1433
チェック,typical,1433
飛行,typical,1435
前後,typical,1436
箱,typical,1437
実験,typical,1437
積極,typical,1439
競争,typical,1440
州,typical,1441
黒い,typical,1442
犯人,typical,1442
版,typical,1444
ボール,typical,1445
単位,typical,1446
誕生,typical,1447
もっとも,typical,1448
ただ,typical,1448
記載,typical,1448
たとえ,typical,1451
育てる,typical,1452
債務,typical,1453
概念,typical,1454
借りる,typical,1455
両,typical,1455
同士,typical,1457
宮,typical,1459
遠い,typical,1460
瞬間,typical,1461
堂,typical,1461
キリスト,typical,1463
症状,typical,1464
ては,typical,1465
クリック,typical,1466
全員,typical,1467
自信,typical,1468
受け入れる,typical,1468
動かす,typical,1470
テーブル,typical,1471
一時,typical,1472
薄い,typical,1473
中学,typical,1473
分ける,typical,1475
立ち上がる,typical,1476
訪れる,typical,1477
充てる,typical,1478
しも,typical,1479
食,typical,1479
正面,typical,1481
背,typical,1482
製造,typical,1482
めぐる,typical,1484
通信,typical,1485
超,typical,1486
多数,typical,1487
焼く,typical,1488
文書,typical,1488
赤,typical,1490
伸ばす,typical,1490
一日,typical,1492
指定,typical,1492
出会う,typical,1494
青年,typical,1495
助ける,typical,1495
望む,typical,1495
一生,typical,1498
検索,typical,1499
やっと,typical,1500
ツケ,typical,1500
通う,typical,1502
がち,typical,1503
納得,typical,1504
神社,typical,1505
幸せ,typical,1506
高齢,typical,1506
番組,typical,1508
層,typical,1508
妊娠,typical,1510
冬,typical,1511
信頼,typical,1511
時点,typical,1511
見つかる,typical,1514
鳥,typical,1515
鏡,typical,1516
爺,typical,1517
整備,typical,1518
機械,typical,1519
位,typical,1519
美術,typical,1519
スポーツ,typical,1522
画面,typical,1522
カ所,typical,1524
制限,typical,1524
チーム,typical,1526
民主,typical,1526
遺伝,typical,1526
入り,typical,1529
生物,typical,1529
兼ねる,typical,1531
大量,typical,1531
左右,typical,1533
楽,typical,1534
少女,typical,1534
視線,typical,1536
ＣＤ,typical,1536
条約,typical,1538
群,typical,1539
肉,typical,1540
注目,typical,1540
証拠,typical,1542
時々,typical,1544
雰囲気,typical,1545
ロシア,typical,1546
草,typical,1547
ありがとう,typical,1548
鼻,typical,1548
上る,typical,1550
取得,typical,1551
議員,typical,1552
なくなる,typical,1553
形式,typical,1554
不足,typical,1555
波,typical,1556
落ち着く,typical,1557
http:,typical,1558
まとめる,typical,1558
ゲーム,typical,1560
抜ける,typical,1561
取り上げる,typical,1561
今年,typical,1563
格好,typical,1563
介護,typical,1565
集中,typical,1566
対,typical,1566
狭い,typical,1568
発行,typical,1568
株,typical,1570
完成,typical,1571
作家,typical,1571
あんな,typical,1573
ネット,typical,1574
授業,typical,1575
男女,typical,1575
収入,typical,1575
素晴らしい,typical,1578
電気,typical,1579
構う,typical,1580
明確,typical,1581
命令,typical,1582
適用,typical,1582
戦う,typical,1584
ぜひ,typical,1585
財政,typical,1585
達する,typical,1585
終了,typical,1588
悩む,typical,1589
団,typical,1590
洗う,typical,1591
一切,typical,1591
痛み,typical,1591
そちら,typical,1594
全然,typical,1595
詩,typical,1595
ずいぶん,typical,1597
交渉,typical,1598
藩,typical,1599
疲れる,typical,1600
着く,typical,1601
政権,typical,1602
編集,typical,1603
従来,typical,1604
しゃべる,typical,1605
植物,typical,1606
意思,typical,1607
なれる,typical,1608
整理,typical,1609
編,typical,1610
ワン,typical,1610
流す,typical,1612
兄弟,typical,1613
医学,typical,1613
メディア,typical,1613
正確,typical,1616
図書,typical,1617
握る,typical,1617
減る,typical,1619
哲学,typical,1620
予想,typical,1621
記者,typical,1621
首相,typical,1623
公共,typical,1624
下げる,typical,1625
苦労,typical,1626
出身,typical,1627
一言,typical,1628
有効,typical,1628
世間,typical,1630
女子,typical,1630
異常,typical,1630
あくまで,typical,1633
イン,typical,1633
規制,typical,1633
すっかり,typical,1636
歩,typical,1636
依頼,typical,1638
占める,typical,1638
背景,typical,1640
優れる,typical,1640
どんどん,typical,1642
無視,typical,1643
包む,typical,1644
周辺,typical,1644
吐く,typical,1646
消す,typical,1647
世代,typical,1647
ガラス,typical,1649
地下,typical,1649
刑事,typical,1649
のぞく,typical,1652
マン,typical,1653
舞台,typical,1653
勝つ,typical,1655
浮かぶ,typical,1656
都合,typical,1657
鉄,typical,1657
改めて,typical,1659
低下,typical,1659
くせ,typical,1661
危機,typical,1661
