Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
じゃあね,See you later.,君がいるから,Because you're here,,,,,,,,,,,,,,,,,,,,
今度は何のアニメにハマったのかねぇ,What anime are you into this time?,なあ加藤,Hey Kato,,,,,,,,,,,,,,,,,,,,
おはよう,"Good morning, Mr. Sawamura.",うん？何？,Hm? What is it?,,,,,,,,,,,,,,,,,,,,
おはよう澤村さん,"Good morning, Sawamura.",今まで気付かなかったけど,I didn't notice it before.,,,,,,,,,,,,,,,,,,,,
おはよう,"Good morning, Mr. Sawamura.",加藤って結構カワイイな,Kato's pretty cute.,,,,,,,,,,,,,,,,,,,,
ご機嫌よう石巻さん,"Good morning, Ishinomaki.",ありがとうでも安芸君が気付かなかったのって,"Thank you, but what you didn't notice, Aki...",,,,,,,,,,,,,,,,,,,,
それに里見さんも,And Satomi...,私がカワイイとかじゃなくて私の存在そのものだよね,"It's not that I'm cute, it's my very existence.",,,,,,,,,,,,,,,,,,,,
澤村さん!,Sawamura!,まあな…,Well...,,,,,,,,,,,,,,,,,,,,
おはよう～,Good morning.,豊ヶ崎学園２年Ｂ組加藤恵,"Toyogasaki Academy, Class 2B, Megumi Kato.",,,,,,,,,,,,,,,,,,,,
澤村さんおはよう,"Sawamura, good morning.",１年の時から同じクラスで,We've been in the same class since first grade.,,,,,,,,,,,,,,,,,,,,
澤村さん元気してた？,"How are you, Sawamura?",結構距離の近い女の子,Girls who are pretty close to each other,,,,,,,,,,,,,,,,,,,,
久しぶりね澤村さん,"Long time no see, Sawamura.",お待たせしました,Here you go.,,,,,,,,,,,,,,,,,,,,
ねえほら見て私達同じＧ組だよ,"Hey, look, we're in G class, too.",レアチーズケーキお願いします,"Rare cheesecake, please.",,,,,,,,,,,,,,,,,,,,
そっそうね,That's right.,こうして見てみると間違いなくカワイイ,She's definitely cute when you look at her like this.,,,,,,,,,,,,,,,,,,,,
これから一年間よろしくね,I'm looking forward to working with you for a year.,かしこまりました,I'll take that as a yes.,,,,,,,,,,,,,,,,,,,,
澤村さん？,Sawamura?,目鼻立ちは整ってて背も低からず高からず,"Well-rounded eyes, not too short, not too tall.",,,,,,,,,,,,,,,,,,,,
えっああ…ううん,No...,肌もまあまあきめ細かく,Her skin is fine and even.,,,,,,,,,,,,,,,,,,,,
よっ倫也,"Yo, Rinya.",出るところはそこそこ出て引っ込むところもなかなか引っ込んでる,"She's got a little bit of everything, and a little bit of everything, and a little bit of everything, and a little bit of everything.",,,,,,,,,,,,,,,,,,,,
喜彦か,So you're Kihiko.,いやカワイイのは当然だ,No wonder she's so cute.,,,,,,,,,,,,,,,,,,,,
今年も同じクラスだな,We're in the same class again this year.,俺はこの子に運命さえ感じたんだから,I felt like I was destined for this girl.,,,,,,,,,,,,,,,,,,,,
今忙しんだ邪魔しないでくれ,"I'm busy right now, so don't interrupt me.",なのに…,And yet...,,,,,,,,,,,,,,,,,,,,
何だよ冬アニメの総評か,"What is this, a review of the winter anime?",頼んでないですけど,I didn't ask for this.,,,,,,,,,,,,,,,,,,,,
それとも三月売りラノベのレビューか,Or is it a review of the novels sold in March?,今のこのあまりに薄い存在感は何なんだ,What's with this very thin presence right now?,,,,,,,,,,,,,,,,,,,,
そんなのとっくに終わってる,That's already been done.,大変失礼いたしました,I beg your pardon.,,,,,,,,,,,,,,,,,,,,
アニメなら最終回放映後２４時間以内,"For anime, within 24 hours of the last episode airing.",それじゃいただきます,Bon appétit.,,,,,,,,,,,,,,,,,,,,
ラノベなら発売三日以内,Or within 3 days of the release of a novella.,おごってもらっちゃって悪いね,I'm sorry for buying you a drink.,,,,,,,,,,,,,,,,,,,,
ゲームなら一週間以内,"For games, within a week.",こっちこそ急に誘って悪かったな,I'm sorry I asked you out so suddenly.,,,,,,,,,,,,,,,,,,,,
ちゃんとネタバレありなしを分けて,I'm on a mission to provide information that's enjoyable and useful to everyone,いいよ今日は特に用事もなかったし,It's okay. I didn't have anything special to do today.,,,,,,,,,,,,,,,,,,,,
誰が見ても楽しく役に立つ情報を発信するのが俺の使命だ,My mission is to provide information that is enjoyable and useful for everyone.,そういえばさあの時の帽子ってどうした,"By the way, what happened to your hat?",,,,,,,,,,,,,,,,,,,,
大手ブロガーは言うことが違うね,"A big blogger says it differently, doesn't he?",あれなら親戚の子にあげたよ,I gave it to a relative.,,,,,,,,,,,,,,,,,,,,
で結局何やってんだよ,So what are you doing after all?,いとこの子が遊びに来てね,My cousin came to visit.,,,,,,,,,,,,,,,,,,,,
これはなとても重要なミッションなんだ,This is a very important mission.,何か気に入ったみたいだから,She liked it.,,,,,,,,,,,,,,,,,,,,
俺の新たなオタク人生の始まりに相応しい超特大プロジェクト,It's the beginning of my new life as a nerd... a project of epic proportions.,帰り際にお土産にって,He said he'd bring it home as a souvenir.,,,,,,,,,,,,,,,,,,,,
おいあれ見ろよ倫也,"Hey, look at that, Rinya!",俺との運命の出会いの価値は親戚への義理以下ですかそうですか,So my fateful encounter with you was worth less than your in-law's kindness to a relative?,,,,,,,,,,,,,,,,,,,,
質問しておいてこっちが答えたらいきなりスルーってのは,"You ask me a question, and when I answer...",何？,What?,,,,,,,,,,,,,,,,,,,,
友達としてどうなんだよ,How's that for a friend?,いやぁあの時はすっごい偶然だったよなって,I just thought it was an amazing coincidence.,,,,,,,,,,,,,,,,,,,,
ほら澤村さんだよ,"Look, there's Sawamura-san!",安芸君の方もちゃんと私のこと気付いてくれてたら,If only Aki had noticed me too.,,,,,,,,,,,,,,,,,,,,
澤村・スペンサー・英梨々,"Sawamura, Spencer, Erika.",偶然だったかもね,It might have been a coincidence.,,,,,,,,,,,,,,,,,,,,
父親がイギリス外交官のハーフお嬢様,Half-breed daughter whose father is a British diplomat.,いやいや加藤の記憶力がすごいんだって,"No, no, no. Kato's memory is amazing.",,,,,,,,,,,,,,,,,,,,
しかも入学してすぐに市の展覧会で入選した美術部のスーパーエース,And a super ace in the art department who won a prize at a city exhibition right after entering school.,俺みたいな目立たないオタクのことなんか覚えてたんだから,He remembered an inconspicuous nerd like me.,,,,,,,,,,,,,,,,,,,,
いまさら何興奮してんだよ,Why are you so excited now?,オタクってのは認めるけど,"I'm a nerd, I admit it.",,,,,,,,,,,,,,,,,,,,
いや２年になってますますかわいさに磨きがかかったよなあ彼女,"She's gotten even cuter in her second year, hasn't she?",目立たないって言われても困るよ,I don't like being called inconspicuous.,,,,,,,,,,,,,,,,,,,,
まだ三次元に未練があるのかよ,You're still hung up on the 3-D?,何で？,Why not?,,,,,,,,,,,,,,,,,,,,
俺が１年かけて二次元にハメてやったってのに,I spent a year trying to get her into the 2-D world.,だって俺なんかどこにでもいる何の変哲もない…,Because I'm just a regular guy...,,,,,,,,,,,,,,,,,,,,
お前ってやつは…,You're such a...,だって安芸君うちの学校の３大有名人の一人に数えられてるし,"Aki, you're one of the three most famous people in our school.",,,,,,,,,,,,,,,,,,,,
バーカ何言ってんだよ,What are you talking about?,何それ,What's that?,,,,,,,,,,,,,,,,,,,,
だからこそだろ,That's exactly why.,図書室にラノベ入れたり,We have a library full of novels.,,,,,,,,,,,,,,,,,,,,
色白ハーフ,She's half-white.,学園祭でアニメ上映会やったり,Showing anime at the school festival...,,,,,,,,,,,,,,,,,,,,
金髪ツインテール,"Blonde hair, twin tails.",安芸倫也って名前を知らない人はうちの学校にはいないよ,There's no one in our school who doesn't know the name Aki Rinya.,,,,,,,,,,,,,,,,,,,,
しかもニーソ,And knee-high socks!,何てことだ,"Oh, my God.",,,,,,,,,,,,,,,,,,,,
二次元的記号だらけの萌えヒロインじゃないか,She's a moe heroine full of two-dimensional symbols!,これほどまでオタク人口が増えた今になっても,Even now that the otaku population has grown so large...,,,,,,,,,,,,,,,,,,,,
バカはお前だ,You're the idiot.,世間はまだ俺たちに対して悪い意味で注目してるというのか,People are still paying attention to us in a bad way.,,,,,,,,,,,,,,,,,,,,
三次元ってのはなもっとめんどくさいんだよ,Three dimensional girls are much more complicated.,別にオタク全般の話をしてるんじゃないんだけど,I'm not talking about otaku in general.,,,,,,,,,,,,,,,,,,,,
おい倫也始業式出ないのかよ,"Hey, Rinya! Aren't you going to the opening ceremony?",全然知らなかったそんなに有名人だったのか俺,I had no idea that I was that famous.,,,,,,,,,,,,,,,,,,,,
悪いちょっと先行っててくれ,I'm sorry. You'll have to go ahead.,でもそんな安芸君とは逆に,"But on the contrary, Aki...",,,,,,,,,,,,,,,,,,,,
迂闊だったな英梨々,Eirina...,私って地味なんだよね,I'm kind of a simple guy.,,,,,,,,,,,,,,,,,,,,
まさかお前が初回限定版を買い逃すなんて,I can't believe you missed out on the limited edition.,地味…だと,"""Simple...",,,,,,,,,,,,,,,,,,,,
まあ通販サイトはだいぶ前に注文締め切ってたしな,"Well, the online ordering site closed down a long time ago.",いやだから頼んでないって,That's why I didn't ask you.,,,,,,,,,,,,,,,,,,,,
予約開始の日に特典の付く全部のショップで注文した俺に感謝す…,Thank God I ordered it from all the stores that offered the special offer the day it went on sale...,特に成績がいいわけでもないし,I don't have particularly good grades.,,,,,,,,,,,,,,,,,,,,
学校じゃ話し掛けるなって言ったわよ,I told you not to talk to me at school.,部活にも入ってないし,And I'm not in any club.,,,,,,,,,,,,,,,,,,,,
発売日に重さ1.8ｋｇのボックスを５つ抱えて秋葉を走り回った,I ran around Akihabara on release day with 5 boxes weighing 1.8 kilograms.,申し訳ありません申し訳ありません,I'm sorry.,,,,,,,,,,,,,,,,,,,,
俺に対する労いの言葉は,The only thing you said to me about my work was...,クラス委員とかもやったことないし,I've never been on a class committee.,,,,,,,,,,,,,,,,,,,,
特典タペストリーはあんたに渡したでしょ,I gave you the bonus tapestry.,友達もそんなにいるわけじゃないし,I don't have that many friends.,,,,,,,,,,,,,,,,,,,,
感謝してほしいくらいよ,You should be thanking me.,だからって今以上にたくさん作ろうって気もないし,I don't want to make more friends than I have now.,,,,,,,,,,,,,,,,,,,,
だいたいＧ組まで何しに来たのよ,What the hell are you doing in Group G?,だからまあ安芸君に覚えてもらえないのも仕方ない…,So it's no wonder Aki doesn't remember me...,,,,,,,,,,,,,,,,,,,,
あんたＢ組でしょ,"You're in B class, aren't you?",違う,"No, it's not.",,,,,,,,,,,,,,,,,,,,
俺のクラス知ってんのか,You know my class?,加藤お前は地味なんかじゃない,"Kato, you're not a simple guy.",,,,,,,,,,,,,,,,,,,,
今日発表だったのに,They announced it today.,ちょっと急にどうしたの,What's wrong all of a sudden?,,,,,,,,,,,,,,,,,,,,
用がないならもう行く,"If you don't need me, I'll be on my way.",自分のこと地味だなんて言うな,Don't call yourself plain.,,,,,,,,,,,,,,,,,,,,
待ってくれ大事な話があるんだ,"Wait a minute, I have something important to tell you.",そんなふうに間違ったイメージで自分を決め付けるのはやめろ,Don't define yourself by a false image like that.,,,,,,,,,,,,,,,,,,,,
もうすぐ始業式なんだけど,It's almost time for the first day of school.,加藤俺が保証してやる,"I can assure you, Kato.",,,,,,,,,,,,,,,,,,,,
今じゃなきゃ駄目なんだ,It has to be now.,お前は地味なんかじゃない,You are not plain.,,,,,,,,,,,,,,,,,,,,
頼むよ,Please.,安芸君…,Aki...,,,,,,,,,,,,,,,,,,,,
で,Okay.,お前はキャラが死んでるんだよ,You're a dead character.,,,,,,,,,,,,,,,,,,,,
だから企画書,"So, the proposal.",ただ単にキャラが立ってないだけなんだよ,You just don't have any character.,,,,,,,,,,,,,,,,,,,,
何の,For what?,中途半端なんだよ,You're half-baked.,,,,,,,,,,,,,,,,,,,,
そりゃ俺たちで作る最強のギャルゲーのだよ,It's for the best gal game we can make.,だから目立たないんだよ,That's why you don't stand out.,,,,,,,,,,,,,,,,,,,,
何がどうなったらそういう意味不明でバカげた痛々しい発想に至るのか,"I'd love to know how you came up with such a nonsensical, ridiculous, and painful idea.",あの…ちょっといいかな,Um... may I have a word?,,,,,,,,,,,,,,,,,,,,
是非とも知りたいわね,I'd love to know!,何だ,What?,,,,,,,,,,,,,,,,,,,,
よくぞ聞いてくれた,I'm glad you asked.,それ地味ってよりもひどくない？,"That's more than just plain, isn't it?",,,,,,,,,,,,,,,,,,,,
実はな先週すげえイベントが起こったんだよ,"Actually, something amazing happened last week.",当たり前だ,Of course it is.,,,,,,,,,,,,,,,,,,,,
その時俺運命っていうか天啓っていうか,It was like fate or a revelation or something.,地味キャラをなめるなよ加藤,"Don't underestimate the humble character, Kato.",,,,,,,,,,,,,,,,,,,,
そういうものを感じたっていうか,I felt something like that.,あれほど立ったキャラクターってのもなかなかないんだぞ,It's not every day you find a character that stands out like that.,,,,,,,,,,,,,,,,,,,,
ああそう,"Oh, yeah.",例えば三つ編み眼鏡そばかす,"For example, braids, glasses, freckles...",,,,,,,,,,,,,,,,,,,,
なっすごいだろ,Isn't that great?,そんな地味で地味でしょうがない要素が積み重なっていけば,If such simple and unassuming elements are accumulated,,,,,,,,,,,,,,,,,,,,
まるで少女漫画か恋愛アニメか萌えラノベか,"It's like a shoujo manga, a romance anime, or a moe ranovel.",それは人を引きつける魅力になるんだ,It becomes an attraction that draws people in.,,,,,,,,,,,,,,,,,,,,
ギャルゲーのプロローグみたいだろ,"It's like the prologue to a ""galge"" game.",キャラクターが立つんだよ,It makes the character stand out.,,,,,,,,,,,,,,,,,,,,
そうね何度も見た使い古されたイベントね,"Yeah, we've seen it a million times. It's the same old event.",加藤,Kato.,,,,,,,,,,,,,,,,,,,,
王道は面白いから王道なんだよ,It's a classic because it's funny.,お前にそんな一度見たら忘れられない特徴があるとでもいうのか,Do you think you have such an unforgettable feature once you see it?,,,,,,,,,,,,,,,,,,,,
だから俺あの時の感動をどうしても表現したくて,That's why I wanted to express the emotion of that moment.,ないじゃん全然ないじゃん,Not at all.,,,,,,,,,,,,,,,,,,,,
その女の子との出会いをゲームにしようって？,You wanted to make a game about how you met this girl?,お前最初からそこそこカワイイじゃん,You've always been pretty from the start.,,,,,,,,,,,,,,,,,,,,
あのとき俺の脳内に,"At that time, I had text, visuals and music in my brain.",ギャップとか何もないじゃん,There's no gap or anything.,,,,,,,,,,,,,,,,,,,,
テキストとビジュアルと音楽が同時に流れたんだ,"Text, visuals and music all at the same time.",それで無個性とかもうどうしたらいいんだよ,What am I supposed to do now that I have no personality?,,,,,,,,,,,,,,,,,,,,
それで分かったんだ,And I knew...,えっと…もう一個いいかな,Can I ask you one more thing?,,,,,,,,,,,,,,,,,,,,
この物語を表現するにはゲームしかないんだって,I knew that the only way to express this story was through a game.,何だよ,What?,,,,,,,,,,,,,,,,,,,,
そういう話じゃなくて,That's not what I'm talking about.,そこまで言われる筋合いはないってのはさておき,Aside from the fact that I don't deserve to be told that much...,,,,,,,,,,,,,,,,,,,,
どうしてその子を探し出して告白するって流れにならないの,Why can't I just find this girl and confess my feelings for her?,これでどうだ,How about this?,,,,,,,,,,,,,,,,,,,,
何で三次元の女子に告白しなきゃならないんだ,Why do I have to confess to a three-dimensional girl?,違いますよ,"No, it's not.",,,,,,,,,,,,,,,,,,,,
それで？そのあんたのオナニーにあたしを巻き込もうとする意味は,So? What's the point of involving me in your masturbation?,私が無個性で安芸君が困ることがあるの,"I'm impersonal, and Aki's in trouble.",,,,,,,,,,,,,,,,,,,,
そりゃ俺の知る限りじゃ,"Well, as far as I know.",注文確認したほうが,You should check your order.,,,,,,,,,,,,,,,,,,,,
お前がナンバーワンイラストレーターだからだよ,You're the number one illustrator.,困るよ超困る,"I'm in trouble, super trouble.",,,,,,,,,,,,,,,,,,,,
豊ヶ崎学園美術部エース澤村・スペンサー・英梨々,"Sawamura Spencer Erika, the ace of the Toyogasaki Academy art club.",加藤お前は特別じゃなきゃ駄目なんだよ,"Kato, you have to be special.",,,,,,,,,,,,,,,,,,,,
その正体は隠れオタクにして超人気１８禁同人作家,She's a secret geek and a very popular 18-can doujinshi artist.,キャラが立ってなくちゃいけないんだよ,You have to be a character.,,,,,,,,,,,,,,,,,,,,
締め切り締め切り…,Deadline deadline deadline...,それってどういう理由で,What's the reason for that?,,,,,,,,,,,,,,,,,,,,
サークル「egoistic－lily」柏木エリ,"Circle ""egoistic-lily"" Kashiwagi Eri",だってお前は,Because you're,,,,,,,,,,,,,,,,,,,,
だから,So...,俺のメインヒロインになるはずの女の子だったんだから,You were supposed to be my main heroine,,,,,,,,,,,,,,,,,,,,
学校内でその名前を出すなって言ってるでしょ,I told you not to mention that name in school.,えっと今私って告白されてる,"Well, now I'm being confessed to.",,,,,,,,,,,,,,,,,,,,
やってくれるだろ,"You'll do it, won't you?",俺が加藤に？何で,Me to Kato? Why?,,,,,,,,,,,,,,,,,,,,
やってくれるよな英梨々,"You'll do it, Eri will, won't you?",だよね,"I know, right?",,,,,,,,,,,,,,,,,,,,
やるかバカ,"Will you do it, idiot?",今の安芸君私に話し掛けてても,When you were talking to me just now.,,,,,,,,,,,,,,,,,,,,
なっ…お前小学生のとき約束したじゃないか,You promised me in elementary school...,どこか遠くを見てるような感じだったし,He seemed to be looking somewhere far away.,,,,,,,,,,,,,,,,,,,,
俺いつか必ずゲーム会社の社長になる,I'll become the president of a video game company one day.,遠いのは距離じゃなくて次元なんだよ,"Distant is not distance, it's dimension.",,,,,,,,,,,,,,,,,,,,
そして英梨々を迎えに行くから,And I'll come for Erika.,加藤俺の創作意欲を返せ,"Kato, give me back my creativity.",,,,,,,,,,,,,,,,,,,,
あたしずっと待ってる,I'll be waiting for you.,ごめんいくらなんでもその流れは理解できない,"I'm sorry, I just don't understand that process, no matter how much I want it.",,,,,,,,,,,,,,,,,,,,
絶対トモ君のゲーム会社の原画家になる,I'll definitely become an original artist for Tomo's game company.,俺の嫁をいや夢を返してくれよ,Give me back my wife... or my dream.,,,,,,,,,,,,,,,,,,,,
英梨々,Eirashi.,それはともかく安芸君,"Anyway, Aki...",,,,,,,,,,,,,,,,,,,,
トモ君,Tomo-kun.,話を逸らすなよ,Don't change the subject.,,,,,,,,,,,,,,,,,,,,
小学生がそんな具体的過ぎて夢のない約束なんかするか,What kind of elementary school kid makes promises that are too specific and dreamless?,安芸君ってさもしかして学校一の美少女と付き合ってたりする,Are you dating the most beautiful girls in school?,,,,,,,,,,,,,,,,,,,,
したもん絶対したんだもん,I made it! I made it! I made it!,それも２人も,Two of them.,,,,,,,,,,,,,,,,,,,,
そこまでやりたいなら,If you want to go that far,加藤今のお前の発言には３つ間違いがある,"Kato, there are three things wrong with what you just said.",,,,,,,,,,,,,,,,,,,,
自分で絵とシナリオ書いて作ればいいじゃない,Why don't you write your own pictures and scenario?,一つは学校一の美少女という現実には存在しないギャルゲー設定,One is that the most beautiful girl in school is a galgee setting that doesn't exist in reality.,,,,,,,,,,,,,,,,,,,,
そういうのが同人活動でしょ,"That's what doujin activities are for, right?",一つはその学校一の美少女が２人もいるという設定的矛盾,"One is that there are two of the most beautiful girls in school, which is a contradiction in terms of the setting.",,,,,,,,,,,,,,,,,,,,
駄目なんだ,I can't do it.,でもう一つは,And the other is,,,,,,,,,,,,,,,,,,,,
俺の実力じゃ決して,I'm not good enough.,俺みたいな二次オタに三次元の彼女がいるかもという間違いだらけの認識だ,The other is the misconception that a second generation otaku like me might have a three dimensional girlfriend.,,,,,,,,,,,,,,,,,,,,
あの女の子の美しさを表現できない,I'll never be able to express the beauty of that girl.,じゃあ…窓の外のあの人たちは何,Then... what are those people outside the window?,,,,,,,,,,,,,,,,,,,,
そんなにカワイイ子だったの,She was so pretty.,あの安芸君,That Aki.,,,,,,,,,,,,,,,,,,,,
今でも俺の目に焼き付いている,I can still see her in my mind's eye.,何だよ,What?,,,,,,,,,,,,,,,,,,,,
白いワンピースに白いベレー,A white dress and a white beret,どうしてここに澤村さんと霞ヶ丘先輩が,Why are Sawamura-san and Kasumigaoka-senpai here?,,,,,,,,,,,,,,,,,,,,
風に舞う桜の花びらに彩られ,decorated with cherry petals dancing in the wind,そうか２人のことを知ってるなら話は早いな,"Well, if you know them, you're in the right place.",,,,,,,,,,,,,,,,,,,,
坂の上に立ち尽くす彼女の儚い姿,Her fragile figure standing on the hill,ていうかうちの生徒で知らない人なんかいないと思うけど,"I mean, I don't think there's a student here who doesn't know them.",,,,,,,,,,,,,,,,,,,,
それ全然顔のこと触れてないじゃない,You didn't mention her face at all,だって豊ヶ崎２大美女だよ,They're the two most beautiful women in Toyogasaki.,,,,,,,,,,,,,,,,,,,,
あんたホントは覚えてないんじゃないの,"You really don't remember, do you?",だからそのギャルゲー設定みたいな呼び方やめようぜ,So let's not call them that.,,,,,,,,,,,,,,,,,,,,
違う,"No, I don't.",安芸君も入れたら豊ヶ崎３大有名人勢揃いだよ,"If we include Aki, we've got the three most famous people in Toyogasaki.",,,,,,,,,,,,,,,,,,,,
あんな完璧なイメージ俺の表現力じゃ追い付かないだけなんだ,It's just that I'm not good enough to describe such a perfect image.,狭いな世間,It's a small world.,,,,,,,,,,,,,,,,,,,,
そんなの彼女を貶めることになる,That would be demeaning to her.,そんなわけで私だけ場違い過ぎて困ってるんだけど,I'm the only one who's out of place.,,,,,,,,,,,,,,,,,,,,
だからこそ英梨々のイラストの力が必要って,That's why we need Erika's illustration skills.,心配するな,Don't worry.,,,,,,,,,,,,,,,,,,,,
だいたいね倫也,Anyway... Rinya...,２人とも見た目は敷居高そうだけど,You both look like you'd be hard to find.,,,,,,,,,,,,,,,,,,,,
あんた最初から考え方が歪んでるのよ,Your way of thinking has been distorted from the start.,実際はそこまでじゃない,"But in reality, we're not that different.",,,,,,,,,,,,,,,,,,,,
エロ同人誌描いてるお前にそれを言われるとは思わなかったぞ,I never thought I'd hear that from a guy who draws erotic doujinshi.,そうなの,I know.,,,,,,,,,,,,,,,,,,,,
それだけ熱く語っておきながら肝心のところは人に丸投げとか,"You talk so passionately about it, but you leave the important part to others.",ああどっちも口が悪くて性格黒い上に,"Yeah, they're both foul-mouthed, dark-skinned",,,,,,,,,,,,,,,,,,,,
全然本気が感じられない,I don't feel that you're serious at all.,俺と同等以上のオタクだからな,And they're both as much nerds as I am.,,,,,,,,,,,,,,,,,,,,
とにかく楽して儲けたいっていうプロデューサーとかいう,You're just a producer who wants to have fun and make money.,紹介しよう加藤,"Let me introduce you to them, Kato.",,,,,,,,,,,,,,,,,,,,
詐欺師のやり口そのまんまなのよ,It's just like a scam artist who wants to make money.,この２人こそ俺のゲーム制作サークルのメンバー,These two are the members of my game making circle.,,,,,,,,,,,,,,,,,,,,
俺はそんないい加減な人種とは違う,I'm not one of those sloppy people.,原画の澤村・スペンサー・英梨々と,"Sawamura, Spencer and Erika, who do the original drawings.",,,,,,,,,,,,,,,,,,,,
やる気も情熱もある,I have motivation and passion.,シナリオの霞ヶ丘詩羽先輩だ,"And Shiba Kasumigaoka, who does the scenario.",,,,,,,,,,,,,,,,,,,,
そして溢れんばかりのアイデアだってある,And I'm full of ideas.,ごめん意味分からない,"I'm sorry, I don't understand.",,,,,,,,,,,,,,,,,,,,
だからこの企画を実現できるのは俺しか,I'm the only one who can make this project happen.,本当に意味分からないわね倫理君,"I really don't get it, Ethics.",,,,,,,,,,,,,,,,,,,,
