Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
これこれ （客）ああ… この色だよ これ （客）変わってますよね,"-First of all, look here. At this color. -It is different.",,,,,,,,,,,,,,,,,,,,,,
（トク）色？ （シンゾウ）これ！,-Color? -Look.,,,,,,,,,,,,,,,,,,,,,,
（トク）おお 黄色いな この酒,"Oh, it's yellow.",,,,,,,,,,,,,,,,,,,,,,
これが酒本来の色なんだよ,This is the true color of sake.,,,,,,,,,,,,,,,,,,,,,,
（トク）ほお～,Is that so?,,,,,,,,,,,,,,,,,,,,,,
お酒の場合は やまぶき色って言うんですって,"In the case of sake, it's called yamabuki-iro.",,,,,,,,,,,,,,,,,,,,,,
（トク）へえ （馨）やまぶき色？,Really? Yamabuki-iro?,,,,,,,,,,,,,,,,,,,,,,
やまぶき色って もっとすごく黄色くない？,Isn't that a stronger yellow tone?,,,,,,,,,,,,,,,,,,,,,,
（美音）うん 私もそう思って調べてみたの,Yeah. I thought the same thing so I looked it up.,,,,,,,,,,,,,,,,,,,,,,
一番近い色は 密陀僧(みつだそう)って色だったんだけど,The closest color was called mitsudasou.,,,,,,,,,,,,,,,,,,,,,,
（馨）密陀僧？ そんな色 聞いたこともないわ,Mitsudasou? I've never heard of it.,,,,,,,,,,,,,,,,,,,,,,
だから 分かりやすく― やまぶき色って 言われてるんだと思うわよ,"That's probably why by it's called by the recognized color, yamabuki-iro.",,,,,,,,,,,,,,,,,,,,,,
（馨）わざわざ色見本 調べるところとか― お姉ちゃんらしいというか めんどくさいというか…,It's just like you to do something as tedious as look up color charts--,,,,,,,,,,,,,,,,,,,,,,
うるさいわね 気になったら調べるでしょ,Shut it. It's normal to look things up if you're interested in them.,,,,,,,,,,,,,,,,,,,,,,
（馨）はいはい 私も勉強させていただいてます,"Yeah, sure. I learned something thanks to you.",,,,,,,,,,,,,,,,,,,,,,
（シンゾウ）フフフ… なんてね,I was just kidding.,,,,,,,,,,,,,,,,,,,,,,
ラベルがちょこっと 見えちゃったんだよ,I got a glimpse of the label.,,,,,,,,,,,,,,,,,,,,,,
（美音）ずるい 反則じゃないですか,How sneaky of you. That's cheating.,,,,,,,,,,,,,,,,,,,,,,
（トク） 脇が甘いんだよ 美音坊は,"Your defense is weak, Mine-bo.",,,,,,,,,,,,,,,,,,,,,,
（馨）引き分けってことだね,It's a draw then.,,,,,,,,,,,,,,,,,,,,,,
（トク）それにしても このおでん うめえな,"Either way, this oden is delicious.",,,,,,,,,,,,,,,,,,,,,,
（シンゾウ）うん （トク）あれ？,Huh?,,,,,,,,,,,,,,,,,,,,,,
美音坊 もしかして… あれ あるんだろ？,Mine-bo. Do you have that thing?,,,,,,,,,,,,,,,,,,,,,,
あれって？,What thing?,,,,,,,,,,,,,,,,,,,,,,
意地悪なこと言うなよ みそ漬けだよ みそ漬け,Don't be so mean. I'm talking about misozuke.,,,,,,,,,,,,,,,,,,,,,,
フッ 目ざといなあ,You have a sharp eye.,,,,,,,,,,,,,,,,,,,,,,
明日のおすすめにしようと 思ってたのに,I was planning on making it tomorrow's special.,,,,,,,,,,,,,,,,,,,,,,
明日か… でも明日は予定があって 来られねえんだよ,"Tomorrow, huh? But I have plans and can't come tomorrow.",,,,,,,,,,,,,,,,,,,,,,
ん～ 今日のうち 食わせてくれよ な？ 元気をつけときたいからさ,Come on and let me have it today. I want to get some energy.,,,,,,,,,,,,,,,,,,,,,,
いいじゃん 今日 トクさん 嫌なことあったみたいだし ねえ,"What's the big deal? It seems Toku had a rough day, right?",,,,,,,,,,,,,,,,,,,,,,
（トク）うん （馨）出してあげれば？,Let him have it.,,,,,,,,,,,,,,,,,,,,,,
（美音）まだ 食べ頃じゃないかもしれないけど,It might not be ready yet…,,,,,,,,,,,,,,,,,,,,,,
分かった 特別にお出しします,Fine. I'll treat you to it.,,,,,,,,,,,,,,,,,,,,,,
おお やった！,That's the spirit.,,,,,,,,,,,,,,,,,,,,,,
お待ちください （トク）はい,-Please wait. -I will.,,,,,,,,,,,,,,,,,,,,,,
（馨）はい （トク）おっ はいはい はいはい,-Here you go. -Oh! -This is it. -Egg yolk misozuke.,,,,,,,,,,,,,,,,,,,,,,
（馨）卵黄のみそ漬けね,-This is it. -Egg yolk misozuke.,,,,,,,,,,,,,,,,,,,,,,
（シンゾウ）う… うまそうだな,Th-That looks good.,,,,,,,,,,,,,,,,,,,,,,
（トク）何だよ 自分だって そのザマかい,"What? You can't resist it, either?",,,,,,,,,,,,,,,,,,,,,,
（馨）はーい フライング お二人目！,And another one jumps the gun!,,,,,,,,,,,,,,,,,,,,,,
すまねえ,Sorry.,,,,,,,,,,,,,,,,,,,,,,
シンゾウさん 卵黄のみそ漬けね （シンゾウ）おわびついでに―,-One for Shinzo. -Thank you.,,,,,,,,,,,,,,,,,,,,,,
酒 もう１杯頼むよ 美音坊,-I'll order another drink as thanks. -Oh!,,,,,,,,,,,,,,,,,,,,,,
じゃあ 今度は 軽く燗(かん)にしましょうか,Shall we go for a hot sake next?,,,,,,,,,,,,,,,,,,,,,,
いいねえ おでんには冷や,That will be nice. Chilled sake for oden and hot sake for this.,,,,,,,,,,,,,,,,,,,,,,
これには燗 うん,Chilled sake for oden and hot sake for this.,,,,,,,,,,,,,,,,,,,,,,
文句～ あるか,You gotta problem?,,,,,,,,,,,,,,,,,,,,,,
はい,Thanks.,,,,,,,,,,,,,,,,,,,,,,
ちょっと早いけど コクがあってうまい,"It may be a bit soon, but it's rich and delicious.",,,,,,,,,,,,,,,,,,,,,,
（美音）そういえば トクさん,By the way Toku…,,,,,,,,,,,,,,,,,,,,,,
（トク）うん？,Huh?,,,,,,,,,,,,,,,,,,,,,,
憂さ晴らしって 何があったの？,Why do you need to blow off steam?,,,,,,,,,,,,,,,,,,,,,,
ああ 今日の現場,Oh that… A lot happened at work today and we couldn't finish the job.,,,,,,,,,,,,,,,,,,,,,,
いろいろあって終わんなくてな,A lot happened at work today and we couldn't finish the job.,,,,,,,,,,,,,,,,,,,,,,
おやおや トクさんにしては 珍しいんじゃないの 何か どうしたんだい？,That's unusual for you. What happened?,,,,,,,,,,,,,,,,,,,,,,
手子(てこ)が来なかった,The teko didn't come.,,,,,,,,,,,,,,,,,,,,,,
手子？,-Oh? -Teko?,,,,,,,,,,,,,,,,,,,,,,
下働きする助手のことだ,It's what we call an apprentice.,,,,,,,,,,,,,,,,,,,,,,
（トク）うん,Right.,,,,,,,,,,,,,,,,,,,,,,
トクさんの現場だと―,"At Toku's workplace,",,,,,,,,,,,,,,,,,,,,,,
資材を運んだり 道具をそろえたりか？,"they do things like carry materials and gather tools, right?",,,,,,,,,,,,,,,,,,,,,,
そうそう そうそう,"Yes, that's right.",,,,,,,,,,,,,,,,,,,,,,
新しく入った弟子が 無断で休みやがった,The new apprentice skipped work without permission.,,,,,,,,,,,,,,,,,,,,,,
（シンゾウ）ほう,-Oh. -Here's your beer.,,,,,,,,,,,,,,,,,,,,,,
具合が悪かったとか？,Was he sick?,,,,,,,,,,,,,,,,,,,,,,
だったら まだよかったんだがな,I wish that had been the case.,,,,,,,,,,,,,,,,,,,,,,
嫌んなったって言いやがるんだよ （馨）え？,-He said he was fed up. -What?,,,,,,,,,,,,,,,,,,,,,,
朝起きて 今日も一日中― 足場の柱や板 運んだりすんのが―,"Said he woke up, and just felt fed up with carrying poles and wood all day long.",,,,,,,,,,,,,,,,,,,,,,
もう 急に嫌になったってよ,It came out of nowhere.,,,,,,,,,,,,,,,,,,,,,,
（シンゾウ） それで現場 空けたのかい,-So he skipped work? -Yeah.,,,,,,,,,,,,,,,,,,,,,,
ありかよ そんなの,"Hey now, that's not acceptable.",,,,,,,,,,,,,,,,,,,,,,
そんなやつには 見えなかったんだがなあ…,He didn't seem like that kind of kid…,,,,,,,,,,,,,,,,,,,,,,
じゃあ トクさん 今日 大変だったんじゃ？,"You must have had a hard day, Toku.",,,,,,,,,,,,,,,,,,,,,,
ああ 現場監督 カンカンだよ,Yeah. The site supervisor was furious.,,,,,,,,,,,,,,,,,,,,,,
いつもの２倍は働いたね,I did double my usual workload.,,,,,,,,,,,,,,,,,,,,,,
ああ だって 明日もよ― 朝イチから クレーム現場をやっつけて―,"And tomorrow, I have to deal with a complaint at a construction site,",,,,,,,,,,,,,,,,,,,,,,
そのあとに戸建ての解体もあるしよ,then take down a house site after that.,,,,,,,,,,,,,,,,,,,,,,
（馨）ああ… じゃあ 明日も大変だ,So tomorrow will be tough too!,,,,,,,,,,,,,,,,,,,,,,
大変なんだよ,It really will be.,,,,,,,,,,,,,,,,,,,,,,
ああ 馨ちゃん もう１本つけて,"Kaoru, give me another.",,,,,,,,,,,,,,,,,,,,,,
（美音）トクさん,Toku.,,,,,,,,,,,,,,,,,,,,,,
明日に響くから 今日はもう締めにしましょ,It'll affect you tomorrow so let's call it a day.,,,,,,,,,,,,,,,,,,,,,,
（シンゾウ）おっ そうか （トク）何だよ… 卵黄のみそ漬け以外にも おまけがあったか,"Oh, does that mean the egg yolk misozuke wasn't the only giveaway?",,,,,,,,,,,,,,,,,,,,,,
大根には葉っぱが付き物ですから,"Daikon radish do come with leaves, after all.",,,,,,,,,,,,,,,,,,,,,,
（馨）はい どうぞ,Here you go.,,,,,,,,,,,,,,,,,,,,,,
（トク）ああ 鮮やかだね この緑 うん,Such a brilliant green.,,,,,,,,,,,,,,,,,,,,,,
元気が湧いてきそうだ,This will give me energy.,,,,,,,,,,,,,,,,,,,,,,
外は まだ寒いけど― 春は すぐそこまでって感じよね,"It's still cold outside but this brings a spring feel, doesn't it?",,,,,,,,,,,,,,,,,,,,,,
冬の名残のおでんと 春の先駆けの菜めし,"Oden ends winter, and rice with greens brings spring.",,,,,,,,,,,,,,,,,,,,,,
こいつは なかなか粋な出会いだね,A rather refined matchmaking.,,,,,,,,,,,,,,,,,,,,,,
うん 言うねえ,"Yeah, well said.",,,,,,,,,,,,,,,,,,,,,,
じゃあ 卵黄のみそ漬けは さしずめ―,Then this egg yolk misozuke…,,,,,,,,,,,,,,,,,,,,,,
出会いを取り持つ― 春満月ってとこだな,is our matchmaker for the full moon of spring.,,,,,,,,,,,,,,,,,,,,,,
いよっ エヘヘヘ （馨）おおっ,-Nice one. -Wow!,,,,,,,,,,,,,,,,,,,,,,
（美音）こんにちは,Hello.,,,,,,,,,,,,,,,,,,,,,,
どうも ありがとうございました またお願いします （女性）はーい,"-Thank you, please come again! -Okay!",,,,,,,,,,,,,,,,,,,,,,
こんにちは,Hello.,,,,,,,,,,,,,,,,,,,,,,
（ヒロシ）おお 美音坊 （美音）ああ,"-Hey, Mine-bo. -Oh!",,,,,,,,,,,,,,,,,,,,,,
あっ 昨日の大根どうだった？,How was yesterday's daikon radish?,,,,,,,,,,,,,,,,,,,,,,
あっ すっごくおいしかった みずみずしくて,It was really juicy and tasty.,,,,,,,,,,,,,,,,,,,,,,
そうでしょ いいのよ あれ,Right? It's the good stuff.,,,,,,,,,,,,,,,,,,,,,,
今日はね これよ かき菜,Today's special is kakina.,,,,,,,,,,,,,,,,,,,,,,
わあ おいしそう （ヒロシ）これ いいから 今日,-Looks delicious. -They're great today.,,,,,,,,,,,,,,,,,,,,,,
じゃあ 頂いてこうかな,I'll take it.,,,,,,,,,,,,,,,,,,,,,,
ホント？　持っていこうか あとで,Yeah? I can deliver it.,,,,,,,,,,,,,,,,,,,,,,
ううん 大丈夫 ここで買ってっちゃう （ヒロシ）あっ ホント？ （美音）うん,"-It's okay, I'll buy it now. -Okay.",,,,,,,,,,,,,,,,,,,,,,
あと１つぐらいもらおっかな （ヒロシ）じゃあ２つね,I'll have one more. -Two then. -Yup.,,,,,,,,,,,,,,,,,,,,,,
（美音）うん （ヒロシ）はい ありがとう,Thank you.,,,,,,,,,,,,,,,,,,,,,,
（馨）はいはいはい,Here we go.,,,,,,,,,,,,,,,,,,,,,,
はい ウメさん （ウメ）ああ （馨）かき菜のおひたしと… （ウメ）ありがと （馨）いつもの梅割り,"Ume, here is kakina ohitashi and your usual shochu with hot water.",,,,,,,,,,,,,,,,,,,,,,
はーい,Yes.,,,,,,,,,,,,,,,,,,,,,,
ええっと ２つと いただきます,I'll put two here. Thank you for this.,,,,,,,,,,,,,,,,,,,,,,
ん？　このかき菜… からしじゃなくて わさびあえだね,This kakina ohitashi is made with wasabi and not karashi mustard.,,,,,,,,,,,,,,,,,,,,,,
そう！　たまには 違う辛さもいいでしょ,"Yes! A change in spice is nice, isn't it?",,,,,,,,,,,,,,,,,,,,,,
私が作ったんだよ,I made it.,,,,,,,,,,,,,,,,,,,,,,
やるねえ 馨ちゃん （馨）エヘヘ… （ウメ）ん～,"Well done, Kaoru.",,,,,,,,,,,,,,,,,,,,,,
お先っす （ウメ）どうも,-I'm heading out. -Bye now.,,,,,,,,,,,,,,,,,,,,,,
ありがとうございます また来てね はーい,Thank you very much. -Please come again. -Okay.,,,,,,,,,,,,,,,,,,,,,,
（美音）いらっしゃい （馨）トクさん,-Welcome. -Toku!,,,,,,,,,,,,,,,,,,,,,,
おっ ウメ婆 来てたか,"Ume-ba, you're here.",,,,,,,,,,,,,,,,,,,,,,
何か いいことあったの？ （トク）え？ （ウメ）ご機嫌だね,Do you have good news? You're in a great mood.,,,,,,,,,,,,,,,,,,,,,,
今日は来られなかったはずじゃ？,I thought you couldn't come.,,,,,,,,,,,,,,,,,,,,,,
ああ 連チャンですまねえな （美音）ううん,-Sorry for the trouble. -Not at all.,,,,,,,,,,,,,,,,,,,,,,
現場がうまく片づいたんでな 報告がてら寄らせてもらったんだよ,It went well at work and I wanted to tell you about it.,,,,,,,,,,,,,,,,,,,,,,
（馨）はい 上着 預かる （トク）おう はいはい,-I'll take your jacket. -Thanks.,,,,,,,,,,,,,,,,,,,,,,
昨日と同じ酒な （美音）はい （トク）あと みそ漬け,-The sake from yesterday and misozuke. -Yes.,,,,,,,,,,,,,,,,,,,,,,
はい,Sure.,,,,,,,,,,,,,,,,,,,,,,
弟子がよ 朝一番で現場に来たんだよ,My apprentice came to the work site first thing in the morning.,,,,,,,,,,,,,,,,,,,,,,
（馨）え？ あの逃げ出しちゃった人？,-The one that bailed on work? -Yeah.,,,,,,,,,,,,,,,,,,,,,,
そうそう でな,"-The one that bailed on work? -Yeah. Bracing for the possibility we'd never be hired again,",,,,,,,,,,,,,,,,,,,,,,
二度と仕事はもらえない覚悟で―,"Bracing for the possibility we'd never be hired again,",,,,,,,,,,,,,,,,,,,,,,
現場監督のとこ ２人で謝りに行ったんだよ,we went to apologize to the supervisor.,,,,,,,,,,,,,,,,,,,,,,
そしたらよ “二度とあんたらには頼まないって 言いたいところだが―”,"And he says, ""'I don't want to work with you ever again', is what I want to say,",,,,,,,,,,,,,,,,,,,,,,
“ふだんの仕事は確かだから 今回は大目に見てやる”ってよ,"but you always do such a good job so I will let it go this time.""",,,,,,,,,,,,,,,,,,,,,,
（馨）ああ よかった （トク）おう,-That's great news. -Yes.,,,,,,,,,,,,,,,,,,,,,,
（馨）でも どういう風の吹き回し？ 昨日はカンカンに 怒ってたんですよね？,"But why did he change his mind? He was angry yesterday, right?",,,,,,,,,,,,,,,,,,,,,,
冷静になって考えたらしいんだな,Apparently he calmed down and thought it over.,,,,,,,,,,,,,,,,,,,,,,
その現場監督もよ 昔はヤンチャで相当荒れてたって,The supervisor said he himself was reckless and a mess as a young man.,,,,,,,,,,,,,,,,,,,,,,
でも 今はちゃんと働いてる,But he's working properly now.,,,,,,,,,,,,,,,,,,,,,,
だから若いやつは長い目で 見てやらないとってな うん,"So he said he needs to be patient with young ones, too.",,,,,,,,,,,,,,,,,,,,,,
（美音）よかったですね （トク）おっ おう,I'm glad to hear that.,,,,,,,,,,,,,,,,,,,,,,
じゃあ お弟子さんも おとがめなし？,Is your apprentice off the hook?,,,,,,,,,,,,,,,,,,,,,,
ああ,Nope.,,,,,,,,,,,,,,,,,,,,,,
でも あれだよ ワンペナとかいうやつ？,"But, he's got a… What do you call it? A penalty stroke?",,,,,,,,,,,,,,,,,,,,,,
まあ 次に何かやらかしたらな― クビにしてやっからよ あんな野郎,"If he does anything again, I'll fire that guy.",,,,,,,,,,,,,,,,,,,,,,
フフフッ で 今日は ちゃんと仕事したの？,Did he work properly today?,,,,,,,,,,,,,,,,,,,,,,
うん いたって普通にね ばっくれる前と同じように,"Yeah, just like usual. The same way he did before bailing.",,,,,,,,,,,,,,,,,,,,,,
（馨）えっ？　申し訳なさそうに するとかじゃなくて？,What? He wasn't sorry at all?,,,,,,,,,,,,,,,,,,,,,,
ああ もう 反省してんだか してねえんだか,"Well, I don't know if he was sorry or not.",,,,,,,,,,,,,,,,,,,,,,
今の若いもんってのは まったくな,"Oh boy, the young ones these day.",,,,,,,,,,,,,,,,,,,,,,
フフッ ああ,"Oh boy, the young ones these day. Yes…",,,,,,,,,,,,,,,,,,,,,,
今は そういう子が多いみたいだよ （トク）おう,-Apparently they are like that nowadays. -Are they?,,,,,,,,,,,,,,,,,,,,,,
（ウメ）急に嫌になって ほっぽり出して― で また平然と戻ってくるんだと,They suddenly get fed up and walk out then come back like nothing happened.,,,,,,,,,,,,,,,,,,,,,,
（トク）でもよ もう少し すまなそうにしても いいだろうによ （ウメ）ハハハハハ… （トク）ヘヘヘッ,But he could at least act like he's sorry.,,,,,,,,,,,,,,,,,,,,,,
もしかしたら これみたいなものかも,Maybe it's something similar to this.,,,,,,,,,,,,,,,,,,,,,,
（ウメ）うん？,Huh?,,,,,,,,,,,,,,,,,,,,,,
どういうことだよ？,What do you mean?,,,,,,,,,,,,,,,,,,,,,,
このみそ漬け― 卵の黄身を みその中に 入れておくだけなんですけど―,"This misozuke is made by simply placing the egg yolk in miso,",,,,,,,,,,,,,,,,,,,,,,
結構 大変なの,but it's quite difficult.,,,,,,,,,,,,,,,,,,,,,,
細心の注意を払わないと― おみその中で卵の黄身が 崩れてしまうし―,You have to very careful or the yolk will break in the miso.,,,,,,,,,,,,,,,,,,,,,,
そうなったら みそ床も台なしです,This will ruin the miso bed.,,,,,,,,,,,,,,,,,,,,,,
ああ よく漬かってるね （トク）ああ,-It's well-cured. -Yeah.,,,,,,,,,,,,,,,,,,,,,,
はい 卵黄は扱いづらいけど―,"Yes, it is. Egg yolk is difficult to handle.",,,,,,,,,,,,,,,,,,,,,,
