Words,Reading,Meaning
おかしい,おかしい,funny
畳,たたみ,tatami mat
特に,とくに,particularly
社長,しゃちょう,company president
特急,とっきゅう,limited express
坂,さか,slope
看護師,かんごし,nurse
一杯,いっぱい,"a cup, cupful, filled"
おっしゃる,おっしゃる,to say
社会,しゃかい,society
西洋,せいよう,the west
ケーキ,ケーキ,cake
留守,るす,absence
驚く,おどろく,to be surprised
調べる,しらべる,to examine
興味,きょうみ,interest
道具,どうぐ,tool
捨てる,すてる,to throw away
鏡,かがみ,mirror
知らせる,しらせる,to notify
政治,せいじ,politics
ピアノ,ピアノ,piano
レポート,レポート,report
味噌,みそ,miso
おかげ,おかげ,"grace, thanks to"
港,みなと,harbour
なくなる,なくなる,to be lost
夢,ゆめ,dream
お見舞い,おみまい,calling on someone who is ill
眠る,ねむる,to sleep
眠い,ねむい,sleepy
運ぶ,はこぶ,to carry
探す,さがす,to search
アジア,アジア,asia
校長,こうちょう,principal
ご馳走,ごちそう,feast
ご存じ,ごぞんじ,knowing
両方,りょうほう,both
おいでになる,おいでになる,to be
怖い,こわい,scary
運転手,うんてんしゅ,driver
込む,こむ,to be crowded
ファックス,ファックス,facsimile
申す,もうす,to say
泳ぎ方,およぎかた,way of swimming
残念,ざんねん,deplorable
お礼,おれい,thanks
木綿,もめん,cotton
ガラス,ガラス,glass
お釣り,おつり,change
うん,うん,yes
空港,くうこう,airport
貿易,ぼうえき,trade
しばらく,しばらく,little while
残る,のこる,to remain
自由,じゆう,freedom
ご主人,ごしゅじん,your husband
送る,おくる,to send
別,べつ,distinction
空気,くうき,air
壁,かべ,wall
アクセサリー,アクセサリー,accessory
ガソリンスタンド,ガソリンスタンド,gas station
ガソリン,ガソリン,gasoline
ガス,ガス,gas
復習,ふくしゅう,review
触る,さわる,to touch
つもり,つもり,intention
落ちる,おちる,to fall down
伝える,つたえる,to convey
棚,たな,shelf
暮れる,くれる,to get dark
合う,あう,to come together
表,おもて,surface
点,てん,spot
見える,みえる,to be seen
景色,けしき,scenery
スクリーン,スクリーン,screen
席,せき,seat
石,いし,stone
昔,むかし,olden days
反対,はんたい,opposition
飾る,かざる,to decorate
祖母,そぼ,grandmother
植える,うえる,to plant
祖父,そふ,grandfather
お祝い,おいわい,congratulation
いたす,いたす,to do
技術,ぎじゅつ,technology
形,かたち,form
申し上げる,もうしあげる,to say
不便,ふべん,inconvenience
特別,とくべつ,special
どんどん,どんどん,"drumming boise, rapidly, steadily"
地理,ちり,geography
深い,ふかい,deep
恥ずかしい,はずかしい,shy
いらっしゃる,いらっしゃる,to come
タイプ,タイプ,type
布団,ふとん,futon
行う,おこなう,to perform
焼く,やく,to burn
焼ける,やける,to burn
遅れる,おくれる,to be late
贈り物,おくりもの,present
カーテン,カーテン,curtain
押し入れ,おしいれ,closet
番組,ばんぐみ,program
ベル,ベル,bell
届ける,とどける,to deliver
砂,すな,sand
お土産,おみやげ,present
差し上げる,さしあげる,to give
林,はやし,woods
神社,じんじゃ,shinto shrine
ソフト,ソフト,soft
消しゴム,けしゴム,eraser
中学校,ちゅうがっこう,junior high school
お宅,おたく,your house
夫,おっと,husband
パート,パート,part
着物,きもの,kimono
ワープロ,ワープロ,word processor
お嬢さん,おじょうさん,daughter
生活,せいかつ,living
しっかり,しっかり,tightly
生産,せいさん,production
かける,かける,to hang
楽しみ,たのしみ,enjoyment
楽しむ,たのしむ,to enjoy
適当,てきとう,suitable
僕,ぼく,i
仕方,しかた,way
雲,くも,cloud
戻る,もどる,to turn back
生きる,いきる,to live
隅,すみ,corner
安全,あんぜん,safety
はず,はず,"expectation, should happen"
安心,あんしん,relief
慣れる,なれる,to get used to
利用,りよう,use
沸かす,わかす,to boil
テニス,テニス,tennis
騒ぐ,さわぐ,to make noise
払う,はらう,to pay
田舎,いなか,rural area
止む,やむ,to cease
食料品,しょくりょうひん,foodstuff
複雑,ふくざつ,complex
やめる,やめる,to stop
止める,とめる,to stop
客,きゃく,guest
選ぶ,えらぶ,to choose
枝,えだ,branch
経済,けいざい,economics
売り場,うりば,place where things are sold
赤ん坊,あかんぼう,baby
科学,かがく,science
赤ちゃん,あかちゃん,baby
指輪,ゆびわ,ring
写す,うつす,to transcribe
力,ちから,force
受付,うけつけ,reception desk
家内,かない,my wife
付く,つく,to be attached
取り替える,とりかえる,to exchange
比べる,くらべる,to compare
引っ越す,ひっこす,to move house
試験,しけん,examination
法律,ほうりつ,law
以外,いがい,with the exception of
以下,いか,not exceeding
花見,はなみ,cherry blossom viewing
迎える,むかえる,to go out to meet
負ける,まける,to lose
遊び,あそび,playing
悲しい,かなしい,sad
彼女,かのじょ,she
進む,すすむ,to advance
昼間,ひるま,daytime
笑う,わらう,to laugh
育てる,そだてる,to raise
紹介,しょうかい,introduction
冷える,ひえる,to grow cold
例えば,たとえば,for example
彼,かれ,he
浅い,あさい,shallow
きっと,きっと,surely
故障,こしょう,breakdown
アメリカ,アメリカ,America
日記,にっき,diary
湖,みずうみ,lake
戦争,せんそう,war
日,ひ,day
天気予報,てんきよほう,weather forecast
滑る,すべる,to glide
普通,ふつう,"general, common"
盛ん,さかん,popular
硬,こう,hardness
親切,しんせつ,kindness
髪,かみ,hair
光,ひかり,light
辞典,じてん,dictionary
パソコン,パソコン,personal computer
親,おや,parent
光る,ひかる,to shine
ほとんど,ほとんど,mostly
足りる,たりる,to be sufficient
割れる,われる,to break
交通,こうつう,traffic
そんなに,そんなに,so much
足す,たす,to add
アナウンサー,アナウンサー,announcer
息子,むすこ,son
君,きみ,you
そろそろ,そろそろ,slowly
君,くん,you
発音,はつおん,pronunciation
たまに,たまに,occasionally
電報,でんぽう,telegram
火事,かじ,fire
女性,じょせい,woman
電灯,でんとう,electric light
国際,こくさい,international
乗り物,のりもの,vehicle
内,うち,inside
乗り換える,のりかえる,to transfer
終わり,おわり,the end
糸,いと,thread
久しぶり,ひさしぶり,a long time
警察,けいさつ,police
落とす,おとす,to drop
思う,おもう,to think
値段,ねだん,price
火,ひ,fire
非常に,ひじょうに,very
説明,せつめい,explanation
泣く,なく,to cry
間,あいだ,space
予約,よやく,reservation
過ぎる,すぎる,to pass through
増える,ふえる,to increase
ああ,ああ,like that
亡くなる,なくなる,to die
課長,かちょう,section manager
歯医者,はいしゃ,dentist
最後,さいご,last
最初,さいしょ,beginning
ひどい,ひどい,cruel
退院,たいいん,leaving hospital
再来月,さらいげつ,month after next
予定,よてい,plans
再来週,さらいしゅう,week after next
決して,けっして,never
予習,よしゅう,preparation for a lesson
最近,さいきん,most recent
決める,きめる,to decide
機会,きかい,chance
上がる,あがる,to rise
この頃,このごろ,recently
訪ねる,たずねる,to visit
これから,これから,after this
この間,このあいだ,the other day
いじめる,いじめる,to tease
確か,たしか,sure
線,せん,line
冷房,れいぼう,cooling
途中,とちゅう,on the way
台風,たいふう,typhoon
乾く,かわく,to get dry
ご覧になる,ごらんになる,to see
踏む,ふむ,to step on
けど,けど,but
逃げる,にげる,to escape
チェック,チェック,check
役に立つ,やくにたつ,to be helpful
噛む,かむ,to bite
翻訳,ほんやく,translation
プレゼント,プレゼント,present
子,こ,child
腕,うで,arm
卒業,そつぎょう,graduation
始める,はじめる,to start
競争,きょうそう,competition
都,と,metropolitan
拾う,ひろう,to pick up
水道,すいどう,water service
続ける,つづける,to continue
続く,つづく,to continue
音,おと,sound
サラダ,サラダ,salad
暖房,だんぼう,indoor heating
都合,つごう,circumstances
ハンドバッグ,ハンドバッグ,handbag
折る,おる,to break
折れる,おれる,to break
水泳,すいえい,swimming
召し上がる,めしあがる,to eat
ひげ,ひげ,moustache
以内,いない,within
勝つ,かつ,to win
引き出す,ひきだす,to pull out
引き出し,ひきだし,drawer
一度,いちど,once
簡単,かんたん,simple
以上,いじょう,not less than
塗る,ぬる,to paint
急,きゅう,urgent
試合,しあい,match
急ぐ,いそぐ,to hurry
急行,きゅうこう,moving at high speed
今度,こんど,next time
島,しま,island
似る,にる,to resemble
億,おく,hundred million
ため,ため,good
なさる,なさる,to do
文学,ぶんがく,literature
事務所,じむしょ,office
文化,ぶんか,culture
褒める,ほめる,to praise
飛行場,ひこうじょう,airfield
忘れ物,わすれもの,lost article
気,き,"spirit, mind, mood"
変わる,かわる,to change
駐車場,ちゅうしゃじょう,parking lot
変,へん,strange
変える,かえる,to change
血,ち,blood
もうすぐ,もうすぐ,very soon
注射,ちゅうしゃ,injection
手伝う,てつだう,to help
注意,ちゅうい,caution
虫,むし,insect
部長,ぶちょう,section head
または,または,or
くれる,くれる,to give
捕まえる,つかまえる,to catch
帰り,かえり,return
動物園,どうぶつえん,zoo
手袋,てぶくろ,glove
人口,じんこう,population
歴史,れきし,history
さっき,さっき,some time ago
入院,にゅういん,hospitalization
昼休み,ひるやすみ,lunch break
入学,にゅうがく,entry to school or university
動く,うごく,to move
人形,にんぎょう,doll
品物,しなもの,goods
アルバイト,アルバイト,part-time job
集める,あつめる,to collect
集まる,あつまる,to gather
アルコール,アルコール,alcohol
市民,しみん,citizen
公務員,こうむいん,government worker
数学,すうがく,mathematics
珍しい,めずらしい,unusual
見物,けんぶつ,sightseeing
将来,しょうらい,future
踊る,おどる,to dance
サンドイッチ,サンドイッチ,sandwich
習慣,しゅうかん,habit
小学校,しょうがっこう,primary school
わけ,わけ,conclusion from reasoning
サンダル,サンダル,sandal
関係,かんけい,relation
市,し,city
約束,やくそく,promise
海岸,かいがん,coast
倒れる,たおれる,to fall
はっきり,はっきり,clearly
意見,いけん,opinion
間に合う,まにあう,to be in time for
間違える,まちがえる,to make a mistake
怒る,おこる,to get angry
船,ふね,ship
事故,じこ,accident
コンサート,コンサート,concert
すごい,すごい,"terrible, terrific"
寂しい,さびしい,lonely
もし,もし,if
背中,せなか,back
太る,ふとる,to grow fat
床屋,とこや,barbershop
向かう,むかう,to face
通る,とおる,to go by
移る,うつる,to move
近所,きんじょ,neighbourhood
娘,むすめ,my daughter
大事,だいじ,important
おもちゃ,おもちゃ,toy
拝見,はいけん,seeing
先輩,せんぱい,senior
見つける,みつける,to discover
見つかる,みつかる,to be found
揺れる,ゆれる,to shake
寺,てら,temple
投げる,なげる,to throw
真ん中,まんなか,middle
ジャム,ジャム,jam
回る,まわる,to turn
季節,きせつ,season
周り,まわり,circumference
美術館,びじゅつかん,art gallery
お祭り,おまつり,festival
字,じ,character
連絡,れんらく,to contact
大学生,だいがくせい,university student
考える,かんがえる,to think about
受ける,うける,to receive
汽車,きしゃ,train
祈る,いのる,to pray
美しい,うつくしい,beautiful
片付ける,かたづける,to tidy up
気分,きぶん,feeling
細かい,こまかい,"small, fine, trivial"
趣味,しゅみ,hobby
教育,きょういく,"education, training"
遠く,とおく,far away
済む,すむ,to finish
丁寧,ていねい,polite
そう,そう,"appearing, seeming"
包む,つつむ,to wrap up
ステレオ,ステレオ,stereo
すっかり,すっかり,all
すっと,すっと,"straight, quickly"
指,ゆび,finger
すると,すると,thereupon
原因,げんいん,cause
テキスト,テキスト,text
失敗,しっぱい,failure
通う,かよう,go to and from
ステーキ,ステーキ,steak
裏,うら,bottom
理由,りゆう,reason
世界,せかい,the world
開く,ひらく,to open
思い出す,おもいだす,to recall
無理,むり,unreasonable
住所,じゅうしょ,address
屋上,おくじょう,rooftop
今夜,こんや,this evening
小説,しょうせつ,novel
工場,こうじょう,factory
小鳥,ことり,small bird
文法,ぶんぽう,grammar
優しい,やさしい,tender
アルバイト,アルバイト,part-time job
オートバイ,オートバイ,motorcycle
カーテン,カーテン,curtains
ガソリン,ガソリン,gasoline
コンサート,コンサート,concert
サンダル,サンダル,sandal
サンドイッチ,サンドイッチ,sandwich
ジャム,ジャム,jam
ステレオ,ステレオ,stereo
タイプ,タイプ,type
テキスト,テキスト,text
ビル,ビル,building
プレゼント,プレゼント,present
ベル,ベル,bell
安心,あんしん,relief
以下,いか,not exceeding and below
以外,いがい,with the exception of
以上,いじょう,not less than and more
意見,いけん,opinion
医学,いがく,medical science
員,いん,member
運転,うんてん,"drive, operate"
運動,うんどう,"exercise, motion"
屋上,おくじょう,rooftop
下げる,さげる,"hang, lower"
下さる ,くださる,"give, confer"
下着,したぎ,underwear
火,ひ,fire flame
火事,かじ,"fire, conflagration"
花見,はなみ, cherry blossom viewing
会,かい,meeting
