Words
"<b>寂しい sabishii means lonely, sad or desolate.</b> Describe a feeling of emptiness or sadness due to being alone or isolated. <br>・あなたがいなくて寂しいです。I miss you when you are not here.  <br>・寂しいと感じることはありませんか。Don’t you ever feel lonely? <br>・寂しい島に住んでいる人がいるのだろうか。I wonder if there are people living on a solitary island.
"
"<b>容易い tayasui means easy, simple or facile.</b> Describe something that is not difficult or complicated to do or understand.  <br>・この問題は容易いです。This problem is easy.  <br>・容易いことではありません。It is not a simple matter. <br>・このゲームは容易いレベルから始まる。This game starts from an easy level."
"<b>四角い shikakui means square or rectangular.</b> Describe something that has four straight sides and four right angles.  <br>・私たちは四角いテーブルに座った。We sat at a square table.  <br>・彼は四角い顔をしている。He has a square face.  <br>・この箱は四角い形をしている。This box is square-shaped."
"<b>涼しい suzushii means cool, refreshing or pleasant. </b> Describe something that has a low or moderate temperature or that makes one feel comfortable and relaxed. <br>・涼しい風が吹いている。A cool breeze is blowing.  <br>・涼しい飲み物が欲しい。I want a refreshing drink. <br>・涼しい色の服を着る。Wear a cool-colored clothes."
"<b>詳しい kuwashii means detailed, specific or well-informed.</b> Describe something that has a lot of information or explanation or that covers every aspect of a topic. <br>・詳しい説明をしてください。Please give me a detailed explanation.  <br>・彼は歴史に詳しいです。He is well-informed about history. <br>・詳しい説明を聞く。Listen to a thorough explanation."
"<b>尊い toutoi means precious, valuable, noble, honorable, holy or sacred. </b> Describe something that has a high worth or importance or that is rare and cherished.<br>Example: 尊い命を失った。He lost his precious life. 尊い教えを守る。To follow the noble teachings. 人生は尊いものだ。 Life is a precious thing. 	彼は尊い行為をした。 He did a noble deed. 	尊い遺跡を訪れた。 I visited the revered ruins."
"<b>ぎこちない gikochinai means awkward, clumsy or stiff. </b> Describe something that is not smooth or natural or that shows a lack of skill or confidence.<br>Example: ぎこちない挨拶をした。He made an awkward greeting. ぎこちない動きをする。To move clumsily."
"<b>心細い kokorobosoi means helpless, anxious or insecure. </b> Describe a feeling of being weak or insecure or having no support or guidance. <br>Example: 心細い思いをする。To feel helpless. 心細くなるような話をしないでください。Please don’t say things that make me feel insecure."
"<b>素早い subayai means quick, fast or agile.</b> Describe something that moves or acts with a high speed or agility or that takes a short time.<br>Example: 素早く走る。彼らは素早い反応で問題に対処した。They dealt with the problem with a fast response. 彼は素早い判断で事故を回避した。He avoided an accident with a quick decision. 	彼女は素早い手つきで料理を作った。She cooked with nimble hands."
"<b>上手い umai means skillful, clever, tasty, delicious, awesome or amazing.</b> Describe something that has a high quality or ability or that shows a great performance or result. <br>Example: 彼はサッカーが上手い。He is skillful at soccer. このゲームは上手い。This game is amazing. このレストランのカレーは上手い。The curry at this restaurant is tasty."
"<b>小高い kodakai means slightly elevated, hilly or rising. </b> Describe something that has a small elevation or slope or that rises above the surrounding level. <br>Example: 小高い山に登る。To climb a slightly elevated mountain. 小高い丘から眺める。To look from a hilly hill."
"<b>仕方無い shikatanai means inevitable, unavoidable or helpless. </b> Describe something that cannot be changed or prevented or that has no other choice.<br>Example: 仕方無いことだから諦める。To give up because it is inevitable. 仕方無く参加する。To participate reluctantly."
"<b>涼しい suzushii means cool, refreshing or pleasant. </b> Describe something that has a low or moderate temperature or that makes one feel comfortable and relaxed.<br>Example: 涼しい風が吹いている。A cool breeze is blowing. 涼しい飲み物が欲しい。I want a refreshing drink."
"<b>厚い atsui means thick, deep or heavy. </b> Describe something that has a large dimension or extent from one surface to another or that has a high intensity or degree. <br>Example: 厚い本を読む。To read a thick book. 厚い雪が積もっている。There is deep snow piled up. 厚いメイクをする。To put on heavy makeup."
"<b>酸っぱい suppai means sour, acidic or tart. </b> Describe something that has a sharp or unpleasant taste or that causes a tingling sensation in the mouth. <br>Example: 酸っぱいレモンを食べる。To eat a sour lemon. 酸っぱい匂いがする。To smell an acidic odo. 酸っぱい味がする。To taste tart."
"<b>数え切れない kazoe kirenai means countless, innumerable, or incalculable. </b> Describe something that is too many or too much to be counted or that has no limit or end. <br>Example: 数え切れない星を見る。To see countless stars. 数え切れない人が集まる。To gather innumerable people. 数え切れない恩がある。To have incalculable favours."
"<b>清々しい sugasugashii means refreshing, invigorating, or exhilarating. </b> <br>Example: 清々しい風を感じる 。To feel a refreshing breeze. 清々しい気分になる。To become invigorated. 清々しい笑顔を見せる。To show an exhilarating smile."
"<b>痛い itai means painful, hurtful, or sore. </b> <br>Example: 痛い傷を負う。To suffer a painful wound. 痛い言葉を言われる。To be told hurtful words. 痛い筋肉をほぐす。To loosen sore muscles."
"<b>短い mijikai means short, brief, or concise. </b> <br>Example: 短い髪を切る。To cut short hair. 短い時間で済ます。To finish in a brief time. 短い文章を書く。To write a concise sentence."
"<b>青白い aojiroi means pale, ashen, or bluish-white. </b> <br>Example: 青白い顔色をする。To have a pale complexion. 青白い光を放つ。To emit an ashen light. 青白い花を咲かせる。To bloom bluish-white flowers."
"<b>つまんない tsumannai means boring, dull, or uninteresting. </b> <br>Example: つまんない本を読む。To read a boring book. つまんない話を聞く。To listen to a dull story. つまんない人生を送る。To lead an uninteresting life."
"<b>粘り強い nebarizuyoi means tenacious, persistent, or resilient. </b> <br>Example: 粘り強い交渉をする。To do tenacious negotiations. 粘り強い努力を続ける。To continue persistent efforts. 粘り強い精神を持つ。To have a resilient spirit."
"<b>不味い mazui means bad-tasting, unpalatable, or nasty. </b> <br>Example: 不味い料理を食べる。To eat a bad-tasting dish. 不味い水を飲む。To drink unpalatable water. 不味い冗談を言う。To tell a nasty joke."
"<b>虚しい munashii means empty, vain, or futile. </b> <br>Example: 虚しい気持ちになる。To feel empty. 虚しい栄誉を得る。To gain vain honor. 虚しい努力をする。To make futile efforts."
"<b>醜い minikui means ugly, hideous, or disgusting. </b> <br>Example: 醜い顔をする。To make an ugly face. 醜い犯罪を犯す。To commit a hideous crim. 醜い行為を嫌う。To detest disgusting acts."
"<b>懐かしい natsukashii means nostalgic, reminiscent, or dear. </b> <br>Example: 懐かしい思い出を語る。To talk about nostalgic memories. 懐かしい場所に行く。To go to a reminiscent place. 懐かしい人に会う。To meet a dear person."
"<b>美しい utsukushii means beautiful, lovely, or gorgeous. </b> <br>Example: 美しい景色を見る。To see a beautiful scenery. 美しい歌声を聞く。To hear a lovely singing voice. 美しいドレスを着る。To wear a gorgeous dress."
"<b>正しい tadashii means correct, right, or proper. </b> <br>Example: 正しい答えを選ぶ。To choose the correct answer. 正しい判断をする。To make the right judgment. 正しい態度をとる。To adopt a proper attitude."
"<b>勇ましい isamashii means brave, gallant, or valiant. </b> <br>Example: 勇ましい戦士になる。To become a brave warrior. 勇ましい行動をとる。To take a gallant action. 勇ましい姿を見せる。To show a valiant figure."
"<b>遠い tooi means far, distant, or remote. </b> <br>Example: 遠い国に行く。To go to a far country. 遠い親戚に会う。To meet a distant relative. 遠い星を眺める。To gaze at a remote star."
"<b>鈍い nibui means dull, slow, or blunt. </b> <br>Example: 鈍いナイフで切る。To cut with a dull knife. 鈍い反応をする。To make a slow response. 鈍い痛みを感じる。To feel a blunt pain."
"<b>めでたい medetai means auspicious, happy, or celebratory. </b> <br>Example: めでたい日を祝う。To celebrate an auspicious day. めでたいニュースを聞く。To hear a happy news. めでたい席に招かれる。To be invited to a celebratory seat."
"<b>誇らしい hokorashii means proud, honorable, or glorious. </b> <br>Example: 誇らしい成績を収める。To achieve a proud result. 誇らしい歴史を持つ。To have an honorable history. 誇らしい勝利を得る。To gain a glorious victory."
"<b>違いない chigainai means certain, sure, or no doubt. </b> <br>Example: 彼は成功する違いない。He will succeed for certain. これは本物のダイヤモンド違いない。This is a real diamond for sure. 彼女は幸せだ違いない。She is happy no doubt."
"<b>少ない sukunai means few, little, or scarce. </b> <br>Example: 少ない時間で仕事を終わらせる。To finish work in a few time. 少ないお金で暮らす。To live on little money. 少ない水で済ます。To make do with scarce water."
"<b>余儀ない yoginai means inevitable, unavoidable, or compelled. </b> <br>Example: 余儀なく退場する。To be inevitably dismissed. 余儀なく逃げる。To be unavoidably run away. 余儀なく従う。To be compelled to obey."
"<b>訝しい ayashii means doubtful, dubious, suspicious, or questionable. </b> <br>Example: 訝しい話を聞く。To hear a doubtful story. 訝しい人物に出会う。To encounter a suspicious person. 訝しい行動をする。To do a questionable action."
"<b>易しい yasashii means easy, simple, or facile. </b> <br>Example: 易しい問題を解く。To solve an easy problem. 易しい言葉で説明する。To explain in simple words. 易しい仕事をする。To do a facile job."
"<b>限り無い kagirinai means endless, unlimited, or eternal. </b> <br>Example: 限り無い可能性を持つ。To have an endless potential. 限り無い自由を求める。To seek an unlimited freedom. 限り無い愛を誓う。To vow an eternal love."
"<b>強い tsuyoi means strong, powerful, or intense. </b> <br>Example: 強い力を持つ。To have a strong force. 強い影響を与える。To give a powerful influence. 強い感情を抱く。To harbor an intense emotion."
"<b>逞しい takumashii means sturdy, robust, or tough. </b> <br>Example: 逞しい体を作る。To build a sturdy body. 逞しい精神力を持つ。To have a robust mental strength. 逞しい生き方をする。To live a tough life."
"<b>怪しい ayashii means suspicious, dubious, or fishy. </b> <br>Example: 怪しい音がする。To hear a suspicious sound. 怪しい人に話しかけられる。To be talked to by a dubious person. 怪しい取引をする。To do a fishy deal."
"<b>憎い nikui means hateful, detestable, or abominable. </b> <br>Example: 憎い敵を倒す。To defeat a hateful enemy. 憎い行為をする。To do a detestable act. 憎い虫を殺す。To kill an abominable bug."
"<b>細かい komakai means small, fine, or detailed. </b> <br>Example: 細かい字を書く。To write a small letter. 細かい粉にする。To make a fine powder. 細かい点を確認する。To check the detailed points."
"<b>忙しい isogashii means busy, occupied, or hectic. </b> <br>Example: 忙しい一日を過ごす。To spend a busy day. 忙しい仕事に追われる。To be chased by an occupied work. 忙しいスケジュールをこなす。To handle a hectic schedule."
"<b>弱い yowai means weak, feeble, or frail. </b> <br>Example: 弱い力しか出せない。To only exert a weak force. 弱い声で話す。To speak in a feeble voice. 弱い体質を持つ。To have a frail constitution."
"<b>羨ましい urayamashii means enviable, jealous, or covetous. </b> <br>Example: 羨ましい旅行をする。To do an enviable trip. 羨ましい人生を送る。To lead a jealous life. 羨ましい物を持つ。To have a covetous thing."
"<b>喧しい yakamashii means noisy, loud, or boisterous. </b> <br>Example: 喧しい音楽を聞く。To listen to noisy music. 喧しい声で叫ぶ。To shout in a loud voice. 喧しい子供たちを見る。To see boisterous children."
"<b>恥ずかしい hazukashii means embarrassing, shameful, or awkward. </b> <br>Example: 恥ずかしい失敗をする。To make an embarrassing mistake. 恥ずかしい秘密を持つ。To have a shameful secret. 恥ずかしい場面に遭う。To encounter an awkward situation."
"<b>諄い kudoi means tedious, repetitious, or long-winded. </b> <br>Example: 諄い話を聞く。To listen to a tedious story. 諄い説明をする。To do a repetitious explanation. 諄い文章を書く。To write a long-winded sentence."
"<b>心地良い kokochiyoi means comfortable, pleasant, or cozy. </b> <br>Example: 心地良い空気を吸う。To breathe a comfortable air. 心地良い音を聞く。To hear a pleasant sound. 心地良い家に住む。To live in a cozy house."
"<b>可笑しい okashii means funny, strange, or ridiculous. </b> <br>Example: 可笑しいジョークを言う。To tell a funny joke. 可笑しい話を聞く。To hear a strange story. 可笑しい要求をする。To make a ridiculous demand."
"<b>凄まじい susamajii means fierce, shattering, or tremendous. </b> <br>Example: 凄まじい戦闘に参加する。To participate in a fierce battle. 凄まじい音がする。To make a shattering sound. 凄まじい力を持つ。To have a tremendous power."
"<b>しつこい shitsukoi means persistent, annoying, or greasy. </b> <br>Example: しつこい売り込みを断る。To refuse a persistent sales pitch. しつこい虫を追い払う。To drive away an annoying bug. しつこい料理を食べる。To eat a greasy dish."
"<b>険しい kewashii means steep, grim, or harsh. </b> <br>Example: 険しい山道を登る。To climb a steep mountain path. 険しい表情をする。To make a grim expression. 険しい現実に直面する。To face a harsh reality."
"<b>親しい shitashii means close, familiar, or intimate. </b> <br>Example: 親しい友人と話す。To talk with a close friend. 親しい言葉で呼ぶ。To call by a familiar name. 親しい関係になる。To become intimate."
"<b>危ない abunai means dangerous, risky, or unsafe. </b> <br>Example: 危ない場所に行く。To go to a dangerous place. 危ない賭けをする。To make a risky bet. 危ない運転をする。To do an unsafe driving."
"<b>大きい ookii means big, large, or great. </b> <br>Example: 大きい家に住む。To live in a big house. 大きい声で話す。To speak in a large voice. 大きい影響を与える。To have a great influence."
"<b>軽い karui means light, easy, or frothy. </b> <br>Example: 軽い荷物を持つ。To carry a light luggage. 軽い仕事をする。To do an easy job. 軽い飲み物を飲む。To drink a frothy beverage."
"<b>果てしない hateshinai means endless, eternal, or unending. </b> <br>Example: 果てしない空を見る。To see an endless sky. 果てしない愛を誓う。To vow an eternal love. 果てしない苦しみに耐える。To endure an unending pain."
"<b>暗い kurai means dark, gloomy, or dull. </b> <br>Example: 暗い部屋に入る。To enter a dark room. 暗い気分になる。To become gloomy. 暗い色を着る。To wear a dull color."
"宜しい means good, fine, or advisable. <br>Example: 宜しいお返事をお待ちしております。I look forward to your favorable reply. 今日は宜しいでしょうか。Is today fine? 早めに行く方が宜しい。It is advisable to go early."
"脆い means fragile, brittle, or vulnerable. Example: 脆いガラスを割る。To break a fragile glass. 脆い骨を折る。To fracture a brittle bone.  脆い心を傷つける。To hurt a vulnerable heart."
"有り難い means grateful, thankful, or appreciative. <br>Example: 有り難いご支援に感謝します。I appreciate your generous support. 有り難いご意見を頂きました。I received your valuable opinion. 有り難いことに無事でした。Thankfully, I was safe."
"久しい means long, old, or distant. <br>Example: 久しい友人に再会する。To reunite with an old friend. 久しい夢を叶える。To fulfill a long dream. 久しい昔の話をする。To tell a distant past story."
"嬉しい means happy, glad, or pleased. <br>Example: 嬉しいニュースを聞く。To hear a happy news. 嬉しいサプライズを受ける。To receive a glad surprise. 嬉しいお知らせがあります。I have a pleased announcement."
"遅い means late, slow, or delayed. <br>Example: 遅い電車に乗る。To ride a late train. 遅い反応をする。To make a slow reaction. 遅い支払いを受ける。To receive a delayed payment."
"多い means many, much, or numerous. <br>Example: 多い人に会う。To meet many people. 多いお金を使う。To spend much money. 多い問題に直面する。To face numerous problems."
"近い means near, close, or similar. <br>Example: 近い場所に行く。To go to a near place. 近い関係になる。To become close to someone. 近い考えを持つ。To have a similar idea."
"気安い means easygoing, friendly, or casual. <br>Example: 気安い人と話す。To talk to an easygoing person. 気安い雰囲気を作る。To create a friendly atmosphere. 気安い服装で出かける。To go out in a casual outfit."
"荒っぽい means rough, violent, or coarse. <br>Example: 荒っぽい遊びをする。To play roughly. 荒っぽい言葉を使う。To use violent words. 荒っぽい肌触りの布を触る。To touch a coarse fabric."
"広い means wide, spacious, or broad. <br>Example: 広い道路を走る。To drive on a wide road. 広い部屋に住む。To live in a spacious room. 広い視野を持つ。To have a broad perspective."
"小さい means small, little, or tiny. <br>Example: 小さい文字を読む。To read small letters. 小さい子供を抱く。To hold a little child. 小さい声で話す。To speak in a tiny voice."
"軟らかい means soft, tender, or gentle. <br>Example: 軟らかい毛布に包まる。To wrap oneself in a soft blanket. 軟らかい肉を食べる。To eat tender meat. 軟らかい日差しを浴びる。To bask in gentle sunshine."
"疑わしい means dubious, questionable, or suspicious. <br>Example: 疑わしい話をする。To tell a dubious story. 疑わしい証拠を見つける。To find a questionable evidence. 疑わしい人物に出会う。To meet a suspicious person."
"ややこしい means complicated, troublesome, or confusing. <br>Example: ややこしい問題を解く。To solve a complicated problem. ややこしい関係に巻き込まれる。To get involved in a troublesome relationship. ややこしい説明を聞く。To listen to a confusing explanation."
"早い means early, fast, or soon. <br>Example: 早い時間に起きる。To wake up early. 早いスピードで走る。To run fast. 早い回復を祈る。To pray for a soon recovery."
"でかい means huge, giant, or enormous. <br>Example: でかい建物を見る。To see a huge building. でかい動物と戦う。To fight a giant animal. でかいケーキを食べる。To eat an enormous cake."
"あり得ない means impossible, unbelievable, or incredible. <br>Example: あり得ないことを言う。To say something impossible. あり得ない話を聞く。To hear an unbelievable story. あり得ない光景を目撃する。To witness an incredible scene."
"悔しい means regretful, frustrating, or bitter. <br>Example: 悔しい思いをする。To feel regretful. 悔しい敗北を味わう。To taste a frustrating defeat. 悔しい涙を流す。To shed bitter tears."
"卑しい means greedy, dirty, or despicable. <br>Example: 卑しい行為をする。To do a greedy act. 卑しい言葉を使う。To use dirty words. 卑しい人間になる。To become a despicable person."
"煩わしい means annoying, bothersome, or troublesome. <br>Example: 煩わしい電話を受ける。To receive an annoying phone call. 煩わしい手続きを済ませる。To finish a bothersome procedure. 煩わしい人に付きまとわれる。To be followed by a troublesome person."
"辛い means spicy, painful, or hard. <br>Example: 辛いカレーを食べる。To eat spicy curry. 辛い別れを経験する。To experience a painful farewell.  辛い生活を送る。To lead a hard life."
"臭い means smelly, foul, or stinky. <br>Example: 臭いゴミを捨てる。To throw away smelly garbage. 臭い水を飲む。To drink foul water. 臭い靴下を洗う。To wash stinky socks."
"煩い means noisy, loud, or boisterous. <br>Example: 煩い音楽を聞く。To listen to noisy music. 煩い声で話す。To talk in a loud voice. 煩い子供たちに注意する。To warn boisterous children."
"速い means fast, quick, or swift. <br>Example: 速い車に乗る。To ride a fast car. 速い返事をする。To make a quick reply. 速い動きを見せる。To show a swift movement."
"著しい means particular, remarkable, or significant. <br>Example: 著しい進歩を遂げる。To achieve remarkable progress. 著しい差をつける。To make a significant difference. 著しい注意を払う。To pay particular attention."
"空しい means empty, hollow, or vain. <br>Example: 空しい気持ちになる。To feel empty. 空しい言葉を言う。To say hollow words. 空しい努力をする。To make vain efforts."
"目覚ましい means remarkable, striking, or amazing. <br>Example: 目覚ましい成果を上げる。To produce remarkable results. 目覚ましい変化を見せる。To show striking changes. 目覚ましい才能を持つ。To have amazing talent."
"明るい means bright, cheerful, or optimistic. <br>Example: 明るい色を選ぶ。To choose a bright color. 明るい性格を持つ。To have a cheerful personality. 明るい未来を信じる。To believe in an optimistic future."
"弱々しい means weak, feeble, or frail. <br>Example: 弱々しい声で話す。To speak in a weak voice. 弱々しい体を鍛える。To train a feeble body. 弱々しい植物を育てる。To grow a frail plant."
"粗い means coarse, rough, or crude. <br>Example: 粗い布地を使う。To use coarse fabric. 粗い肌触りを感じる。To feel rough texture. 粗い言葉を吐く。To spit crude words."
"騒がしい means noisy, fussy, or boisterous. <br>Example: 騒がしいバーに行く。To go to a noisy bar. 騒がしい子供をあやす (To soothe a fussy child. 騒がしいパーティーに参加する。To join a boisterous party."
"荒い means rough, wild, or coarse. <br>Example: 荒い海を渡る。To cross a rough sea. 荒い生活を送る。To lead a wild life. 荒い言葉遣いをする。To use coarse language."
"硬い means hard, stiff, or rigid. <br>Example: 硬いパンを食べる。To eat hard bread. 硬い首をほぐす。To loosen a stiff neck. 硬い規則に従う。To follow rigid rules."
"苦しい means painful, hard, or tight. <br>Example: 苦しい思いをする。To have a painful experience. 苦しい生活をする。To live a hard life. 苦しい予算をやりくりする。To manage a tight budget."
"若い means young, youthful, or fresh. <br>Example: 若い人に話しかける。To talk to a young person.  若い感性を持つ。To have a youthful sensibility. 若い野菜を収穫する。To harvest fresh vegetables."
"相応しい means suitable, appropriate, or fitting. <br>Example: 相応しい服装を選ぶ。To choose suitable clothes. 相応しい言葉を使う。To use appropriate words. 相応しい処置をとる。To take fitting measures."
力強い means powerful or forceful. <br>Example: 彼は力強い演説をした。He gave a powerful speech. 彼女は力強い意志を持っている。She has a strong will. 彼の力強い握手に感動した。I was impressed by his firm handshake.
激しい means violent or intense. <br>Example: 彼女は激しい怒りを感じた。She felt intense anger. その嵐は非常に激しかった。The storm was very violent. 彼は激しいトレーニングをしている。He is doing intense training.
しんどい means tiresome or tough. <br>Example: 今日は本当にしんどい一日だった。Today was a really tough day. この仕事はとてもしんどい。This job is very tiresome. 長時間の運転はしんどいものだ。Long hours of driving are tough.
丸い means round or circular. <br>Example: 彼女は丸い顔をしている。She has a round face.彼は丸い眼鏡をかけている。He wears round glasses. 私たちは丸いテーブルに座った。We sat at a round table.
図々しい means impudent or shameless. <br>Example: 彼は図々しい態度で話した。He spoke with an impudent attitude. 彼女は図々しくも私の食べ物を食べた。She shamelessly ate my food. 彼の図々しい要求には驚いた。I was surprised by his brazen demand.
腹立たしい means irritating or exasperating. <br>Example: 彼の言動は腹立たしいものだった。His words and actions were exasperating. 電車が遅れて腹立たしかった。It was irritating that the train was late. 彼女の腹立たしい態度に我慢できなかった。I couldn’t stand her exasperating attitude.
覚束無い means shaky or unreliable. <br>Example: 彼の証言は覚束無かった。His testimony was unreliable. 私の記憶が覚束無くなってきている。My memory is becoming shaky. 彼女の計画は覚束無かった。Her plan was unreliable.
甚だしい means extreme or excessive. <br>Example: 彼の遅刻は甚だしかった。His lateness was excessive. 彼女は甚だしく不満を訴えた。She complained excessive. その料理の辛さは甚だしかった。The spiciness of the dish was extreme.
