Time,Subtitle,T1,T2
3:31,（毛利）いくらなんでも 値引きしすぎでは？,"Surely, this deduction is far too much.",（Aren't you discounting too much?
3:35,総理のご意向です,It's the prime minister's wish.,That's what the Prime Minister wants.
3:39,（石倉） マルタイ まもなく目標ポイント,Suspect soon arriving at the target location.,（We're almost at the target.
3:43,（携帯電話の振動音） （石倉）はい （上官）豊田(とよだ)だが 逮捕は中止とのことだ,-Yes? -The arrest of Toyoda was called off.,（This is Toyoda. They're calling off the arrest.
3:48,えっ？,What?,What?
3:49,（松田）こちらも 利益を得ていた企業からの,It was reported that large contributions were paid,（This one also received a large donation from a profitable company.
3:51,多額の献金があったのではとの 報道が出ていますが,by a corporation that benefited from the project.,It's been reported that he may have received a large donation from a profitable company.
3:54,政府の認識は いかがでしょうか？,What is the government's response?,What is the government's understanding?
3:56,（官房長官） その件については適切に調査中です,That is currently under investigation.,（That matter is under investigation.
3:59,（官邸報道室長） 次の質問で最後にしてください,The next question will be the last.,（Please conclude with the next question.
4:02,（松田）東都新聞 松田です,Matsuda of Touto News.,"（Matsuda, Toto Shinbun."
4:04,（石倉）待ってください なんでですか？　今更,What? Why now?,"（Wait, why?　After all this time."
4:06,（上官）とにかく 言うとおりにしろ　いいな？,"At any rate, do as you're ordered. Understand?","（Anyway, do as I say. Understood?"
4:10,（刑事）接触します （石倉）待て,-We're moving in. -Wait.,（I'll make contact. -Wait.
4:13,逮捕を中止する どうしたんですか？　急に 逃げられますよ,-The arrest was called off. -Why? He'll get away!,Call off the arrest. What's going on?　What's going on? He's running away.
4:16,（石倉）知るか 上の判断で見逃すそうだ,How should I know? The brass said to let him go.,（I don't know. They're letting him go.
4:19,見逃すって！ 100億の詐欺事件ですよ,Let him go? This is a ten-billion-yen fraud case!,Overlooked? It's a 10 billion yen fraud case.
4:24,（村上）よろしくお願いします,I appreciate your cooperation.,（I look forward to working with you.
4:32,（松田）東都新聞 松田です,Matsuda of Touto News.,"（Matsuda, Toto Shimbun."
4:34,調査の結果は 必ず報告していただけるという⸺ 認識でよろしいですね？,So I can assume that the results of the investigation will be made public?,Am I correct in assuming that you will definitely report the results of the investigation?
4:39,政府として有利な情報のみを 流し続けるのではなく,"Rather than just releasing information favorable to the government,","As the government, we will not continue to disseminate only favorable information."
4:42,公正な情報の開示を お願いしたく思います,I'd like to see impartial information released.,I'd like to request fair disclosure of information.
4:45,（官房長官） この会見は あなたの意見を 述べる場ではありません,This press conference is not for you to air your opinions.,（This conference is not the place for you to express your opinions.
7:16,（木下(きのした) 亮(りょう)）戻りました （熊谷ますみ）あっ お疲れ,I'm back. -Welcome back. -Welcome back.,（I'm back.
7:18,（新田淳二）お疲れ （亮）お疲れっす,-Welcome back. -Welcome back.,（Good work. -Good work.
7:19,（新田）亮 （亮）はい,-Thanks. -Ryo.,（Ryo. -Yes?
7:20,（新田）これ ほら また汚職だってよ,-Yes? -Look at this. Another case of corruption.,"（Look, there's more corruption."
7:23,（熊谷）賄賂もらってたんだって （亮）へえ～,"They said he took bribes. -Oh, I see. -Is that any way to react?",（He took a bribe. -What?
7:26,（新田）“へえ～”じゃないだろ,"-Oh, I see. -Is that any way to react?","（That's not ""wow."""
7:28,お前 そろそろ 就活 始まるんだからよ,"You'll start job hunting soon, you know.",You're about to start job hunting.
7:30,もっと社会の問題に興味持て,Start showing some interest in social issues.,You should be more interested in social issues.
7:33,（新田）未来は お前ら若者に懸かってんだからな,"The future depends on you guys, the young people.",（The future depends on you young people.
7:37,（亮）いやいや いやいや それ むちゃ振りですって,"The future depends on you guys, the young people. Give me a break. That's asking too much.","（No, no, no, no. That's a wild guess."
7:40,（新田）何だよ？　むちゃ振りって,Asking too much?,（What do you mean?　A wild guess?
7:41,そもそも ちゃんと新聞 読め,You've at least got to read the paper.,You should read the newspaper.
7:45,（亮）いや 今どき新聞読んでる 若者なんか いないっすから,Not a single young person nowadays reads the paper.,（There aren't any young people reading newspapers nowadays.
7:48,スマホあるし,We've got smartphones.,They have cell phones.
7:49,（新田）ハッ　これだから若い奴は ねえ？,That's the trouble with young people nowadays.,（That's why they're so young.
7:53,（熊谷）何 言ってんのよ,Don't be ridiculous.,（What are you talking about?
7:55,今は スマホで 何でもできる時代じゃない,You can do anything with smartphones nowadays.,We live in an age where you can do anything on your phone.
7:58,（亮）そうっすよ （熊谷）ねっ？,Exactly.,（That's right. -Right?
7:59,（新田）えっ？ （熊谷）フフフッ ねっ？,-Right? -What? -See? -I'm back.,（What? （Right?
8:01,（横川(よこかわ) 繭(まゆ)）お疲れさまでーす,-See? -I'm back.,（Welcome back.
8:03,（熊谷）お疲れさま （新田）繭ちゃん おかえり,-Hi. -Welcome back.,"（Welcome back, Mayu."
8:04,（繭）お疲れさまです （新田）繭ちゃん 聞いてよ,"-Good morning. -Can you believe this, Mayu?","（Welcome back. Mayu, listen to me."
8:07,（新田）亮 ここで働いてんのに 新聞 読んでないんだって,Ryo doesn't read the paper even though he works here.,"（Ryo, you work here, but you don't read the paper."
8:12,（繭）へえ～,Really?,（Really?
8:14,（新田）ほら （亮）えっ よ… 読んでんの？,What? You read it?,（You read the paper?
8:16,当たり前でしょ,You'd better believe it.,Of course not.
8:18,毎日 配達してて 興味持たないわけ？,How can you deliver it every day and not be interested in it?,"You deliver newspapers every day, and you're not interested?"
8:21,いや… いや だって 俺の周り誰も読んでない…,But nobody I know reads it.,"I mean, no one around me reads it."
8:24,（繭）周りとか関係ないから,Who cares what other people do?,（I don't care who's around me.
8:26,何 配ってるかも分からないで この仕事するとか 時間の無駄,It's a waste of time to deliver newspapers without knowing what's in them.,Doing this job without knowing what you're delivering is a waste of time.
8:30,（新田）いいこと言うね （熊谷）あらあら…,Well put!,（That's a good point. -Wow.
8:33,（新田）ほら 繭ちゃん見習え （熊谷）言われちゃったよ,-Be more like Mayu. -That was a nice scolding.,（Take a lesson from Mayu. -She said that.
8:38,（熊谷）おっ 怒ってる？　亮君 （亮）いや 怒ってないっす,"-I'm leaving. -Are you mad, Ryo? No, I'm not.","（Are you mad?　No, I'm not."
8:41,（新田）よう ミカン持ってけ （亮）ありがとうございます,-Here. Have a tangerine. -Thank you.,"（Hey, take the tangerine. -Thank you."
8:43,（熊谷）怒ってる？ （亮）怒ってないっす （亮）じゃあ お疲れっした （熊谷）うん,"-Are you mad? -No, I'm not mad. Bye.","（Are you mad? （No, I'm not. -Welcome back."
8:49,（熊谷）ハハハッ （新田）怒んなよ,Don't get mad.,（Don't be mad.
9:58,（松田）豊田さん,Mr. Toyoda. Anna Matsuda of Touto News.,（Mr. Toyoda.
9:59,東都新聞 松田です お時間よろしいですか？,Mr. Toyoda. Anna Matsuda of Touto News. May I have a moment?,"The Tonto Shimbun, Matsuda. May I have a moment?"
10:03,（豊田進次郎(しんじろう)）また君かよ,You again?,（You again?
10:04,（豊田）もう話すことはないって 言ったでしょう,I told you I have nothing more to say.,（I told you I have nothing more to say.
10:06,（松田） まだ疑惑は晴れてませんので,The allegations haven't been cleared.,（The suspicion has not yet been cleared.
10:10,あなたは内閣官房参与として,"As a special advisor to the Cabinet,",You're deeply involved in the development of AI technology as the Chief Cabinet Advisor.
10:13,ＡＩ技術の開発に 深く関わっていましたよね？,"you were deeply involved in AI tech development, weren't you?","You were deeply involved in the development of AI technology, weren't you?"
10:16,経産省から不自然な額の 助成金が出ていますが,The Ministry of Economy provided unusually large subsidies for it.,You've been receiving an unnatural amount of subsidies from METI.
10:20,何か心当たりは？,Were you aware of this?,Do you have any idea what's going on?
10:23,逮捕状が出ていたという 情報もあるんですよ,There's even a report that an arrest warrant has been issued.,There's also information that a warrant has been issued for your arrest.
10:27,答えてください,Answer me.,Please answer me.
10:32,終わった話を いつまでする気ですか？,When will you stop covering dead stories?,How long are you going to keep talking about something that's already over?
10:36,私情で仕事しないほうが いいですよ,You shouldn't let feelings affect your work.,You shouldn't work with your personal feelings.
10:49,（社員）おはようございます （松田）おはようございます,"-Good morning. -Good morning. CITY DESK, TOUTO NEWS",（Good morning. -Good morning.
10:52,（屋代晴海(やしろはるみ)）あっ 松田さん おはようございます （松田）おはよう,-Ms. Matsuda. Good morning. -Good morning.,"（Good morning, Mr. Matsuda. -Good morning."
10:55,（佐藤広樹(さとうひろき)）先輩 毎朝(まいちょう)の社会面 読みました？,"Ms. Matsuda, did you read the local news in the Maicho?","（Senior, have you read the society page of every morning?"
10:57,（松田）まだ　何か出てた？,Not yet. Is something there?,（Was anything in it yet?
10:59,（佐藤）これなんですけど （松田）え？,This was there.,（This one. -What?
11:03,（松田）“国有地安価で売却 設立に官邸関与か”,"""Public land sold cheap. Links to PM?""","（""Sale of state-owned land at low price. Involvement of the Prime Minister's office in the establishment."""
11:13,（北村賢一(きたむらけんいち)） おーい ちょっと集まってくれ,Everyone. Gather round.,"（Hey, gather around."
11:20,毎朝は読んだよな？ （社員）はい,"-You read the Maicho article, right? -Yes.","You read this every morning, right? （Yes."
11:24,（北村）え～ これ,This here. It became an issue because the Chubu Local Finance Bureau,（Here...
11:25,国有地の売却価格の開示に 中部財務局が応じなかったことから,This here. It became an issue because the Chubu Local Finance Bureau didn't disclose the price that this public land was sold at.,The Chubu Finance Bureau's refusal to disclose the sale price of government-owned land...
11:30,問題が明らかになったようだ,didn't disclose the price that this public land was sold at.,The problem seems to have come to light.
11:32,（屋代）これって ずーっと売らなかった国の土地を,This means that public land that had gone unsold for ages,（This is government land they've been refusing to sell for a long time.
11:36,総理夫人の鶴の一声で 安価で 売っちゃったってことですよね,was sold for a discount at the direction of the First Lady?,The prime minister's wife sold it at a low price with a single word from her.
11:40,（北村）そう （佐藤）ていうか査定価格の 10分の１で売るなんて,"-Right. -Usually, it's unheard of to sell","（I mean, selling it for a tenth of the appraised price..."
11:43,普通 考えられないですよね （北村）うん （佐藤）なんでだろう？,at one-tenth the appraised value. Why did they do that?,"It's unthinkable, isn't it?"
11:47,普通に考えたら 10分の１で売るんじゃない？,"Obviously, they'd sell it at one-tenth the price.","If you think about it, wouldn't you normally sell it for a tenth?"
11:49,（佐藤）えっ？,What?,（What?
11:52,お友達なんだから,They're friends.,He's your friend.
11:56,（北村）これ うちも追うから 松田 行けるよな？,"We'll pursue this story too. Matsuda, you'll do it, right?","（We're going after him too. Matsuda, can you go?"
12:00,豊田の詐欺事件が まだ途中です,I'm still working on the Toyoda fraud case.,Toyota's fraud case is still pending.
12:03,（北村）あ～ その件からは しばらく離れろ,I'd like you to take a break from that for a while.,（Stay away from that case for a while.
12:07,記事にならないもの追ってたって しょうがないだろ,No point in pursuing an unpublishable story.,There's no point in chasing something that can't be reported.
12:11,佐藤 屋代 お前らサポート,"Sato and Yashiro, you assist.","Sato, Yashiro, you guys support."
12:13,頼んだよ 頼んだよ 頼んだよ,I'm counting on you. Got it?,I'm counting on you. I'm counting on you.
12:15,（屋代）はい （佐藤）はい,"-Yes, sir. -Got it.",（Yes. -Yes.
12:17,（佐藤）いや～ でも これが本当だとしたら とんでもない背任行為ですよね,"If this turns out to be true, that's a huge breach of trust.","（But if this is true, it's a tremendous breach of trust."
12:22,そもそも 学校作って 何する気だったんだか,"I mean, what are they even building a school for?",I don't know what he was planning to do with the school in the first place.
12:25,しかも こんなバレバレの隠蔽(いんぺい)して どうやって ごまかすつもりなんですかね？,"Since it's obviously a cover-up, how will they explain it away?","And with such an obvious cover-up, how is he planning to cover it up?"
12:29,何とかしてくれる人たちが いるのよ,They've got people who will handle it for them.,There are people who can do something about it.
12:46,（中川久志(なかがわひさし)）はい,Come in.,（Hisashi Nakagawa.
12:47,（ドアが開く音） （村上）失礼します,Excuse me.,（Excuse me.
13:00,（中川）村上君 （村上）はい,-Murakami. -Yes?,（Mr. Murakami. -Yes?
13:03,（中川）この栄新(えいしん)学園の件,This Eishin Academy affair…,（This matter of Eishin Academy...
13:04,財務省に直接 指示を出したのは君か？,Were you the one who instructed the Ministry of Finance?,You're the one who gave direct orders to the Ministry of Finance?
13:08,（村上）はい,Yes.,（Yes.
13:11,（中川）いや～,OFFICE OF THE SPECIAL ADVISOR TO THE PRIME MINISTER,（Well...
13:14,いろいろと 面倒なことになった,This has created some trouble.,"Well, things have gotten complicated."
13:16,まあ これを機にマスコミや野党の 追及が始まるだろう,This is sure to cause the press and opposition to pressure us.,I'm sure the media and the opposition will take this opportunity to follow up.
13:19,（村上）申し訳ありません （中川）いやいや 君は悪くないよ,-I'm sorry. -No. It's not your fault.,"（I'm sorry. -No, it's not your fault."
13:23,上の意向をくむのは 当然のことだ,You were only doing what you were told.,It's only natural that I should follow my superiors' wishes.
13:27,ただ このことは,"However,",But this...
13:29,政権にとって とてもネガティブな 要素になりかねない,this is sure to become a thorn in the side of this administration.,But this could be a very negative factor for the administration.
13:34,大事なのは この問題を なるべく大きく広げないことだ,What's important is to make sure this doesn't become a bigger issue.,The important thing is to keep this issue from spreading too far.
13:37,はい 分かっております,"Yes, I understand that.","Yes, sir. I understand."
13:39,財務省には 私からも連絡はしておく,I'll contact the Ministry of Finance too.,I'll be in touch with the Ministry of Finance.
13:43,万が一 マスコミに何か聞かれても 相手にするな,"If the press happen to ask you anything about it, don't talk to them.","If the media asks you anything, don't deal with them."
13:48,はい,I won't.,"Yes, sir."
13:52,失礼いたします,Excuse me.,Excuse me.
14:21,え～ 本日より赴任しました 鈴木和也(すずきかずや)です,I'm Kazuya Suzuki. I was assigned here starting today.,I'm Kazuya Suzuki. I've been assigned here today.
14:26,黒崎(くろさき)統括には静岡財務事務所時代に お世話になりました,"Before, I worked with Supervisor Kurosaki at the Shizuoka Local Finance Office.",I've been working with Mr. Kurosaki since my days at the Shizuoka Regional Finance Office.
14:30,これまでの経験を生かし,I will make use of my experience to fulfill my duties,I will make the most of my experience
14:32,この中部財務局で 職務を全うできるよう頑張ります,I will make use of my experience to fulfill my duties here at the Chubu Local Finance Bureau.,I will do my best to fulfill my duties at the Chubu Regional Finance Bureau.
14:41,（黒崎 正(ただし)） 真面目で優秀な奴だから みんな よろしく頼む,He's a hard-working and talented guy. Give him a warm welcome.,（Tadashi Kurosaki is a serious and capable man. I'm counting on you all.
14:45,（木島(きじま)順平）はい よろしくお願いします,"-Yes, sir. -Nice to meet you.",（I look forward to working with you.
14:52,（黒崎） バタバタしてるよ　すまんな,They're all pretty busy. -Sorry about this. -It's okay. I understand the situation.,（We're in a bit of a rush. Sorry.
14:54,（鈴木）いいえ 事情は理解してますんで,-Sorry about this. -It's okay. I understand the situation.,（I understand the situation.
14:58,突然の異動で 奥さんも戸惑ったんじゃないか？,Your wife must have been shocked at the sudden transfer.,I'm sure your wife was a little confused by the sudden change.
15:01,まあ 多少は でも 家内も待遇を聞いて 喜んでます,A bit. But she was happy when she heard about the benefits.,"Well, a little. But my wife is happy to hear how well she's being treated."
15:08,そうか,I see.,I see.
15:10,あっ ひとまず 庁舎を案内するよ　うん？,Let me give you a quick tour.,Let me show you around the building.
15:12,はい,Okay.,Okay.
15:23,（松田）あっ 佐藤君 （佐藤）はい,-Sato. -Yes?,（Sato-kun. - Yes?
15:25,中部財務局の担当部署のリスト 作っておいてもらえる？,Can you make a list of the relevant departments at the Chubu Local Finance Bureau?,Can you get me a list of the departments in charge at Chubu Regional Finance Bureau?
15:29,（佐藤）了解です,Sure thing.,（Yes.
15:31,（司会）やっぱり 間近でね ご覧になっていただけのことは あるということですよね,"I guess being so close to the action, you have unique insights.","（After all, you've seen them up close. -That's right."
15:34,（豊田）そうですね だから 他の方だと,That's true. I really doubt that anyone else could reveal as much as me.,（That's right. So other people...
15:37,恐らく あそこまでのことは しゃべってくれないと…,I really doubt that anyone else could reveal as much as me.,"So, other people probably wouldn't be able to tell us that much."
15:38,（佐藤） 何者なんですかね こいつ,What's with this guy anyway?,（Who is this guy?
15:41,広告代理店の役員で 内閣官房参与って…,He's an exec at a PR firm and a special advisor to the Cabinet.,An executive at an ad agency and a member of the Cabinet Secretariat...
15:46,何 たくらんでるんでしょうね？,I wonder what he's scheming.,I wonder what he's up to?
15:56,（松田のため息）,CASE CLOSED BUT QUESTIONS REMAIN UNANSWERED,(Matsuda sighs) Translated with www.DeepL.com/Translator (free version)
15:57,政治家にでも なりたいんじゃない？ （佐藤）なるほど,-He probably wants to be a politician. -I see.,Maybe you want to be a politician. （I see.
16:01,松田さん 結構前から そいつのこと 追っかけてたじゃないですか,"Ms. Matsuda, you've been chasing that guy for a long time, haven't you?","Matsuda-san, you've been following him for quite some time, haven't you?"
16:05,（佐藤）知り合いとかなんですか？ （松田）え？,You know him? What?,（Do you know him? （What?
16:08,別に,No.,Not really.
16:10,（佐藤）へえ～,Really?,（I see.
16:12,松田さんに暴いてほしいなあ ＡＩ詐欺の件,I sure hope you get to the bottom of that AI fraud story. WHY DID PM'S FRIENDS ESCAPE ARREST?,I wish Matsuda-san would expose the AI scam.
16:27,（採用担当） え～ シンギュラリティラボ･ テクノロジー まあ “ＳＬＴ”と呼ばれて,We are Singularity Lab Technologies or SLT.,"（Singularity Lab Technology, well, it's called ""SLT."""
16:31,技術的特異点といいまして,Let me explain what our name means.,It's called the technological singularity.
16:33,テクノロジーにおける 進化のポイントのことを,Technological singularity,It's the point of evolution in technology.
16:36,まあ 技術的特異点 シンギュラリティと言います,is when technological advances outpace human evolution.,The point of evolution in technology is called the Technological Singularity Singularity
16:39,…で 我々の,So our company…,...and our...
16:40,（仲野(なかの)）いや～ めっちゃ疲れたわ,I am totally exhausted.,（I'm so tired.
16:43,（亮）これが大人になるってことか,I guess this is what it means to be an adult.,（So this is what it means to be an adult.
16:46,（仲野）はあ？　急に何だよ,-What are you on about? -It just feels weird.,（What?　What's with you all of a sudden?
16:47,いや～ なんか変な感じだよな みんな同じ格好してさ,-What are you on about? -It just feels weird. Everyone's dressed the same way.,It's so weird that everyone's dressed the same.
16:53,えっ 亮ってさ,"Since you deliver newspapers, I thought you were the type","You know, Ryo..."
16:55,新聞配達のバイトとかして 結構 意識高い系かと思ってた,"Since you deliver newspapers, I thought you were the type who's into this kind of thing.",I thought you worked part-time delivering newspapers and were pretty conscious.
16:58,あっ いやいや いやいや 奨学金制度で イヤイヤやってるだけだから,Hardly. I only do it because I have to for the scholarship money.,"No, no, no. I'm just doing it for a scholarship."
17:02,（仲野）そうなの？ （亮）そもそも読んでないし,-Is that right? -I don't even read it.,（Really? -Yeah. （I don't even read the paper.
17:04,いや マジかよ 意識 低っ！　就活生だぞ,Seriously? Talk about uninformed! You're supposed to be job hunting.,Seriously? You're not conscious!　We're job hunters!
17:08,えっ だってネットでよくない？ ダメ？,Can't I just read it online?,Why don't you just go online? No?
17:10,いやいや よくない よくない ネットなんか フェイクニュースばっかで,No way. That stuff's no good. The Internet is nothing but fake news.,"No, it's not good. The Internet is full of fake news."
17:13,リテラシー低いよ マジ,Talk about socially illiterate.,"You're not very literate, seriously."
17:17,なんか お前 変わったな,You sure have changed.,You've changed.
17:19,１年の時なんか 女の話しかしなかったのに,"In your freshman year, all you did was talk about girls.","When I was a freshman, all you talked about was women."
17:22,（仲野）まあ 俺 社会人デビュー目指してっから,"Well, now I'm prepping to join the ranks of adult society.","（Well, I'm trying to make my debut as a working adult."
17:25,何だよ それ,What does that even mean?,What's that?
17:27,（亮）ハハッ （仲野）なあ カフェ行こうぜ （亮）“カフェ”って…,-Let's go to a café. -A café?,（Let's go to a café. -A café?
17:31,（仲野） あっ めっちゃいいとこ あんじゃん,Here's a great one.,"（Oh, it's a really nice place."
17:34,（予算委員長）小野雅人(おのまさと)君,Masato Ono.,"（Masato Ono, Chairman of the Budget Committee."
17:36,（小野雅人）“関係がない”と 一言で総理おっしゃいましたが,"Prime Minister, you said it doesn't concern you and brushed it off,","（The Prime Minister said in one sentence, ""It has nothing to do with us."""
17:40,この学校の創設について,but your name and the First Lady's name,But what about the establishment of this school?
17:43,総理の名前や総理夫人の名前が 複数 出ているんですよ,have come up in relation to the establishment of this school several times.,The Prime Minister's name and the Prime Minister's wife's name have been mentioned.
17:50,今の説明で国民が納得できるとは 思えません,I highly doubt the public will be satisfied with that explanation. ASSISTANT TO THE FIRST LADY,I don't think the public will be convinced by your current explanation.
17:56,総理,Prime Minister!,Mr. Prime Minister.
17:58,本当に総理の口利きがなかったと 断言できるんですか？,Can you categorically deny that you had influence in this matter?,How can you be so sure that the Prime Minister wasn't behind all this?
18:05,（予算委員長）内閣総理大臣,Mr. Prime Minister.,（Mr. Prime Minister...
18:10,（総理） え～ はっきり申し上げますが,PHOTO OF FIRST LADY'S ASSISTANTS SHINICHI MURAKAMI I can definitively state,（Let me be clear.
18:13,土地の売却 そして その認可について,that there is absolutely no truth to the claims that I was involved in,I can assure you that I had nothing to do with the sale of the land and its approval.
18:16,私が関与したという事実は 一切ございません,the sale of the land or the approval of the sale.,There's no evidence that I was involved in the sale of the land or its approval.
18:21,（総理）私や妻が 関係していたということになれば,"If I or my wife were involved in this in any way,",（If it turns out that I or my wife were involved...
18:25,それはもう私は,then of course,I'm afraid I...
18:28,それは 間違いなく 総理大臣も国会議員も 辞めるということは はっきり申し上げておきたい,I will step down as prime minister and resign from the National Diet.,I want to make it clear that I will resign from both the Prime Minister's office and the Diet.
18:35,（野党議員たちのどよめき）,"Well said, Prime Minister!",(opposition members groaning)
18:38,（携帯電話の振動音）,KITAMURA,(cell phone vibrating)
18:40,もしもし,Hello?,Hello?
18:41,（北村）お疲れ 聞いたか？　今の答弁,Hi. Did you hear what the PM said?,"（Hey, did you hear that?　Did you hear my answer?"
18:44,ええ,-Yes. -What do you think?,Yes.
18:48,うーん あの部分だけ 明らかに 官僚が用意した答弁を 無視していた気がしました,"That last part, he clearly ignored the statement that was prepared for him.",That part was the only one where he clearly ignored the bureaucrat's prepared answer.
18:55,自分の言葉で話していたというか…,I think he was speaking using his own words.,"He was speaking in his own words, or..."
18:59,もし これがウソだとしたら 政権がひっくり返るかもしれんぞ,"If he turns out to be lying, this could cause his administration's downfall.","If that's a lie, it could topple the government."
19:06,ええ,That's right.,Yeah.
19:08,東京で少し裏取りしたいことが あるので,I need to finish some research here in Tokyo.,I need to do some backtracking in Tokyo.
19:10,それを終わらせてから 名古屋に入って,"But after that, I'll travel to Nagoya",I need to finish that in Tokyo and then go to Nagoya.
19:13,中部財務局の該当部門に 取材に入りますね,and get info from those close to the Chubu Local Finance Bureau.,I'll go and interview the relevant section of the Chubu Regional Finance Bureau.
19:16,（北村）分かった,Got it.,（Got it.
19:18,お疲れさまです,Goodbye.,Thank you for your hard work.
19:26,想定外だ,I wasn't expecting that.,That was unexpected.
19:30,原稿どおりに話してほしいもんだよ まったく…,I wish he'd stick to the script.,I wish they'd just go back to the script. I mean...
19:35,あ～ とにかく 関わった人間すべてに 箝口令(かんこうれい)を敷いてほしい,"At any rate, put a muzzle on everyone involved.",I want all the people involved to be subjected to a gag order.
19:40,余計なこと しゃべられても困る,We can't have them talk about this.,I don't want them to say anything unnecessary.
19:42,（村上） はい すぐに対処いたします,Certainly. I'll take care of it right away.,"（Yes, we'll deal with it immediately."
19:46,（中川）村上君 （村上）はい,-Murakami. -Yes?,（Murakami-kun. -Yes?
19:53,（中川）財務省の件 非開示では済まないだろう,I doubt we can keep what the Ministry of Finance knows under wraps.,（The matter with the Ministry of Finance won't go undisclosed.
19:59,（村上）はい,Right.,（Yes.
20:02,（中川）理財局長の毛利君に 伝えてほしいことがある,I want you to tell Finance Bureau Director-General Mouri about this.,（There's something I want you to tell Director Mouri.
20:05,（村上）はい,"Yes, sir.",（Yes.
20:09,今回の件 一切 官邸は関わっていない,The Prime Minister's Office has had nothing to do with this affair.,The Prime Minister's Office had nothing to do with this.
20:18,私が財務省に交渉したのは 事実ですが…,But I negotiated the deal with the Ministry of Finance.,"It's true that I negotiated with the Ministry of Finance, but..."
20:21,分かってる,I know that!,I understand.
20:25,分かってるが…,"I know, but…","I know, but..."
20:30,答弁を事実にしないと さらに問題が大きくなる,"if we don't make his statements the truth, the problem will only grow larger.","But... if you don't make your answer the truth, the problem will get even bigger."
20:37,頼んだぞ,I'm counting on you.,I'm counting on you.
20:50,（鈴木）ただいま,I'm home.,（I'm back.
20:52,（鈴木真弓(まゆみ)） あっ おかえりなさい,Welcome home.,（Welcome back.
20:55,（鈴木）ただいま あ～ いい匂い,I'm home. What a nice smell!,（I'm back. Smells good.
20:59,（真弓）もうちょっとかかるから お風呂 先 入っちゃえば？,It's not quite ready. Why don't you take a bath first?,（It'll take a while. Why don't you take a bath first?
